#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:64:2:101,101,1603:45:16:64:0,1603:45:16:64:1:1,1603:45:16:64:2:101,Chhoekhor,BT00101,,,,Bumthang,BT001,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:102,102,1603:45:16:64:0,1603:45:16:64:1:1,1603:45:16:64:2:102,Chhume,BT00102,,,,Bumthang,BT001,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:103,103,1603:45:16:64:0,1603:45:16:64:1:1,1603:45:16:64:2:103,Tang,BT00103,,,,Bumthang,BT001,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:104,104,1603:45:16:64:0,1603:45:16:64:1:1,1603:45:16:64:2:104,Ura,BT00104,,,,Bumthang,BT001,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:201,201,1603:45:16:64:0,1603:45:16:64:1:2,1603:45:16:64:2:201,Bjachho,BT00201,,,,Chhukha,BT002,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:202,202,1603:45:16:64:0,1603:45:16:64:1:2,1603:45:16:64:2:202,Bongo,BT00202,,,,Chhukha,BT002,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:203,203,1603:45:16:64:0,1603:45:16:64:1:2,1603:45:16:64:2:203,Chapchha,BT00203,,,,Chhukha,BT002,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:204,204,1603:45:16:64:0,1603:45:16:64:1:2,1603:45:16:64:2:204,Dala,BT00204,,,,Chhukha,BT002,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:205,205,1603:45:16:64:0,1603:45:16:64:1:2,1603:45:16:64:2:205,Dungna,BT00205,,,,Chhukha,BT002,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:206,206,1603:45:16:64:0,1603:45:16:64:1:2,1603:45:16:64:2:206,Geling,BT00206,,,,Chhukha,BT002,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:207,207,1603:45:16:64:0,1603:45:16:64:1:2,1603:45:16:64:2:207,Getana,BT00207,,,,Chhukha,BT002,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:208,208,1603:45:16:64:0,1603:45:16:64:1:2,1603:45:16:64:2:208,Logchina,BT00208,,,,Chhukha,BT002,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:209,209,1603:45:16:64:0,1603:45:16:64:1:2,1603:45:16:64:2:209,Metap,BT00209,,,,Chhukha,BT002,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:210,210,1603:45:16:64:0,1603:45:16:64:1:2,1603:45:16:64:2:210,Phuentsholing,BT00210,,,,Chhukha,BT002,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:211,211,1603:45:16:64:0,1603:45:16:64:1:2,1603:45:16:64:2:211,Samphelling,BT00211,,,,Chhukha,BT002,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:301,301,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:301,Deorali,BT00301,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:302,302,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:302,Dorona,BT00302,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:303,303,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:303,Drugyelgang,BT00303,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:304,304,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:304,Gesarling,BT00304,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:305,305,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:305,Gozhi,BT00305,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:306,306,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:306,Kalidzingkha,BT00306,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:307,307,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:307,Khipisa,BT00307,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:308,308,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:308,Lajab,BT00308,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:309,309,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:309,Lhamoizingkha,BT00309,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:310,310,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:310,Nichula,BT00310,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:311,311,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:311,Trashiding,BT00311,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
