#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:64:2:312,312,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:312,Tsangkha,BT00312,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:313,313,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:313,Tsendagang,BT00313,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:314,314,1603:45:16:64:0,1603:45:16:64:1:3,1603:45:16:64:2:314,Tseza,BT00314,,,,Dagana,BT003,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:401,401,1603:45:16:64:0,1603:45:16:64:1:4,1603:45:16:64:2:401,Goenkhame,BT00401,,,,Gasa,BT004,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:402,402,1603:45:16:64:0,1603:45:16:64:1:4,1603:45:16:64:2:402,Goenkhatoe,BT00402,,,,Gasa,BT004,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:403,403,1603:45:16:64:0,1603:45:16:64:1:4,1603:45:16:64:2:403,Laya,BT00403,,,,Gasa,BT004,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:404,404,1603:45:16:64:0,1603:45:16:64:1:4,1603:45:16:64:2:404,Lunana,BT00404,,,,Gasa,BT004,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:501,501,1603:45:16:64:0,1603:45:16:64:1:5,1603:45:16:64:2:501,Bji,BT00501,,,,Haa,BT005,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:502,502,1603:45:16:64:0,1603:45:16:64:1:5,1603:45:16:64:2:502,Gakiling,BT00502,,,,Haa,BT005,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:503,503,1603:45:16:64:0,1603:45:16:64:1:5,1603:45:16:64:2:503,Katsho,BT00503,,,,Haa,BT005,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:504,504,1603:45:16:64:0,1603:45:16:64:1:5,1603:45:16:64:2:504,Sama,BT00504,,,,Haa,BT005,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:505,505,1603:45:16:64:0,1603:45:16:64:1:5,1603:45:16:64:2:505,Sombey,BT00505,,,,Haa,BT005,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:506,506,1603:45:16:64:0,1603:45:16:64:1:5,1603:45:16:64:2:506,Uesu,BT00506,,,,Haa,BT005,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:601,601,1603:45:16:64:0,1603:45:16:64:1:6,1603:45:16:64:2:601,Gangzur,BT00601,,,,Lhuentse,BT006,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:602,602,1603:45:16:64:0,1603:45:16:64:1:6,1603:45:16:64:2:602,Jaray,BT00602,,,,Lhuentse,BT006,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:603,603,1603:45:16:64:0,1603:45:16:64:1:6,1603:45:16:64:2:603,Khoma,BT00603,,,,Lhuentse,BT006,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:604,604,1603:45:16:64:0,1603:45:16:64:1:6,1603:45:16:64:2:604,Kurtoe,BT00604,,,,Lhuentse,BT006,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:605,605,1603:45:16:64:0,1603:45:16:64:1:6,1603:45:16:64:2:605,Menbi,BT00605,,,,Lhuentse,BT006,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:606,606,1603:45:16:64:0,1603:45:16:64:1:6,1603:45:16:64:2:606,Metsho,BT00606,,,,Lhuentse,BT006,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:607,607,1603:45:16:64:0,1603:45:16:64:1:6,1603:45:16:64:2:607,Minjay,BT00607,,,,Lhuentse,BT006,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:608,608,1603:45:16:64:0,1603:45:16:64:1:6,1603:45:16:64:2:608,Tsenkhar,BT00608,,,,Lhuentse,BT006,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:701,701,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:701,Balam,BT00701,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:702,702,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:702,Chhali,BT00702,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:703,703,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:703,Chaskhar,BT00703,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:704,704,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:704,Drametse,BT00704,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:705,705,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:705,Drepung,BT00705,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:706,706,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:706,Gongdue,BT00706,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:707,707,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:707,Jurmey,BT00707,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:708,708,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:708,Kengkhar,BT00708,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:709,709,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:709,Mongar,BT00709,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:710,710,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:710,Narang,BT00710,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:711,711,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:711,Ngatshang,BT00711,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:712,712,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:712,Saleng,BT00712,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:713,713,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:713,Shermung,BT00713,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:714,714,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:714,Silambi,BT00714,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:715,715,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:715,Thangrong,BT00715,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:716,716,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:716,Tsakaling,BT00716,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:717,717,1603:45:16:64:0,1603:45:16:64:1:7,1603:45:16:64:2:717,Tsamang,BT00717,,,,Monggar,BT007,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:801,801,1603:45:16:64:0,1603:45:16:64:1:8,1603:45:16:64:2:801,Doga,BT00801,,,,Paro,BT008,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:802,802,1603:45:16:64:0,1603:45:16:64:1:8,1603:45:16:64:2:802,Dopshari,BT00802,,,,Paro,BT008,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:803,803,1603:45:16:64:0,1603:45:16:64:1:8,1603:45:16:64:2:803,Doteng,BT00803,,,,Paro,BT008,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:804,804,1603:45:16:64:0,1603:45:16:64:1:8,1603:45:16:64:2:804,Hungrel,BT00804,,,,Paro,BT008,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:805,805,1603:45:16:64:0,1603:45:16:64:1:8,1603:45:16:64:2:805,Lamgong,BT00805,,,,Paro,BT008,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:806,806,1603:45:16:64:0,1603:45:16:64:1:8,1603:45:16:64:2:806,Lungnyi,BT00806,,,,Paro,BT008,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:807,807,1603:45:16:64:0,1603:45:16:64:1:8,1603:45:16:64:2:807,Naja,BT00807,,,,Paro,BT008,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:808,808,1603:45:16:64:0,1603:45:16:64:1:8,1603:45:16:64:2:808,Shapa,BT00808,,,,Paro,BT008,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:809,809,1603:45:16:64:0,1603:45:16:64:1:8,1603:45:16:64:2:809,Tsento,BT00809,,,,Paro,BT008,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:810,810,1603:45:16:64:0,1603:45:16:64:1:8,1603:45:16:64:2:810,Wangchang,BT00810,,,,Paro,BT008,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:901,901,1603:45:16:64:0,1603:45:16:64:1:9,1603:45:16:64:2:901,Chhimung,BT00901,,,,Pemagatshel,BT009,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:902,902,1603:45:16:64:0,1603:45:16:64:1:9,1603:45:16:64:2:902,Chokhorling,BT00902,,,,Pemagatshel,BT009,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:903,903,1603:45:16:64:0,1603:45:16:64:1:9,1603:45:16:64:2:903,Chongshing,BT00903,,,,Pemagatshel,BT009,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:904,904,1603:45:16:64:0,1603:45:16:64:1:9,1603:45:16:64:2:904,Dechhenling,BT00904,,,,Pemagatshel,BT009,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:905,905,1603:45:16:64:0,1603:45:16:64:1:9,1603:45:16:64:2:905,Dungmin,BT00905,,,,Pemagatshel,BT009,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:906,906,1603:45:16:64:0,1603:45:16:64:1:9,1603:45:16:64:2:906,Khar,BT00906,,,,Pemagatshel,BT009,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:907,907,1603:45:16:64:0,1603:45:16:64:1:9,1603:45:16:64:2:907,Nanong,BT00907,,,,Pemagatshel,BT009,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:908,908,1603:45:16:64:0,1603:45:16:64:1:9,1603:45:16:64:2:908,Norbugang,BT00908,,,,Pemagatshel,BT009,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:909,909,1603:45:16:64:0,1603:45:16:64:1:9,1603:45:16:64:2:909,Shumer,BT00909,,,,Pemagatshel,BT009,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:910,910,1603:45:16:64:0,1603:45:16:64:1:9,1603:45:16:64:2:910,Yurung,BT00910,,,,Pemagatshel,BT009,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:911,911,1603:45:16:64:0,1603:45:16:64:1:9,1603:45:16:64:2:911,Zobel,BT00911,,,,Pemagatshel,BT009,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1001,1001,1603:45:16:64:0,1603:45:16:64:1:10,1603:45:16:64:2:1001,Bapisa,BT01001,,,,Punakha,BT010,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1002,1002,1603:45:16:64:0,1603:45:16:64:1:10,1603:45:16:64:2:1002,Chhubu,BT01002,,,,Punakha,BT010,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1003,1003,1603:45:16:64:0,1603:45:16:64:1:10,1603:45:16:64:2:1003,Dzoma,BT01003,,,,Punakha,BT010,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1004,1004,1603:45:16:64:0,1603:45:16:64:1:10,1603:45:16:64:2:1004,Goenshari,BT01004,,,,Punakha,BT010,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1005,1005,1603:45:16:64:0,1603:45:16:64:1:10,1603:45:16:64:2:1005,Guma,BT01005,,,,Punakha,BT010,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1006,1006,1603:45:16:64:0,1603:45:16:64:1:10,1603:45:16:64:2:1006,Kabjisa,BT01006,,,,Punakha,BT010,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1007,1007,1603:45:16:64:0,1603:45:16:64:1:10,1603:45:16:64:2:1007,Lingmukha,BT01007,,,,Punakha,BT010,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1008,1008,1603:45:16:64:0,1603:45:16:64:1:10,1603:45:16:64:2:1008,Shengabjimi,BT01008,,,,Punakha,BT010,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1009,1009,1603:45:16:64:0,1603:45:16:64:1:10,1603:45:16:64:2:1009,Talo,BT01009,,,,Punakha,BT010,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1010,1010,1603:45:16:64:0,1603:45:16:64:1:10,1603:45:16:64:2:1010,Toepisa,BT01010,,,,Punakha,BT010,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1011,1011,1603:45:16:64:0,1603:45:16:64:1:10,1603:45:16:64:2:1011,Toewang,BT01011,,,,Punakha,BT010,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1101,1101,1603:45:16:64:0,1603:45:16:64:1:11,1603:45:16:64:2:1101,Dewathang,BT01101,,,,Samdrupjongkhar,BT011,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1102,1102,1603:45:16:64:0,1603:45:16:64:1:11,1603:45:16:64:2:1102,Gomdar,BT01102,,,,Samdrupjongkhar,BT011,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1103,1103,1603:45:16:64:0,1603:45:16:64:1:11,1603:45:16:64:2:1103,Langchhenphu,BT01103,,,,Samdrupjongkhar,BT011,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1104,1104,1603:45:16:64:0,1603:45:16:64:1:11,1603:45:16:64:2:1104,Martshala,BT01104,,,,Samdrupjongkhar,BT011,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1105,1105,1603:45:16:64:0,1603:45:16:64:1:11,1603:45:16:64:2:1105,Jangchhubling,BT01105,,,,Samdrupjongkhar,BT011,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1106,1106,1603:45:16:64:0,1603:45:16:64:1:11,1603:45:16:64:2:1106,Pemathang,BT01106,,,,Samdrupjongkhar,BT011,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1107,1107,1603:45:16:64:0,1603:45:16:64:1:11,1603:45:16:64:2:1107,Phuntsthothang,BT01107,,,,Samdrupjongkhar,BT011,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1108,1108,1603:45:16:64:0,1603:45:16:64:1:11,1603:45:16:64:2:1108,Samrang,BT01108,,,,Samdrupjongkhar,BT011,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1109,1109,1603:45:16:64:0,1603:45:16:64:1:11,1603:45:16:64:2:1109,Serthig,BT01109,,,,Samdrupjongkhar,BT011,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1110,1110,1603:45:16:64:0,1603:45:16:64:1:11,1603:45:16:64:2:1110,Lauri,BT01110,,,,Samdrupjongkhar,BT011,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1111,1111,1603:45:16:64:0,1603:45:16:64:1:11,1603:45:16:64:2:1111,Wangphu,BT01111,,,,Samdrupjongkhar,BT011,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1201,1201,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1201,Bara,BT01201,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1202,1202,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1202,Biru,BT01202,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1203,1203,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1203,Chargharay,BT01203,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1204,1204,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1204,Chengmari,BT01204,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1205,1205,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1205,Denchhukha,BT01205,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1206,1206,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1206,Dorokha,BT01206,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1207,1207,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1207,Dungtoe,BT01207,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1208,1208,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1208,Namgyel Chhoeling,BT01208,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1209,1209,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1209,Pagli,BT01209,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1210,1210,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1210,Samtse,BT01210,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1211,1211,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1211,Sipsu,BT01211,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1212,1212,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1212,Tading,BT01212,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1213,1213,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1213,Tendu,BT01213,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1214,1214,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1214,Yoeseltse,BT01214,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1215,1215,1603:45:16:64:0,1603:45:16:64:1:12,1603:45:16:64:2:1215,Ugentse,BT01215,,,,Samtse,BT012,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1301,1301,1603:45:16:64:0,1603:45:16:64:1:13,1603:45:16:64:2:1301,Bhur,BT01301,,,,Sarpang,BT013,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1302,1302,1603:45:16:64:0,1603:45:16:64:1:13,1603:45:16:64:2:1302,Chhuzagang,BT01302,,,,Sarpang,BT013,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1303,1303,1603:45:16:64:0,1603:45:16:64:1:13,1603:45:16:64:2:1303,Dekiling,BT01303,,,,Sarpang,BT013,Bhutan,BT,2019-02-01,2020-10-30,
