#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:584:2:101,101,1603:45:16:584:0,1603:45:16:584:1:1,1603:45:16:584:2:101,Tobomaro,MH0101,,,,Ailinglaplap,MH01,Republic of the Marshall Islands,MH,2018-07-18,2018-07-18,
1603:45:16:584:2:102,102,1603:45:16:584:0,1603:45:16:584:1:1,1603:45:16:584:2:102,Jah,MH0102,,,,Ailinglaplap,MH01,Republic of the Marshall Islands,MH,2018-07-18,2018-07-18,
1603:45:16:584:2:103,103,1603:45:16:584:0,1603:45:16:584:1:1,1603:45:16:584:2:103,Mejil,MH0103,,,,Ailinglaplap,MH01,Republic of the Marshall Islands,MH,2018-07-18,2018-07-18,
1603:45:16:584:2:104,104,1603:45:16:584:0,1603:45:16:584:1:1,1603:45:16:584:2:104,Jeh,MH0104,,,,Ailinglaplap,MH01,Republic of the Marshall Islands,MH,2018-07-18,2018-07-18,
1603:45:16:584:2:105,105,1603:45:16:584:0,1603:45:16:584:1:1,1603:45:16:584:2:105,Ennak,MH0105,,,,Ailinglaplap,MH01,Republic of the Marshall Islands,MH,2018-07-18,2018-07-18,
1603:45:16:584:2:108,108,1603:45:16:584:0,1603:45:16:584:1:1,1603:45:16:584:2:108,Kattiej,MH0108,,,,Ailinglaplap,MH01,Republic of the Marshall Islands,MH,2018-07-18,2018-07-18,
1603:45:16:584:2:110,110,1603:45:16:584:0,1603:45:16:584:1:1,1603:45:16:584:2:110,Woja,MH0110,,,,Ailinglaplap,MH01,Republic of the Marshall Islands,MH,2018-07-18,2018-07-18,
1603:45:16:584:2:111,111,1603:45:16:584:0,1603:45:16:584:1:1,1603:45:16:584:2:111,Enewe,MH0111,,,,Ailinglaplap,MH01,Republic of the Marshall Islands,MH,2018-07-18,2018-07-18,
1603:45:16:584:2:112,112,1603:45:16:584:0,1603:45:16:584:1:1,1603:45:16:584:2:112,Bouj,MH0112,,,,Ailinglaplap,MH01,Republic of the Marshall Islands,MH,2018-07-18,2018-07-18,
1603:45:16:584:2:113,113,1603:45:16:584:0,1603:45:16:584:1:1,1603:45:16:584:2:113,Jebwan,MH0113,,,,Ailinglaplap,MH01,Republic of the Marshall Islands,MH,2018-07-18,2018-07-18,
