admin1Name_fr,admin1Pcode,admin1RefName,admin1AltName1_fr,admin1AltName2_fr,admin0Name_fr,admin0Pcode,date,validOn,validTo
Basse-Terre,GP01,Basse-Terre,,,Guadeloupe,GP,2017-09-07,2019-12-10,
Pointe-à-Pitre,GP02,Pointe-a-Pitre,,,Guadeloupe,GP,2017-09-07,2019-12-10,
