admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Dowein,LR0101,,,,Bomi,LR01,Liberia,LR,2017-12-27,2019-11-04,
Klay,LR0102,,,,Bomi,LR01,Liberia,LR,2017-12-27,2019-11-04,
Senjeh,LR0103,,,,Bomi,LR01,Liberia,LR,2017-12-27,2019-11-04,
Suehn Mecca,LR0104,,,,Bomi,LR01,Liberia,LR,2017-12-27,2019-11-04,
Boinsen,LR0201,,,,Bong,LR02,Liberia,LR,2017-12-27,2019-11-04,
Fuamah,LR0202,,,,Bong,LR02,Liberia,LR,2017-12-27,2019-11-04,
Jorquelleh,LR0203,,,,Bong,LR02,Liberia,LR,2017-12-27,2019-11-04,
Kokoyah,LR0204,,,,Bong,LR02,Liberia,LR,2017-12-27,2019-11-04,
Kpaai,LR0205,,,,Bong,LR02,Liberia,LR,2017-12-27,2019-11-04,
Panta,LR0206,,,,Bong,LR02,Liberia,LR,2017-12-27,2019-11-04,
Salala,LR0207,,,,Bong,LR02,Liberia,LR,2017-12-27,2019-11-04,
Sanoyeah,LR0208,,,,Bong,LR02,Liberia,LR,2017-12-27,2019-11-04,
Suakoko,LR0209,,,,Bong,LR02,Liberia,LR,2017-12-27,2019-11-04,
Tukpahblee,LR0210,,,,Bong,LR02,Liberia,LR,2017-12-27,2019-11-04,
Yeallequelleh,LR0211,,,,Bong,LR02,Liberia,LR,2017-12-27,2019-11-04,
Zota,LR0212,,,,Bong,LR02,Liberia,LR,2017-12-27,2019-11-04,
Belleh,LR0301,,,,Gbarpolu,LR03,Liberia,LR,2017-12-27,2019-11-04,
Bokomu,LR0302,,,,Gbarpolu,LR03,Liberia,LR,2017-12-27,2019-11-04,
Bopolu,LR0303,,,,Gbarpolu,LR03,Liberia,LR,2017-12-27,2019-11-04,
Gbarma,LR0304,,,,Gbarpolu,LR03,Liberia,LR,2017-12-27,2019-11-04,
Gounwolaila,LR0305,,,,Gbarpolu,LR03,Liberia,LR,2017-12-27,2019-11-04,
Kongba,LR0306,,,,Gbarpolu,LR03,Liberia,LR,2017-12-27,2019-11-04,
Commonwealth 2,LR0401,,,,Grand Bassa,LR04,Liberia,LR,2017-12-27,2019-11-04,
