admin3Name_en,admin3Name_th,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_th,admin3AltName2_th,admin2Name_en,admin2Name_th,admin2Pcode,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
Nong Bua,หนองบัว,TH710106,,,,,,Mueang Kanchanaburi,เมืองกาญจนบุรี,TH7101,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lat Ya,ลาดหญ้า,TH710107,,,,,,Mueang Kanchanaburi,เมืองกาญจนบุรี,TH7101,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Dong,วังด้ง,TH710108,,,,,,Mueang Kanchanaburi,เมืองกาญจนบุรี,TH7101,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chong Sadao,ช่องสะเดา,TH710109,,,,,,Mueang Kanchanaburi,เมืองกาญจนบุรี,TH7101,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Ya,หนองหญ้า,TH710110,,,,,,Mueang Kanchanaburi,เมืองกาญจนบุรี,TH7101,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ko Samrong,เกาะสำโรง,TH710111,,,,,,Mueang Kanchanaburi,เมืองกาญจนบุรี,TH7101,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Kao,บ้านเก่า,TH710113,,,,,,Mueang Kanchanaburi,เมืองกาญจนบุรี,TH7101,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Yen,วังเย็น,TH710116,,,,,,Mueang Kanchanaburi,เมืองกาญจนบุรี,TH7101,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lum Sum,ลุ่มสุ่ม,TH710201,,,,,,Sai Yok,ไทรโยค,TH7102,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Sao,ท่าเสา,TH710202,,,,,,Sai Yok,ไทรโยค,TH7102,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sing,สิงห์,TH710203,,,,,,Sai Yok,ไทรโยค,TH7102,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sai Yok,ไทรโยค,TH710204,,,,,,Sai Yok,ไทรโยค,TH7102,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Krachae,วังกระแจะ,TH710205,,,,,,Sai Yok,ไทรโยค,TH7102,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Mongkhon,ศรีมงคล,TH710206,,,,,,Sai Yok,ไทรโยค,TH7102,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bong Ti,บ้องตี้,TH710207,,,,,,Sai Yok,ไทรโยค,TH7102,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bo Phloi,บ่อพลอย,TH710301,,,,,,Bo Phloi,บ่อพลอย,TH7103,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Kum,หนองกุ่ม,TH710302,,,,,,Bo Phloi,บ่อพลอย,TH7103,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Ri,หนองรี,TH710303,,,,,,Bo Phloi,บ่อพลอย,TH7103,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lum Rang,หลุมรัง,TH710305,,,,,,Bo Phloi,บ่อพลอย,TH7103,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chong Dan,ช่องด่าน,TH710308,,,,,,Bo Phloi,บ่อพลอย,TH7103,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Krang,หนองกร่าง,TH710309,,,,,,Bo Phloi,บ่อพลอย,TH7103,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Suan,นาสวน,TH710401,,,,,,Si Sawat,ศรีสวัสดิ์,TH7104,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dan Mae Chalaep,ด่านแม่แฉลบ,TH710402,,,,,,Si Sawat,ศรีสวัสดิ์,TH7104,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Pet,หนองเป็ด,TH710403,,,,,,Si Sawat,ศรีสวัสดิ์,TH7104,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Kradan,ท่ากระดาน,TH710404,,,,,,Si Sawat,ศรีสวัสดิ์,TH7104,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khao Chot,เขาโจด,TH710405,,,,,,Si Sawat,ศรีสวัสดิ์,TH7104,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Krabung,แม่กระบุง,TH710406,,,,,,Si Sawat,ศรีสวัสดิ์,TH7104,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phong Tuek,พงตึก,TH710501,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Yang Muang,ยางม่วง,TH710502,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Cha-Em,ดอนชะเอม,TH710503,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Mai,ท่าไม้,TH710504,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Takhram En,ตะคร้ำเอน,TH710505,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Maka,ท่ามะกา,TH710506,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Ruea,ท่าเรือ,TH710507,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Tabong,โคกตะบอง,TH710508,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Khamin,ดอนขมิ้น,TH710509,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ulok Si Muen,อุโลกสี่หมื่น,TH710510,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khao Sam Sip Hap,เขาสามสิบหาบ,TH710511,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phra Thaen,พระแท่น,TH710512,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wai Niao,หวายเหนียว,TH710513,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Saen To,แสนตอ,TH710514,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sanam Yae,สนามแย้,TH710515,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Sao,ท่าเสา,TH710516,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Lan,หนองลาน,TH710517,,,,,,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Muang,ท่าม่วง,TH710601,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Khanai,วังขนาย,TH710602,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Sala,วังศาลา,TH710603,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Lo,ท่าล้อ,TH710604,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Khao,หนองขาว,TH710605,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Thong,ทุ่งทอง,TH710606,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khao Noi,เขาน้อย,TH710607,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Muang Chum,ม่วงชุม,TH710608,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Mai,บ้านใหม่,TH710609,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phang Tru,พังตรุ,TH710610,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Takhro,ท่าตะคร้อ,TH710611,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rang Sali,รางสาลี่,TH710612,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Tak Ya,หนองตากยา,TH710613,,,,,,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Khanun,ท่าขนุน,TH710701,,,,,,Thong Pha Phum,ทองผาภูมิ,TH7107,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pi Lok,ปิล๊อก,TH710702,,,,,,Thong Pha Phum,ทองผาภูมิ,TH7107,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hin Dat,หินดาด,TH710703,,,,,,Thong Pha Phum,ทองผาภูมิ,TH7107,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lin Thin,ลิ่นถิ่น,TH710704,,,,,,Thong Pha Phum,ทองผาภูมิ,TH7107,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chalae,ชะแล,TH710705,,,,,,Thong Pha Phum,ทองผาภูมิ,TH7107,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Khayeng,ห้วยเขย่ง,TH710706,,,,,,Thong Pha Phum,ทองผาภูมิ,TH7107,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sahakon Nikhom,สหกรณ์นิคม,TH710707,,,,,,Thong Pha Phum,ทองผาภูมิ,TH7107,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Lu,หนองลู,TH710801,,,,,,Sangkhla Buri,สังขละบุรี,TH7108,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Prang Phle,ปรังเผล,TH710802,,,,,,Sangkhla Buri,สังขละบุรี,TH7108,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lai Wo,ไล่โว่,TH710803,,,,,,Sangkhla Buri,สังขละบุรี,TH7108,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phanom Thuan,พนมทวน,TH710901,,,,,,Phanom Thuan,พนมทวน,TH7109,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Rong,หนองโรง,TH710902,,,,,,Phanom Thuan,พนมทวน,TH7109,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Samo,ทุ่งสมอ,TH710903,,,,,,Phanom Thuan,พนมทวน,TH7109,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Chedi,ดอนเจดีย์,TH710904,,,,,,Phanom Thuan,พนมทวน,TH7109,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phang Tru,พังตรุ,TH710905,,,,,,Phanom Thuan,พนมทวน,TH7109,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rang Wai,รางหวาย,TH710906,,,,,,Phanom Thuan,พนมทวน,TH7109,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Sarai,หนองสาหร่าย,TH710911,,,,,,Phanom Thuan,พนมทวน,TH7109,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Ta Phet,ดอนตาเพชร,TH710912,,,,,,Phanom Thuan,พนมทวน,TH7109,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lao Khwan,เลาขวัญ,TH711001,,,,,,Lao Khwan,เลาขวัญ,TH7110,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Sano,หนองโสน,TH711002,,,,,,Lao Khwan,เลาขวัญ,TH7110,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Pradu,หนองประดู่,TH711003,,,,,,Lao Khwan,เลาขวัญ,TH7110,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Pling,หนองปลิง,TH711004,,,,,,Lao Khwan,เลาขวัญ,TH7110,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Nok Kaeo,หนองนกแก้ว,TH711005,,,,,,Lao Khwan,เลาขวัญ,TH7110,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Krabam,ทุ่งกระบ่ำ,TH711006,,,,,,Lao Khwan,เลาขวัญ,TH7110,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Fai,หนองฝ้าย,TH711007,,,,,,Lao Khwan,เลาขวัญ,TH7110,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dan Makham Tia,ด่านมะขามเตี้ย,TH711101,,,,,,Dan Makham Tia,ด่านมะขามเตี้ย,TH7111,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Klon Do,กลอนโด,TH711102,,,,,,Dan Makham Tia,ด่านมะขามเตี้ย,TH7111,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chorakhe Phueak,จรเข้เผือก,TH711103,,,,,,Dan Makham Tia,ด่านมะขามเตี้ย,TH7111,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Phai,หนองไผ่,TH711104,,,,,,Dan Makham Tia,ด่านมะขามเตี้ย,TH7111,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Prue,หนองปรือ,TH711201,,,,,,Nong Prue,หนองปรือ,TH7112,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Pla Lai,หนองปลาไหล,TH711202,,,,,,Nong Prue,หนองปรือ,TH7112,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Somdet Charoen,สมเด็จเจริญ,TH711203,,,,,,Nong Prue,หนองปรือ,TH7112,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Krachao,ห้วยกระเจา,TH711301,,,,,,Huai Krachao,ห้วยกระเจา,TH7113,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Phai,วังไผ่,TH711302,,,,,,Huai Krachao,ห้วยกระเจา,TH7113,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Salaep,ดอนแสลบ,TH711303,,,,,,Huai Krachao,ห้วยกระเจา,TH7113,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sa Long Ruea,สระลงเรือ,TH711304,,,,,,Huai Krachao,ห้วยกระเจา,TH7113,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Phi Liang,ท่าพี่เลี้ยง,TH720101,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rua Yai,รั้วใหญ่,TH720102,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thap Ti Lek,ทับตีเหล็ก,TH720103,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Rahat,ท่าระหัด,TH720104,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phai Khwang,ไผ่ขวาง,TH720105,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Kho Thao,โคกโคเฒ่า,TH720106,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Tan,ดอนตาล,TH720107,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Masang,ดอนมะสังข์,TH720108,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phihan Daeng,พิหารแดง,TH720109,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Kamyan,ดอนกำยาน,TH720110,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Pho Thong,ดอนโพธิ์ทอง,TH720111,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Pho,บ้านโพธิ์,TH720112,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sa Kaeo,สระแก้ว,TH720113,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Taling Chan,ตลิ่งชัน,TH720114,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Kung,บางกุ้ง,TH720115,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sala Khao,ศาลาขาว,TH720116,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Suan Taeng,สวนแตง,TH720117,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sanam Chai,สนามชัย,TH720118,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho Phraya,โพธิ์พระยา,TH720119,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sanam Khli,สนามคลี,TH720120,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khao Phra,เขาพระ,TH720201,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Doem Bang,เดิมบาง,TH720202,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nang Buat,นางบวช,TH720203,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khao Din,เขาดิน,TH720204,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pak Nam,ปากน้ำ,TH720205,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Khli,ทุ่งคลี,TH720206,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Chang,โคกช้าง,TH720207,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hua Khao,หัวเขา,TH720208,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hua Na,หัวนา,TH720209,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bo Kru,บ่อกรุ,TH720210,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Si Rat,วังศรีราช,TH720211,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pa Sakae,ป่าสะแก,TH720212,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Yang Non,ยางนอน,TH720213,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Krathum,หนองกระทุ่ม,TH720214,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Makha Mong,หนองมะค่าโมง,TH720301,,,,,,Dan Chang,ด่านช้าง,TH7203,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dan Chang,ด่านช้าง,TH720302,,,,,,Dan Chang,ด่านช้าง,TH7203,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
