admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Melut,SS0709,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Panyikang,SS0710,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Renk,SS0711,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Ulang,SS0712,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Gogrial East,SS0801,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Gogrial West,SS0802,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Tonj East,SS0803,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Tonj North,SS0804,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Tonj South,SS0805,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Twic,SS0806,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Jur River,SS0901,,,,Western Bahr el Ghazal,SS09,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Raja,SS0902,,Raga,,Western Bahr el Ghazal,SS09,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Wau,SS0903,,,,Western Bahr el Ghazal,SS09,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Ezo,SS1001,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Ibba,SS1002,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Maridi,SS1003,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Mundri East,SS1004,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Mundri West,SS1005,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Mvolo,SS1006,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Nagero,SS1007,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Nzara,SS1008,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Tambura,SS1009,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
Yambio,SS1010,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2018-08-17,2021-06-30
