admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Bua,FJ10201,,,,Bua ,FJ102,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Vuya,FJ10202,,,,Bua ,FJ102,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Wainunu,FJ10203,,,,Bua ,FJ102,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Cakaudrove,FJ10301,,,,Cakaudrove,FJ103,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nasavusavu,FJ10302,,,,Cakaudrove,FJ103,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Rabi,FJ10303,,,,Cakaudrove,FJ103,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Saqani,FJ10304,,,,Cakaudrove,FJ103,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Tunuloa,FJ10305,,,,Cakaudrove,FJ103,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Vaturova,FJ10306,,,,Cakaudrove,FJ103,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Wailevu,FJ10307,,,,Cakaudrove,FJ103,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Wainikeli,FJ10308,,,,Cakaudrove,FJ103,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Cikobia,FJ10701,,,,Macuata,FJ107,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Dogotoki,FJ10702,,,,Macuata,FJ107,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Labasa,FJ10703,,,,Macuata,FJ107,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Macuata,FJ10704,,,,Macuata,FJ107,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Sasa,FJ10705,,,,Macuata,FJ107,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Ba,FJ20101,,,,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Magodro,FJ20102,,,,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nadi,FJ20103,,,,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Naviti,FJ20104,,,,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nawaka,FJ20105,,,,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Tavua,FJ20106,,,,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Vuda,FJ20107,,,,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Yasawa,FJ20108,,,,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Baravi,FJ20801,,,,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Cuvu,FJ20802,,,,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Malolo,FJ20803,,,,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Malomalo,FJ20804,,,,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nasigatoka,FJ20805,,,,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Navosa,FJ20806,,,,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Ruwailevu,FJ20807,,,,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Vatulele,FJ20808,,,,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nakorotubu,FJ21101,,,,Ra,FJ211,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nalawa,FJ21102,,,,Ra,FJ211,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Rakiraki,FJ21103,,,,Ra,FJ211,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Saivou,FJ21104,,,,Ra,FJ211,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nabukelevu,FJ30401,,,,Kadavu,FJ304,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Naceva,FJ30402,,,,Kadavu,FJ304,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nakasaleka,FJ30403,,,,Kadavu,FJ304,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Tavuki,FJ30404,,,,Kadavu,FJ304,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Cicia,FJ30501,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Kabara,FJ30502,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Lakeba,FJ30503,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Lomaloma,FJ30504,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Matuku,FJ30505,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Moala,FJ30506,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Moce,FJ30507,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Mualevu,FJ30508,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nayau,FJ30509,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Oneata,FJ30510,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Ono,FJ30511,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
LauOther,FJ30512,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Totoya,FJ30513,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Vulaga,FJ30514,,,,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Batiki,FJ30601,,,,Lomaiviti,FJ306,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Gau,FJ30602,,,,Lomaiviti,FJ306,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Koro,FJ30603,,,,Lomaiviti,FJ306,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nairai,FJ30604,,,,Lomaiviti,FJ306,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
LomaiOther,FJ30605,,,,Lomaiviti,FJ306,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Ovalau,FJ30606,,,,Lomaiviti,FJ306,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Itumuta,FJ31501,,,,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Itutiu,FJ31502,,,,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Juju,FJ31503,,,,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Malhaha,FJ31504,,,,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Noatau,FJ31505,,,,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Oinafa,FJ31506,,,,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Pepjei,FJ31507,,,,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Lomaivuna,FJ40901,,,,Naitasiri,FJ409,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Matailobau,FJ40902,,,,Naitasiri,FJ409,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Naitasiri,FJ40903,,,,Naitasiri,FJ409,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Waimaro,FJ40904,,,,Naitasiri,FJ409,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Wainimala,FJ40905,,,,Naitasiri,FJ409,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Namosi,FJ41001,,,,Namosi,FJ410,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Veivatuloa,FJ41002,,,,Namosi,FJ410,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Wainikoroiluva,FJ41003,,,,Namosi,FJ410,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Beqa,FJ41201,,,,Rewa,FJ412,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Noco,FJ41202,,,,Rewa,FJ412,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Rewa,FJ41203,,,,Rewa,FJ412,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Suva,FJ41204,,,,Rewa,FJ412,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nuku,FJ41301,,,,Serua,FJ413,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Serua,FJ41302,,,,Serua,FJ413,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Bau,FJ41401,,,,Tailevu,FJ414,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nakelo,FJ41402,,,,Tailevu,FJ414,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
