admin2Name_fr,admin2Pcode,admin2RefName,admin2AltName1_fr,admin2AltName2_fr,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Bubanza,BI001001,Bubanza,Bubanza (Bubanza),,Bubanza,BI001,Burundi,BI,2017-11-07,2021-10-07,
Gihanga,BI001002,Gihanga,Gihanga (Bubanza),,Bubanza,BI001,Burundi,BI,2017-11-07,2021-10-07,
Mpanda,BI001003,Mpanda,Mpanda (Bubanza),,Bubanza,BI001,Burundi,BI,2017-11-07,2021-10-07,
Musigati,BI001004,Musigati,Musigati (Bubanza),,Bubanza,BI001,Burundi,BI,2017-11-07,2021-10-07,
Rugazi,BI001005,Rugazi,Rugazi (Bubanza),,Bubanza,BI001,Burundi,BI,2017-11-07,2021-10-07,
Isale,BI002002,Isale,Isale (Bujumbura Rural),,Bujumbura Rural,BI002,Burundi,BI,2017-11-07,2021-10-07,
Kabezi,BI002003,Kabezi,Kabezi (Bujumbura Rural),,Bujumbura Rural,BI002,Burundi,BI,2017-11-07,2021-10-07,
Kanyosha1,BI002004,Kanyosha1,Kanyosha1 (Bujumbura Rural),,Bujumbura Rural,BI002,Burundi,BI,2017-11-07,2021-10-07,
Mubimbi,BI002005,Mubimbi,Mubimbi (Bujumbura Rural),,Bujumbura Rural,BI002,Burundi,BI,2017-11-07,2021-10-07,
Mugongomanga,BI002006,Mugongomanga,Mugongomanga (Bujumbura Rural),,Bujumbura Rural,BI002,Burundi,BI,2017-11-07,2021-10-07,
Mukike,BI002008,Mukike,Mukike (Bujumbura Rural),,Bujumbura Rural,BI002,Burundi,BI,2017-11-07,2021-10-07,
Mutambu,BI002009,Mutambu,Mutambu (Bujumbura Rural),,Bujumbura Rural,BI002,Burundi,BI,2017-11-07,2021-10-07,
Mutimbuzi,BI002010,Mutimbuzi,Mutimbuzi (Bujumbura Rural),,Bujumbura Rural,BI002,Burundi,BI,2017-11-07,2021-10-07,
Nyabiraba,BI002012,Nyabiraba,Nyabiraba (Bujumbura Rural),,Bujumbura Rural,BI002,Burundi,BI,2017-11-07,2021-10-07,
Bururi,BI003002,Bururi,Bururi (Bururi),,Bururi,BI003,Burundi,BI,2017-11-07,2021-10-07,
Matana,BI003004,Matana,Matana (Bururi),,Bururi,BI003,Burundi,BI,2017-11-07,2021-10-07,
Mugamba,BI003005,Mugamba,Mugamba (Bururi),,Bururi,BI003,Burundi,BI,2017-11-07,2021-10-07,
Rutovu,BI003007,Rutovu,Rutovu (Bururi),,Bururi,BI003,Burundi,BI,2017-11-07,2021-10-07,
Songa,BI003008,Songa,Songa (Bururi),,Bururi,BI003,Burundi,BI,2017-11-07,2021-10-07,
Vyanda,BI003009,Vyanda,Vyanda (Bururi),,Bururi,BI003,Burundi,BI,2017-11-07,2021-10-07,
Cankuzo,BI004001,Cankuzo,Cankuzo (Cankuzo),,Cankuzo,BI004,Burundi,BI,2017-11-07,2021-10-07,
Cendajuru,BI004002,Cendajuru,Cendajuru (Cankuzo),,Cankuzo,BI004,Burundi,BI,2017-11-07,2021-10-07,
Gisagara,BI004003,Gisagara,Gisagara (Cankuzo),,Cankuzo,BI004,Burundi,BI,2017-11-07,2021-10-07,
Kigamba,BI004004,Kigamba,Kigamba (Cankuzo),,Cankuzo,BI004,Burundi,BI,2017-11-07,2021-10-07,
Mishiha,BI004005,Mishiha,Mishiha (Cankuzo),,Cankuzo,BI004,Burundi,BI,2017-11-07,2021-10-07,
Buganda,BI005001,Buganda,Buganda (Cibitoke),,Cibitoke,BI005,Burundi,BI,2017-11-07,2021-10-07,
Bukinanyana,BI005002,Bukinanyana,Bukinanyana (Cibitoke),,Cibitoke,BI005,Burundi,BI,2017-11-07,2021-10-07,
Mabayi,BI005003,Mabayi,Mabayi (Cibitoke),,Cibitoke,BI005,Burundi,BI,2017-11-07,2021-10-07,
Mugina,BI005004,Mugina,Mugina (Cibitoke),,Cibitoke,BI005,Burundi,BI,2017-11-07,2021-10-07,
Murwi,BI005005,Murwi,Murwi (Cibitoke),,Cibitoke,BI005,Burundi,BI,2017-11-07,2021-10-07,
Rugombo,BI005006,Rugombo,Rugombo (Cibitoke),,Cibitoke,BI005,Burundi,BI,2017-11-07,2021-10-07,
Bugendana,BI006001,Bugendana,Bugendana (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
Bukirasazi,BI006002,Bukirasazi,Bukirasazi (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
Buraza,BI006003,Buraza,Buraza (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
Giheta,BI006004,Giheta,Giheta (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
Gishubi,BI006005,Gishubi,Gishubi (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
Gitega,BI006006,Gitega,Gitega (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
Itaba,BI006007,Itaba,Itaba (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
Makebuko,BI006008,Makebuko,Makebuko (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
Mutaho,BI006009,Mutaho,Mutaho (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
Ryansoro,BI006010,Ryansoro,Ryansoro (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
Nyanrusange,BI006011,Nyanrusange,Nyanrusange (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
Bugenyuzi,BI007001,Bugenyuzi,Bugenyuzi (Karuzi),,Karuzi,BI007,Burundi,BI,2017-11-07,2021-10-07,
Buhiga,BI007002,Buhiga,Buhiga (Karuzi),,Karuzi,BI007,Burundi,BI,2017-11-07,2021-10-07,
