admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_fr,admin3AltName2_fr,admin2Name_fr,admin2Pcode,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Séro Siamanou,ML010325,Sero Siamanou,,,Kayes,ML0103,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Somankidy,ML010326,,,,Kayes,ML0103,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Sony,ML010327,,,,Kayes,ML0103,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Tafacirga,ML010328,,,,Kayes,ML0103,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Baye,ML010401,,,,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Dabia,ML010402,,,,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Dialafara,ML010403,,,,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Dombia,ML010404,,,,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Faléa,ML010405,Falea,,,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Faraba,ML010406,,,,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Guenegoré,ML010407,Guenegore,,,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kassama,ML010408,,,,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kéniéba,ML010409,Kenieba,,,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kouroukoto,ML010410,,,,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Sagalo,ML010411,,,,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Sitakily,ML010412,,,,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Badia,ML010501,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Bendougouba,ML010502,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Benkadi Founia,ML010503,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Boudofo,ML010504,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Bougarybaya,ML010505,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Dindanko,ML010506,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Djidian,ML010507,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Djougoun,ML010508,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Gadougou I,ML010509,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Gadougou II,ML010510,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Guémoukouraba,ML010511,Guemoukouraba,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kassaro,ML010512,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kita,ML010513,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kita Nord,ML010514,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kita Ouest,ML010515,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kobri,ML010516,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kokofata,ML010517,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kotouba,ML010518,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Koulou,ML010519,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kourounikoto,ML010520,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Madina,ML010521,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Makano,ML010522,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Namala Guimba,ML010523,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Niantanso,ML010524,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Saboula,ML010525,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Sébékoro,ML010526,Sebekoro,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Séféto Nord,ML010527,Sefeto Nord,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Séféto Ouest,ML010528,Sefeto Ouest,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Senko,ML010529,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Sirakoro,ML010530,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Souransan Tomoto,ML010531,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Tambaga,ML010532,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Toukoto,ML010533,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Baniéré Koré,ML010601,Baniere Kore,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Diabigué,ML010602,Diabigue,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Diarra,ML010603,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Diaye Coura,ML010604,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Gavinané,ML010605,Gavinane,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Gogui,ML010606,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Guétéma,ML010607,Guetema,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kadiaba Kadiel,ML010608,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Koréra Koré,ML010609,Korera Kore,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Nioro,ML010610,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Nioro Tougouné Rangaba,ML010611,Nioro Tougoune Rangaba,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Sandaré,ML010612,Sandare,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Simbi,ML010613,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Troungoumbé,ML010614,Troungoumbe,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Yéréré,ML010615,Yerere,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Youri,ML010616,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Diafounou Diongaga,ML010701,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Diafounou Gory,ML010702,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Fanga,ML010703,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Gory,ML010704,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Guidime,ML010705,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kirané Kaniaga,ML010706,Kirane Kaniaga,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Konsiga,ML010707,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Kremis,ML010708,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Marekaffo,ML010709,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Soumpou,ML010710,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Toya,ML010711,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Tringa,ML010712,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2013-05-31,2019-08-02,
Banamba,ML020101,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Ben Kadi,ML020102,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Boron,ML020103,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Duguwolowula,ML020104,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Kiban,ML020105,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Madina Sacko,ML020106,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Sebete,ML020107,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Toubacoro,ML020108,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Toukoroba,ML020109,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Banco,ML020201,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Benkadi,ML020202,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Binko,ML020203,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Dégnékoro,ML020204,Degnekoro,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Dièbè,ML020205,Diebe,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Diedougou,ML020206,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Diouman,ML020207,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Dolendougou,ML020208,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Guégnéka,ML020209,Guegneka,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Jékafo,ML020210,Jekafo,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Kaladougou,ML020211,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Kémékafo,ML020212,Kemekafo,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Kerela,ML020213,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Kilidougou,ML020214,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Massigui,ML020215,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Nangola,ML020216,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
N'dlondougou,ML020217,Ndlondougou,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
N'garadougou,ML020218,Ngaradougou,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
N'golobougou,ML020219,Ngolobougou,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Niantjila,ML020220,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Ténindougou,ML020221,Tenindougou,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Wacoro,ML020222,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Zan Coulibaly,ML020223,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Balan Bakama,ML020301,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Benkadi,ML020302,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Kaniogo,ML020303,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Karan,ML020304,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Maramandougou,ML020305,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Minidian,ML020306,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Narena,ML020307,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Nouga,ML020308,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Séléfougou,ML020309,Selefougou,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Baguinéda Camp,ML020401,Baguineda Camp,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Bancoumana,ML020402,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Bossofala,ML020403,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Bougoula,ML020404,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Daban,ML020405,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Diago,ML020406,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Dialakoroba,ML020407,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Dialakorodji,ML020408,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Diébougou,ML020409,Diebougou,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Dio Gare,ML020410,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Dogodouman,ML020411,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Dombila,ML020412,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Doubabougou,ML020413,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Faraba,ML020414,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Kalabancoro,ML020415,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Kalifabougou,ML020416,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Kambila,ML020417,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Kati,ML020418,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Kourouba,ML020419,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Mandé,ML020420,Mande,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Moribabougou,ML020421,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Mountougoula,ML020422,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
N'gabacoro Droit,ML020423,Ngabacoro Droit,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
N'gouraba,ML020424,Ngouraba,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Niagadina,ML020425,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Nioumakana,ML020426,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
N'tjiba,ML020427,Ntjiba,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Ouélessébougou,ML020428,Ouelessebougou,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Safo,ML020429,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Sanankoro Djitoumou,ML020430,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Sanankoroba,ML020431,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Sangarébougou,ML020432,Sangarebougou,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Siby,ML020433,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Sobra,ML020434,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Tiakadougou Dialakoro,ML020435,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Tiélé,ML020436,Tiele,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Yélékedougou,ML020437,Yelekedougou,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Didiéni,ML020501,Didieni,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Guihoyo,ML020502,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Kolokani,ML020503,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Massantola,ML020504,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Nonkon,ML020505,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Nossombougou,ML020506,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Ouolodo,ML020507,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Sagabala,ML020508,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Sébécoro I,ML020509,Sebecoro I,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Tioribougou,ML020510,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Dinandougou,ML020601,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Doumba,ML020602,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Koula,ML020603,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Koulikoro,ML020604,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Méguétan,ML020605,Meguetan,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Nyamina,ML020606,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Sirakorola,ML020607,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Tienfala,ML020608,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Tougouni,ML020609,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Allahina,ML020701,,,,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
Dabo,ML020702,,,,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2013-05-31,2019-08-02,
