admin3Name_es,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin2Name_es,admin2Pcode,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
Quilicura,CL13125,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Quinta Normal,CL13126,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Recoleta,CL13127,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Renca,CL13128,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
San Joaquín,CL13129,San Joaquin,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
San Miguel,CL13130,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
San Ramón,CL13131,San Ramon,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Vitacura,CL13132,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Puente Alto,CL13201,,,,Cordillera,CL132,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Pirque,CL13202,,,,Cordillera,CL132,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
San José de Maipo,CL13203,San Jose de Maipo,,,Cordillera,CL132,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Colina,CL13301,,,,Chacabuco,CL133,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Lampa,CL13302,,,,Chacabuco,CL133,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Tiltil,CL13303,,,,Chacabuco,CL133,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
San Bernardo,CL13401,,,,Maipo,CL134,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Buin,CL13402,,,,Maipo,CL134,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Calera de Tango,CL13403,,,,Maipo,CL134,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Paine,CL13404,,,,Maipo,CL134,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Melipilla,CL13501,,,,Melipilla,CL135,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Alhué,CL13502,Alhue,,,Melipilla,CL135,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Curacaví,CL13503,Curacavi,,,Melipilla,CL135,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
María Pinto,CL13504,Maria Pinto,,,Melipilla,CL135,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
San Pedro,CL13505,,,,Melipilla,CL135,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Talagante,CL13601,,,,Talagante,CL136,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
El Monte,CL13602,,,,Talagante,CL136,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Isla de Maipo,CL13603,,,,Talagante,CL136,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Padre Hurtado,CL13604,,,,Talagante,CL136,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Peñaflor,CL13605,Penaflor,,,Talagante,CL136,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Valdivia,CL14101,Valdivia,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Corral,CL14102,,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Lanco,CL14103,,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Los Lagos,CL14104,,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Máfil,CL14105,Mafil,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Mariquina,CL14106,,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Paillaco,CL14107,,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Panguipulli,CL14108,,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
La Unión,CL14201,La Union,,,Ranco,CL142,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Futrono,CL14202,,,,Ranco,CL142,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Lago Ranco,CL14203,,,,Ranco,CL142,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Río Bueno,CL14204,Rio Bueno,,,Ranco,CL142,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Arica,CL15101,,,,Arica,CL151,Región de Arica y Parinacota,CL15,Chile,CL,2021-08-03,2021-11-13,
Camarones,CL15102,,,,Arica,CL151,Región de Arica y Parinacota,CL15,Chile,CL,2021-08-03,2021-11-13,
Putre,CL15201,,,,Parinacota,CL152,Región de Arica y Parinacota,CL15,Chile,CL,2021-08-03,2021-11-13,
General Lagos,CL15202,,,,Parinacota,CL152,Región de Arica y Parinacota,CL15,Chile,CL,2021-08-03,2021-11-13,
Chillán,CL16101,Chillan,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Bulnes,CL16102,,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Chillán Viejo,CL16103,Chillan Viejo,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
El Carmen,CL16104,,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Pemuco,CL16105,,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Pinto,CL16106,,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Quillón,CL16107,Quillon,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
San Ignacio,CL16108,,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Yungay,CL16109,,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Quirihue,CL16201,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Cobquecura,CL16202,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Coelemu,CL16203,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Ninhue,CL16204,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Portezuelo,CL16205,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Ranquil,CL16206,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Treguaco,CL16207,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
San Carlos,CL16301,,,,Punilla,CL163,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Coihueco,CL16302,,,,Punilla,CL163,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Ñiquén,CL16303,Niquen,,,Punilla,CL163,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
San Fabián,CL16304,San Fabian,,,Punilla,CL163,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
San Nicolás,CL16305,San Nicolas,,,Punilla,CL163,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
