admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_fr,admin3AltName2_fr,admin2Name_fr,admin2Pcode,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Mbaéré,CF2321,Mbaere,,,Bambio,CF232,Sangha-Mbaéré,CF23,République centrafricaine,CF,2014-08-02,2020-12-01,
Yobé-Sangha,CF2331,Yobe-Sangha,,,Bayanga,CF233,Sangha-Mbaéré,CF23,République centrafricaine,CF,2014-08-02,2020-12-01,
Bozoum,CF3111,Bozoum,,,Bozoum,CF311,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Dan-Gbabiri,CF3112,Dan-Gbabiri,,,Bozoum,CF311,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Birvan-Bolé,CF3113,Birvan-Bole,,,Bozoum,CF311,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Kouazo,CF3114,Kouazo,,,Bozoum,CF311,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Danayéré,CF3115,Danayere,,,Bozoum,CF311,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Bocaranga,CF3121,Bocaranga,,,Bocaranga,CF312,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Loura,CF3122,Loura,,,Bocaranga,CF312,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Péndé,CF3123,Pende,,,Bocaranga,CF312,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Koui,CF3131,Koui,,,Koui,CF313,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Paoua,CF3141,Paoua,,,Paoua,CF314,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Mom,CF3142,Mom,,,Paoua,CF314,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Bah-Bessar,CF3143,Bah-Bessar,,,Paoua,CF314,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Mia-Péndé,CF3144,Mia-Pende,,,Paoua,CF314,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Nana-Barya,CF3145,Nana-Barya,,,Paoua,CF314,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Malé,CF3146,Male,,,Paoua,CF314,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Bimbi,CF3147,Bimbi,,,Paoua,CF314,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Banh,CF3148,Banh,,,Paoua,CF314,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Dilouki,CF3151,Dilouki,,,Ngaoundaye,CF315,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Lim,CF3152,Lim,,,Ngaoundaye,CF315,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Kodi,CF3153,Kodi,,,Ngaoundaye,CF315,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Yémé,CF3154,Yeme,,,Ngaoundaye,CF315,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Mbili,CF3155,Mbili,,,Ngaoundaye,CF315,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Binon,CF3161,Binon,,,Bossemtélé,CF316,Ouham Pendé,CF31,République centrafricaine,CF,2014-08-02,2020-12-01,
Bossangoa,CF3211,Bossangoa,,,Bossangoa,CF321,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Soumbé,CF3212,Soumbe,,,Bossangoa,CF321,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Koro-M'poko,CF3213,Koro-Mpoko,,,Bossangoa,CF321,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Ben Zambé,CF3214,Ben Zambe,,,Bossangoa,CF321,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Ouham Bac,CF3215,Ouham Bac,,,Bossangoa,CF321,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Ndoro Mboli,CF3216,Ndoro Mboli,,,Bossangoa,CF321,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Nana-Bakassa,CF3221,Nana-Bakassa,,,Nana-Bakassa,CF322,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Nana Markounda,CF3231,Nana Markounda,,,Markounda,CF323,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Nangha Boguila,CF3241,Nangha Boguila,,,Nangha Boguila,CF324,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Bouca Bobo,CF3251,Bouca Bobo,,,Bouca,CF325,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Lady Gbawi,CF3252,Lady Gbawi,,,Bouca,CF325,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Ouham Fafa,CF3253,Ouham Fafa,,,Bouca,CF325,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Fafa Boungou,CF3254,Fafa Boungou,,,Bouca,CF325,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Batangafo,CF3261,Batangafo,,,Batangafo,CF326,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Bédé,CF3262,Bede,,,Batangafo,CF326,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Hama,CF3263,Hama,,,Batangafo,CF326,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Ouassi,CF3264,Ouassi,,,Batangafo,CF326,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Bakassa,CF3265,Bakassa,,,Batangafo,CF326,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Sido,CF3271,Sido,,,Kabo,CF327,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Ouaki,CF3272,Ouaki,,,Kabo,CF327,Ouham,CF32,République centrafricaine,CF,2014-08-02,2020-12-01,
Sibut,CF4111,Sibut,,,Sibut,CF411,Kémo,CF41,République centrafricaine,CF,2014-08-02,2020-12-01,
Ngoumbele,CF4112,Ngoumbele,,,Sibut,CF411,Kémo,CF41,République centrafricaine,CF,2014-08-02,2020-12-01,
Dekoa,CF4121,Dekoa,,,Dékoa,CF412,Kémo,CF41,République centrafricaine,CF,2014-08-02,2020-12-01,
Tilo,CF4122,Tilo,,,Dékoa,CF412,Kémo,CF41,République centrafricaine,CF,2014-08-02,2020-12-01,
Guiffa,CF4123,Guiffa,,,Dékoa,CF412,Kémo,CF41,République centrafricaine,CF,2014-08-02,2020-12-01,
Mala,CF4131,Mala,,,Mala,CF413,Kémo,CF41,République centrafricaine,CF,2014-08-02,2020-12-01,
Galafondo,CF4141,Galafondo,,,Ndjoukou,CF414,Kémo,CF41,République centrafricaine,CF,2014-08-02,2020-12-01,
Galabadja,CF4142,Galabadja,,,Ndjoukou,CF414,Kémo,CF41,République centrafricaine,CF,2014-08-02,2020-12-01,
Kaga-Bandoro,CF4211,Kaga-Bandoro,,,Kaga-Bandoro,CF421,Nana-Gribizi,CF42,République centrafricaine,CF,2014-08-02,2020-12-01,
Botto,CF4212,Botto,,,Kaga-Bandoro,CF421,Nana-Gribizi,CF42,République centrafricaine,CF,2014-08-02,2020-12-01,
Nana-Outa,CF4213,Nana-Outa,,,Kaga-Bandoro,CF421,Nana-Gribizi,CF42,République centrafricaine,CF,2014-08-02,2020-12-01,
Grivaï-Pamia,CF4214,Grivai-Pamia,,,Kaga-Bandoro,CF421,Nana-Gribizi,CF42,République centrafricaine,CF,2014-08-02,2020-12-01,
Ndenga,CF4215,Ndenga,,,Kaga-Bandoro,CF421,Nana-Gribizi,CF42,République centrafricaine,CF,2014-08-02,2020-12-01,
Mbrés,CF4221,Mbres,,,Mbrès,CF422,Nana-Gribizi,CF42,République centrafricaine,CF,2014-08-02,2020-12-01,
Bambari,CF4311,Bambari,,,Bambari,CF431,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Danga-Gboudou,CF4312,Danga-Gboudou,,,Bambari,CF431,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Ngougbia,CF4313,Ngougbia,,,Bambari,CF431,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Pladama-Ouaka,CF4314,Pladama-Ouaka,,,Bambari,CF431,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Haute Baïdou,CF4315,Haute Baidou,,,Bambari,CF431,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Koudou-Bégo,CF4321,Koudou-Bego,,,Bakala,CF432,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Grimari,CF4331,Grimari,,,Grimari,CF433,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Kobadja,CF4332,Kobadja,,,Grimari,CF433,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Lissa,CF4333,Lissa,,,Grimari,CF433,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Pouyamba,CF4334,Pouyamba,,,Grimari,CF433,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Kouango,CF4341,Kouango,,,Kouango,CF434,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Azéngué-Mindou,CF4342,Azengue-Mindou,,,Kouango,CF434,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Cochio-Toulou,CF4343,Cochio-Toulou,,,Kouango,CF434,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Ippy,CF4351,Ippy,,,Ippy,CF435,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Yéngou,CF4352,Yengou,,,Ippy,CF435,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Baïdou-Ngoumbourou,CF4353,Baidou-Ngoumbourou,,,Ippy,CF435,Ouaka,CF43,République centrafricaine,CF,2014-08-02,2020-12-01,
Dar El Kouti,CF5111,Dar El Kouti,,,Ndélé,CF511,Bamingui-Bangoran,CF51,République centrafricaine,CF,2014-08-02,2020-12-01,
Mbolo-Pata,CF5112,Mbolo-Pata,,,Ndélé,CF511,Bamingui-Bangoran,CF51,République centrafricaine,CF,2014-08-02,2020-12-01,
Vassako,CF5121,Vassako,,,Bamingui,CF512,Bamingui-Bangoran,CF51,République centrafricaine,CF,2014-08-02,2020-12-01,
Samba-Boungou,CF5211,Samba-Boungou,,,Bria,CF521,Haute-Kotto,CF52,République centrafricaine,CF,2014-08-02,2020-12-01,
Daba Nydou,CF5212,Daba Nydou,,,Bria,CF521,Haute-Kotto,CF52,République centrafricaine,CF,2014-08-02,2020-12-01,
Daho-Mboutou,CF5213,Daho-Mboutou,,,Bria,CF521,Haute-Kotto,CF52,République centrafricaine,CF,2014-08-02,2020-12-01,
Ouadda,CF5221,Ouadda,,,Ouadda,CF522,Haute-Kotto,CF52,République centrafricaine,CF,2014-08-02,2020-12-01,
Ouandja Kotto,CF5222,Ouandja Kotto,,,Ouadda,CF522,Haute-Kotto,CF52,République centrafricaine,CF,2014-08-02,2020-12-01,
Yalinga,CF5231,Yalinga,,,Yalinga,CF523,Haute-Kotto,CF52,République centrafricaine,CF,2014-08-02,2020-12-01,
Ridina,CF5311,Ridina,,,Birao,CF531,Vakaga,CF53,République centrafricaine,CF,2014-08-02,2020-12-01,
Ouandja,CF5312,Ouandja,,,Birao,CF531,Vakaga,CF53,République centrafricaine,CF,2014-08-02,2020-12-01,
Vokouma,CF5321,Vokouma,,,Ouanda-Djallé,CF532,Vakaga,CF53,République centrafricaine,CF,2014-08-02,2020-12-01,
Mobaye,CF6111,Mobaye,,,Mobaye,CF611,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Mbéima,CF6112,Mbeima,,,Mobaye,CF611,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Alindao,CF6121,Alindao,,,Alindao,CF612,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Guiligui,CF6122,Guiligui,,,Alindao,CF612,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Bangui-Ketté,CF6123,Bangui-Kette,,,Alindao,CF612,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Bakou,CF6124,Bakou,,,Alindao,CF612,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Yambélé-Ewou,CF6125,Yambeie-Ewou,,,Alindao,CF612,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Kembé,CF6131,Kembe,,,Kembé,CF613,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Mboui,CF6132,Mboui,,,Kembé,CF613,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Siriki,CF6141,Siriki,,,Mingala,CF614,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Kotto,CF6142,Kotto,,,Mingala,CF614,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Séliba,CF6143,Seliba,,,Mingala,CF614,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Ouambé,CF6151,Ouambe,,,Zangba,CF615,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Yabongo,CF6152,Yabongo,,,Zangba,CF615,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Kotto-Oubangui,CF6161,Kotto-Oubangui,,,Satéma,CF616,Basse-Kotto,CF61,République centrafricaine,CF,2014-08-02,2020-12-01,
Bangassou,CF6211,Bangassou,,,Bangassou,CF621,Mbomou,CF62,République centrafricaine,CF,2014-08-02,2020-12-01,
Sayo Niakari,CF6212,Sayo Niakari,,,Bangassou,CF621,Mbomou,CF62,République centrafricaine,CF,2014-08-02,2020-12-01,
Voungba-Balifondo,CF6213,Voungba-Balifondo,,,Bangassou,CF621,Mbomou,CF62,République centrafricaine,CF,2014-08-02,2020-12-01,
Zangandou,CF6214,Zangandou,,,Bangassou,CF621,Mbomou,CF62,République centrafricaine,CF,2014-08-02,2020-12-01,
Ouango,CF6221,Ouango,,,Ouango,CF622,Mbomou,CF62,République centrafricaine,CF,2014-08-02,2020-12-01,
Ngbandinga,CF6222,Ngbandinga,,,Ouango,CF622,Mbomou,CF62,République centrafricaine,CF,2014-08-02,2020-12-01,
Gambo,CF6231,Gambo,,,Gambo,CF623,Mbomou,CF62,République centrafricaine,CF,2014-08-02,2020-12-01,
Ngandou,CF6232,Ngandou,,,Gambo,CF623,Mbomou,CF62,République centrafricaine,CF,2014-08-02,2020-12-01,
Rafai,CF6241,Rafai,,,Rafai,CF624,Mbomou,CF62,République centrafricaine,CF,2014-08-02,2020-12-01,
Bakouma,CF6251,Bakouma,,,Bakouma,CF625,Mbomou,CF62,République centrafricaine,CF,2014-08-02,2020-12-01,
Obo,CF6311,Obo,,,Obo,CF631,Haut-Mbomou,CF63,République centrafricaine,CF,2014-08-02,2020-12-01,
Mboki,CF6312,Mboki,,,Obo,CF631,Haut-Mbomou,CF63,République centrafricaine,CF,2014-08-02,2020-12-01,
Lili,CF6321,Lili,,,Bambouti,CF632,Haut-Mbomou,CF63,République centrafricaine,CF,2014-08-02,2020-12-01,
Zémio,CF6331,Zemio,,,Zémio,CF633,Haut-Mbomou,CF63,République centrafricaine,CF,2014-08-02,2020-12-01,
Djéma,CF6341,Djema,,,Djéma,CF634,Haut-Mbomou,CF63,République centrafricaine,CF,2014-08-02,2020-12-01,
Arrondissement 1,CF7111,Arrondissement 1,,,Bangui,CF711,Bangui,CF71,République centrafricaine,CF,2014-08-02,2020-12-01,
Arrondissement 2,CF7112,Arrondissement 2,,,Bangui,CF711,Bangui,CF71,République centrafricaine,CF,2014-08-02,2020-12-01,
Arrondissement 3,CF7113,Arrondissement 3,,,Bangui,CF711,Bangui,CF71,République centrafricaine,CF,2014-08-02,2020-12-01,
Arrondissement 4,CF7114,Arrondissement 4,,,Bangui,CF711,Bangui,CF71,République centrafricaine,CF,2014-08-02,2020-12-01,
Arrondissement 5,CF7115,Arrondissement 5,,,Bangui,CF711,Bangui,CF71,République centrafricaine,CF,2014-08-02,2020-12-01,
Arrondissement 6,CF7116,Arrondissement 6,,,Bangui,CF711,Bangui,CF71,République centrafricaine,CF,2014-08-02,2020-12-01,
Arrondissement 7,CF7117,Arrondissement 7,,,Bangui,CF711,Bangui,CF71,République centrafricaine,CF,2014-08-02,2020-12-01,
Arrondissement 8,CF7118,Arrondissement 8,,,Bangui,CF711,Bangui,CF71,République centrafricaine,CF,2014-08-02,2020-12-01,
