admin0Name_en,admin0Name_ru,admin0Name_uz,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_ru,admin0AltName2_ru,admin0AltName1_uz,admin0AltName2_uz,date,validOn,validTo
Uzbekistan,Республика Узбекистан,O'zbekiston Respublikasi,UZ,,,,,,,,2018-07-12,2020-05-27,
