admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_fr,admin3AltName2_fr,admin2Name_fr,admin2Pcode,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
N'Gelbely,NE002004003,,,,Maine-Soroa,NE002004,Diffa,NE002,Niger,NE,2006-01-01,2021-09-29,
N'Gourti,NE002005001,,,,N'Gourti,NE002005,Diffa,NE002,Niger,NE,2006-01-01,2021-09-29,
Kablewa,NE002006001,,,,N'Guigmi,NE002006,Diffa,NE002,Niger,NE,2006-01-01,2021-09-29,
N'Guigmi,NE002006002,,,,N'Guigmi,NE002006,Diffa,NE002,Niger,NE,2006-01-01,2021-09-29,
Birni N'Gaoure,NE003001001,,,,Boboye,NE003001,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Fabidji,NE003001002,,,,Boboye,NE003001,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Fakara,NE003001003,,,,Boboye,NE003001,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Harikanassou,NE003001004,,,,Boboye,NE003001,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Kankandi,NE003001005,,,,Boboye,NE003001,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Kiota,NE003001006,,,,Boboye,NE003001,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Koygolo,NE003001007,,,,Boboye,NE003001,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
N'Gonga,NE003001008,,,,Boboye,NE003001,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Dioundiou,NE003002001,,,,Dioundiou,NE003002,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Karakara,NE003002002,,,,Dioundiou,NE003002,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Zabori,NE003002003,,,,Dioundiou,NE003002,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Dan - Kassari,NE003003001,,,,Dogondoutchi,NE003003,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Dogondoutchi,NE003003002,,,,Dogondoutchi,NE003003,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Dongonkiria,NE003003003,,,,Dogondoutchi,NE003003,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Kieche,NE003003004,,,,Dogondoutchi,NE003003,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Matankari,NE003003005,,,,Dogondoutchi,NE003003,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Soucoucoutane,NE003003006,,,,Dogondoutchi,NE003003,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Dosso,NE003004001,,,,Dosso,NE003004,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Farey,NE003004002,,,,Dosso,NE003004,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Garankedey,NE003004003,,,,Dosso,NE003004,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Golle,NE003004004,,,,Dosso,NE003004,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Goroubankassam,NE003004005,,,,Dosso,NE003004,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Karguibangou,NE003004006,,,,Dosso,NE003004,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Mokko,NE003004007,,,,Dosso,NE003004,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Sambera,NE003004008,,,,Dosso,NE003004,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Tessa,NE003004009,,,,Dosso,NE003004,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Tombokoirey I,NE003004010,,,,Dosso,NE003004,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Tombokoirey II,NE003004011,,,,Dosso,NE003004,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Falmeyfalmey Haoussa,NE003005001,,,,Falmey,NE003005,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Guilladjé,NE003005002,,,,Falmey,NE003005,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Bana,NE003006001,,,,Gaya,NE003006,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Bengou,NE003006002,,,,Gaya,NE003006,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Gaya,NE003006003,,,,Gaya,NE003006,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Tanda,NE003006004,,,,Gaya,NE003006,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Tounouga,NE003006005,,,,Gaya,NE003006,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Yelou,NE003006006,,,,Gaya,NE003006,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Falwel,NE003007001,,,,Loga,NE003007,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Loga,NE003007002,,,,Loga,NE003007,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Sokorbé,NE003007003,,,,Loga,NE003007,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Doumega,NE003008001,,,,Tibiri (Doutchi),NE003008,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Guecheme,NE003008002,,,,Tibiri (Doutchi),NE003008,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Kore Mairoua,NE003008003,,,,Tibiri (Doutchi),NE003008,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Tibiri (Doutchi),NE003008004,,,,Tibiri (Doutchi),NE003008,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
Aguie,NE004001001,,,,Aguie,NE004001,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Tchadoua,NE004001002,,,,Aguie,NE004001,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Bermo,NE004002001,,,,Bermo,NE004002,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Gadabedji,NE004002002,,,,Bermo,NE004002,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Adjekoria,NE004003001,,,,Dakoro,NE004003,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Azagor,NE004003002,,,,Dakoro,NE004003,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Bader Goula,NE004003003,,,,Dakoro,NE004003,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Birni Lalle,NE004003004,,,,Dakoro,NE004003,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Dakoro,NE004003005,,,,Dakoro,NE004003,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Dan Goulbi,NE004003006,,,,Dakoro,NE004003,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Korahane,NE004003007,,,,Dakoro,NE004003,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Kornaka,NE004003008,,,,Dakoro,NE004003,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Maiyara,NE004003009,,,,Dakoro,NE004003,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Roumbou I,NE004003010,,,,Dakoro,NE004003,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Sabon Machi,NE004003011,,,,Dakoro,NE004003,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Tagriss,NE004003012,,,,Dakoro,NE004003,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Gangara (Aguie) ,NE004004001,,,,Gazaoua,NE004004,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Gazaoua,NE004004002,,,,Gazaoua,NE004004,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Chadakori,NE004005001,,,,Guidan-Roumdji,NE004005,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Guidan-Roumdji,NE004005002,,,,Guidan-Roumdji,NE004005,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Guidan Sori,NE004005003,,,,Guidan-Roumdji,NE004005,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Sae Saboua,NE004005004,,,,Guidan-Roumdji,NE004005,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Tibiri (Maradi),NE004005005,,,,Guidan-Roumdji,NE004005,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Dan-Issa,NE004006001,,,,Madarounfa,NE004006,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Djiratawa,NE004006002,,,,Madarounfa,NE004006,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Gabi,NE004006003,,,,Madarounfa,NE004006,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Madarounfa,NE004006004,,,,Madarounfa,NE004006,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Safo,NE004006005,,,,Madarounfa,NE004006,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Sarkin Yamma,NE004006006,,,,Madarounfa,NE004006,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Maradi Arrondissement 1,NE004007001,,,,Ville De Maradi,NE004007,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Maradi Arrondissement 2,NE004007002,,,,Ville De Maradi,NE004007,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Maradi Arrondissement 3,NE004007003,,,,Ville De Maradi,NE004007,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Anttantane,NE004008001,,,,Mayahi,NE004008,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
El Allassane Maireyrey,NE004008002,,,,Mayahi,NE004008,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Guidan Amoumoune,NE004008003,,,,Mayahi,NE004008,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Issawane,NE004008004,,,,Mayahi,NE004008,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Kanan-Bakache,NE004008005,,,,Mayahi,NE004008,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Mayahi,NE004008006,,,,Mayahi,NE004008,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Sarkin Haoussa,NE004008007,,,,Mayahi,NE004008,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Tchake,NE004008008,,,,Mayahi,NE004008,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Baoudetta,NE004009001,,,,Tessaoua,NE004009,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Hawan Dawaki,NE004009002,,,,Tessaoua,NE004009,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Koona,NE004009003,,,,Tessaoua,NE004009,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Korgom,NE004009004,,,,Tessaoua,NE004009,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Maijirgui,NE004009005,,,,Tessaoua,NE004009,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Ourafane,NE004009006,,,,Tessaoua,NE004009,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Tessaoua,NE004009007,,,,Tessaoua,NE004009,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
Abalak,NE005001001,,,,Abalak,NE005001,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Akoubounou,NE005001002,,,,Abalak,NE005001,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Azeye,NE005001003,,,,Abalak,NE005001,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tabalak,NE005001004,,,,Abalak,NE005001,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tamaya,NE005001005,,,,Abalak,NE005001,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Bagaroua,NE005002001,,,,Bagaroua,NE005002,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Allela,NE005003001,,,,Birni N'Konni,NE005003,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Bagaza,NE005003002,,,,Birni N'Konni,NE005003,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Birni N'Konni,NE005003003,,,,Birni N'Konni,NE005003,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tsernaoua,NE005003004,,,,Birni N'Konni,NE005003,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Allakaye,NE005004001,,,,Bouza,NE005004,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Babankatami,NE005004002,,,,Bouza,NE005004,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Bouza,NE005004003,,,,Bouza,NE005004,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Deoule,NE005004004,,,,Bouza,NE005004,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Karofane,NE005004005,,,,Bouza,NE005004,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tabotaki,NE005004006,,,,Bouza,NE005004,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tama,NE005004007,,,,Bouza,NE005004,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Badaguichiri,NE005005001,,,,Illela,NE005005,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Illela,NE005005002,,,,Illela,NE005005,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tajae,NE005005003,,,,Illela,NE005005,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Garhanga,NE005006001,,,,Keita,NE005006,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Ibohamane,NE005006002,,,,Keita,NE005006,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Keita,NE005006003,,,,Keita,NE005006,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tamaske,NE005006004,,,,Keita,NE005006,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Azarori,NE005007001,,,,Madaoua,NE005007,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Bangui,NE005007002,,,,Madaoua,NE005007,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Galma Koudawatche,NE005007003,,,,Madaoua,NE005007,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Madaoua,NE005007004,,,,Madaoua,NE005007,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Ourno,NE005007005,,,,Madaoua,NE005007,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Sabon Guida,NE005007006,,,,Madaoua,NE005007,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Doguerawa,NE005008001,,,,Malbaza,NE005008,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Malbaza,NE005008002,,,,Malbaza,NE005008,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Affala,NE005009001,,,,Tahoua,NE005009,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Bambeye,NE005009002,,,,Tahoua,NE005009,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Barmou,NE005009003,,,,Tahoua,NE005009,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Kalfou,NE005009004,,,,Tahoua,NE005009,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Takanamat,NE005009005,,,,Tahoua,NE005009,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tebaram,NE005009006,,,,Tahoua,NE005009,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tassara,NE005010001,,,,Tassara,NE005010,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Kao,NE005011001,,,,Tchintabaraden,NE005011,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tchintabaraden,NE005011002,,,,Tchintabaraden,NE005011,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tillia,NE005012001,,,,Tillia,NE005012,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tahoua Arrondissement 1,NE005013001,,,,Ville De Tahoua,NE005013,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Tahoua Arrondissement 2,NE005013002,,,,Ville De Tahoua,NE005013,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
Abala,NE006001001,,,,Abala,NE006001,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Sanam,NE006001002,,,,Abala,NE006001,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Ayerou,NE006002001,,,,Ayerou,NE006002,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Inates,NE006002002,,,,Ayerou,NE006002,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Tagazar,NE006003001,,,,Balleyara,NE006003,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Banibangou,NE006004001,,,,Banibangou,NE006004,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Bankilare,NE006005001,,,,Bankilare,NE006005,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
FILINGUE,NE006006001,,,,Filingue,NE006006,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Imanan,NE006006002,,,,Filingue,NE006006,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Kourfeye Centre,NE006006003,,,,Filingue,NE006006,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Tondikandia,NE006006004,,,,Filingue,NE006006,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Dargol,NE006007001,,,,Gotheye,NE006007,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Gotheye,NE006007002,,,,Gotheye,NE006007,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Bitinkodji,NE006008001,,,,Kollo,NE006008,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Diantchandou,NE006008002,,,,Kollo,NE006008,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Hamdallaye,NE006008003,,,,Kollo,NE006008,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Karma,NE006008004,,,,Kollo,NE006008,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Kirtachi,NE006008005,,,,Kollo,NE006008,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Kollo,NE006008006,,,,Kollo,NE006008,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Koure,NE006008007,,,,Kollo,NE006008,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Libore,NE006008008,,,,Kollo,NE006008,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Namaro,NE006008009,,,,Kollo,NE006008,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
N'Dounga,NE006008010,,,,Kollo,NE006008,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Youri,NE006008011,,,,Kollo,NE006008,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Dingazi,NE006009001,,,,Ouallam,NE006009,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Ouallam,NE006009002,,,,Ouallam,NE006009,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Simiri,NE006009003,,,,Ouallam,NE006009,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Tondikiwindi,NE006009004,,,,Ouallam,NE006009,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Ouro Gueladjo,NE006010001,,,,Say,NE006010,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Say,NE006010002,,,,Say,NE006010,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Tamou,NE006010003,,,,Say,NE006010,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Diagourou,NE006011001,,,,Tera,NE006011,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Gourouol,NE006011002,,,,Tera,NE006011,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Kokorou,NE006011003,,,,Tera,NE006011,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Mehana,NE006011004,,,,Tera,NE006011,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Tera,NE006011005,,,,Tera,NE006011,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Anzourou,NE006012001,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Bibiyergou,NE006012002,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Dessa,NE006012003,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Kourteye,NE006012004,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Sakoira,NE006012005,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Sinder,NE006012006,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Tillaberi,NE006012007,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Makalondi,NE006013001,,,,Torodi,NE006013,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Torodi,NE006013002,,,,Torodi,NE006013,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
Tarka,NE007001001,,,,Belbedji,NE007001,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Albarkaram,NE007002001,,,,Damagaram Takaya,NE007002,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Damagaram Takaya,NE007002002,,,,Damagaram Takaya,NE007002,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Guidimouni,NE007002003,,,,Damagaram Takaya,NE007002,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Mazamni,NE007002004,,,,Damagaram Takaya,NE007002,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Moa,NE007002005,,,,Damagaram Takaya,NE007002,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Wame,NE007002006,,,,Damagaram Takaya,NE007002,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Dogo - Dogo,NE007003001,,,,Dungass,NE007003,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Dungass ,NE007003002,,,,Dungass,NE007003,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Gouchi,NE007003003,,,,Dungass,NE007003,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Malawa,NE007003004,,,,Dungass,NE007003,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Alakoss,NE007004001,,,,Goure,NE007004,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Boune,NE007004002,,,,Goure,NE007004,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Gamou,NE007004003,,,,Goure,NE007004,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Goure,NE007004004,,,,Goure,NE007004,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Guidiguir,NE007004005,,,,Goure,NE007004,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Kelle,NE007004006,,,,Goure,NE007004,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Dan Barto,NE007005001,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Daouche,NE007005002,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Doungou,NE007005003,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Ichirnawa,NE007005004,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Kantche,NE007005005,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Kourni,NE007005006,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Matamey,NE007005007,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Tsaouni,NE007005008,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Yaouri,NE007005009,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Bande,NE007006001,,,,Magaria,NE007006,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Dantchiao,NE007006002,,,,Magaria,NE007006,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Kwaya,NE007006003,,,,Magaria,NE007006,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Magaria,NE007006004,,,,Magaria,NE007006,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
Sassoumbroum,NE007006005,,,,Magaria,NE007006,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
