admin0Name_en,admin0Name_ar,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_ar,admin0AltName2_ar,date,validOn,validTo
Lebanon,لبنان,LB,Lebanon,,,,,2017-06-20,2021-09-28,
