admin4Name_en,admin4Pcode,admin4RefName,admin4AltName1_en,admin4AltName2_en,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Kanoni,UG41160104,,,,Kazo,UG411601,Kazo,UG4116,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kanoni Town Council,UG10050102,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kanungu Town Council,UG41140104,,,,Kinkizi,UG411401,Kanungu,UG4114,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kanyabwanga,UG41270103,,,,Ruhinda,UG412701,Mitooma,UG4127,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kanyantorogo,UG41140105,,,,Kinkizi,UG411401,Kanungu,UG4114,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kanyaryeru,UG41190101,,,,Nyabushozi,UG411901,Kiruhura,UG4119,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kanyegaramire,UG41240106,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kanyum,UG20490102,,,,Kumi,UG204901,Kumi,UG2049,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kapedo,UG30760114,,,,Dodoth,UG307601,Karenga,UG3076,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kapeeka,UG10220102,,,,Nakaseke,UG102201,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kapeke,UG10110104,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kapelebyong,UG20460103,,,,Kapelebyong,UG204601,Kapelebyong,UG2046,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kapelebyong Town Council,UG20460104,,,,Kapelebyong,UG204601,Kapelebyong,UG2046,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kapir,UG20580101,,,,Ngora,UG205801,Ngora,UG2058,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kaproron,UG20500104,,,,Kween,UG205001,Kween,UG2050,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kaproron Town Council,UG20500105,,,,Kween,UG205001,Kween,UG2050,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kapsinda,UG20450206,,,,Tingey,UG204502,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kaptanya,UG20450207,,,,Tingey,UG204502,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kaptererwo,UG20330107,,,,Kongasis,UG203301,Bukwo,UG2033,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kaptoyoy,UG20500106,,,,Kween,UG205001,Kween,UG2050,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kaptum,UG20500107,,,,Kween,UG205001,Kween,UG2050,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kapujan,UG20470201,,,,Toroma,UG204702,Katakwi,UG2047,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kapyanga,UG20300207,,,,Bukooli,UG203002,Bugiri,UG2030,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Karago Town Council,UG41100105,,,,Burahya,UG411001,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Karama,UG41170104,,,,Buyanja,UG411701,Kibaale,UG4117,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Karambi,UG41100106,,,,Burahya,UG411001,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Karambi,UG41150104,,,,Bukonjo,UG411501,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Karangura,UG41100107,,,,Burahya,UG411001,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Karenga Town Council,UG30760115,,,,Dodoth,UG307601,Karenga,UG3076,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Karita,UG30690103,,,,Pokot,UG306901,Amudat,UG3069,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Karugutu,UG41280105,,,,Ntoroko,UG412801,Ntoroko,UG4128,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Karugutu Town Council,UG41280106,,,,Ntoroko,UG412801,Ntoroko,UG4128,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Karujubu Division,UG41250302,,,,Masindi Municipality,UG412503,Masindi,UG4125,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Karungu,UG41010105,,,,Buhweju,UG410101,Buhweju,UG4101,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Karusandara,UG41150205,,,,Busongora,UG411502,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kasaali Town Council,UG10130105,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kasaana,UG41350103,,,,Sheema,UG413501,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kasagama,UG10160102,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kasambya,UG10200202,,,,Kasambya,UG102002,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kasambya,UG41120105,,,,Bugangaizi,UG411201,Kakumiro,UG4112,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kasambya Town Council,UG10200203,,,,Kasambya,UG102002,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kasangati Town Council,UG10260401,,,,Kyadondo,UG102604,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kasangombe,UG10220103,,,,Nakaseke,UG102201,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kasanje,UG10260105,,,,Busiro,UG102601,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kasasa,UG10130106,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kasasira,UG20480108,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kasawo,UG10210401,,,,Nakifuma,UG102104,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kasenda,UG41100108,,,,Burahya,UG411001,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kaserem,UG20450208,,,,Tingey,UG204502,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kashambya,UG41320103,,,,Rukiga,UG413201,Rukiga,UG4132,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kashare,UG41260106,,,,Kashari,UG412601,Mbarara,UG4126,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kashenshero,UG41270104,,,,Ruhinda,UG412701,Mitooma,UG4127,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kashenshero Town Council,UG41270105,,,,Ruhinda,UG412701,Mitooma,UG4127,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kashongi,UG41190102,,,,Nyabushozi,UG411901,Kiruhura,UG4119,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kashozi Division,UG41350203,,,,Sheema Municipality,UG413502,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kashumba,UG41080104,,,,Bukanga,UG410801,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kasilo Town Council,UG20600104,,,,Kasilo,UG206001,Serere,UG2060,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kasimbi,UG41170105,,,,Buyanja,UG411701,Kibaale,UG4117,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kasitu,UG41030106,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kasodo,UG20590208,,,,Pallisa,UG205902,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kasokwe,UG20430107,,,,Bulamogi,UG204301,Kaliro,UG2043,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kassanda,UG10090103,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kassanda Town Council,UG10090104,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kasule,UG41230104,,,,Kyaka,UG412301,Kyegegwa,UG4123,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Katabi  Town Council,UG10260106,,,,Busiro,UG102601,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Katakwi,UG20470101,,,,Katakwi,UG204701,Katakwi,UG2047,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Katakwi Town Council,UG20470102,,,,Katakwi,UG204701,Katakwi,UG2047,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Katanda,UG41310101,,,,Bunyaruguru,UG413101,Rubirizi,UG4131,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Katebwa,UG41040104,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Katenga,UG41270106,,,,Ruhinda,UG412701,Mitooma,UG4127,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Katerera,UG41310102,,,,Bunyaruguru,UG413101,Rubirizi,UG4131,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Katerera Town Council,UG41310103,,,,Bunyaruguru,UG413101,Rubirizi,UG4131,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kateta,UG20600202,,,,Serere,UG206002,Serere,UG2060,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Katete,UG41140106,,,,Kinkizi,UG411401,Kanungu,UG4114,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kathile,UG30750107,,,,Dodoth,UG307501,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kathile South,UG30750108,,,,Dodoth,UG307501,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Katiira,UG20280205,,,,Iki-Iki,UG202802,Budaka,UG2028,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Katikamu,UG10140203,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Katikara,UG41120106,,,,Bugangaizi,UG411201,Kakumiro,UG4112,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Katikekile,UG30860101,,,,Matheniko,UG308601,Moroto,UG3086,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Katine,UG20620105,,,,Soroti,UG206201,Soroti,UG2062,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Katooke,UG41240107,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Katooke Town Council,UG41240108,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Katrini,UG30720303,,,,Terego,UG307203,Arua,UG3072,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Katuna Town Council,UG41090205,,,,Ndorwa,UG410902,Kabale,UG4109,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Katunguru,UG41310104,,,,Bunyaruguru,UG413101,Rubirizi,UG4131,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Katwe-Butego Division,UG10170201,,,,Masaka Municipality,UG101702,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Katwe Kabatoro Town Council,UG41150206,,,,Busongora,UG411502,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kawalakol,UG30760116,,,,Dodoth,UG307601,Karenga,UG3076,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kawempe Division,UG10080102,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kawolo Division,UG10010301,,,,Lugazi Municipality,UG100103,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kawowo,UG20450209,,,,Tingey,UG204502,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kayonza,UG10100103,,,,Bbaale,UG101001,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kayonza,UG41140107,,,,Kinkizi,UG411401,Kanungu,UG4114,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kayonza,UG41290401,,,,Rushenyi,UG412904,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kayunga,UG10100203,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kayunga Town Council,UG10100204,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kazo,UG41160105,,,,Kazo,UG411601,Kazo,UG4116,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kazo Town Council,UG41160106,,,,Kazo,UG411601,Kazo,UG4116,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kebisoni,UG41330203,,,,Rubabo,UG413302,Rukungiri,UG4133,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kebisoni Town Council,UG41330204,,,,Rubabo,UG413302,Rukungiri,UG4133,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kei,UG30990104,,,,Aringa,UG309901,Yumbe,UG3099,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Keihangara,UG41070104,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kenshunga,UG41190103,,,,Nyabushozi,UG411901,Kiruhura,UG4119,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kerwa,UG30990105,,,,Aringa,UG309901,Yumbe,UG3099,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Khabutoola,UG20520112,,,,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kibaale,UG20570103,,,,Busiki,UG205701,Namutumba,UG2057,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kibaale Town Council,UG41170106,,,,Buyanja,UG411701,Kibaale,UG4117,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kibale,UG20590101,,,,Butebo,UG205901,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kibalinga,UG10200204,,,,Kasambya,UG102002,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kibanda,UG10240105,,,,Kooki,UG102401,Rakai,UG1024,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kibatsi,UG41290104,,,,Kajara,UG412901,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kibibi,UG10030105,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kibiga,UG10110105,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kibiito,UG41040105,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kibiito Town Council,UG41040106,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kibinge,UG10020104,,,,Bukomansimbi,UG100201,Bukomansimbi,UG1002,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kiboga Town Council,UG10110106,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kibuku,UG20480109,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kibuku Town Council,UG20480110,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kibuuku Town Council,UG41280107,,,,Ntoroko,UG412801,Ntoroko,UG4128,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kicheche,UG41220103,,,,Kitagwenda,UG412201,Kitagwenda,UG4122,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kichwamba,UG41310105,,,,Bunyaruguru,UG413101,Rubirizi,UG4131,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kicuzi,UG41070105,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kicwamba,UG41100109,,,,Burahya,UG411001,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kidera,UG20380105,,,,Budiope,UG203801,Buyende,UG2038,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kidetok Town Council,UG20600105,,,,Kasilo,UG206001,Serere,UG2060,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kidongole,UG20320104,,,,Bukedea,UG203201,Bukedea,UG2032,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kifamba,UG10240106,,,,Kooki,UG102401,Rakai,UG1024,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kigambo,UG41230105,,,,Kyaka,UG412301,Kyegegwa,UG4123,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kiganda,UG10090105,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kigandalo,UG20530108,,,,Bunya,UG205301,Mayuge,UG2053,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kigando,UG10200205,,,,Kasambya,UG102002,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kigaraale,UG41240109,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kigarama,UG41350104,,,,Sheema,UG413501,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kigorobya,UG41060103,,,,Bugahya,UG410601,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kigorobya Town Council,UG41060104,,,,Bugahya,UG410601,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kigulya Division,UG41250303,,,,Masindi Municipality,UG412503,Masindi,UG4125,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kigumba,UG41200102,,,,Kibanda,UG412001,Kiryandongo,UG4120,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kigumba Town Council,UG41200103,,,,Kibanda,UG412001,Kiryandongo,UG4120,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kigwera,UG41020105,,,,Buliisa,UG410201,Buliisa,UG4102,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kihihi,UG41140108,,,,Kinkizi,UG411401,Kanungu,UG4114,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kihiihi Town Council,UG41140109,,,,Kinkizi,UG411401,Kanungu,UG4114,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kihungya,UG41020106,,,,Buliisa,UG410201,Buliisa,UG4102,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kihuura,UG41240110,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kijangi,UG41120107,,,,Bugangaizi,UG411201,Kakumiro,UG4112,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kijomoro,UG30850101,,,,Maracha,UG308501,Maracha,UG3085,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kijongo,UG41070106,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kijura Town Council,UG41100110,,,,Burahya,UG411001,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kikaatsi,UG41190104,,,,Nyabushozi,UG411901,Kiruhura,UG4119,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kikagate,UG41080207,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kikamulo,UG10220104,,,,Nakaseke,UG102201,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kikandwa,UG10180304,,,,Mityana,UG101803,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kiko Town Council,UG41100111,,,,Burahya,UG411001,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kikuube Town Council,UG41180105,,,,Buhaguzi,UG411801,Kikuube,UG4118,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kikwaya,UG41120108,,,,Bugangaizi,UG411201,Kakumiro,UG4112,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kikyenkye,UG41070107,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kikyusa,UG10140104,,,,Bamunanika,UG101401,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kilembe,UG41150207,,,,Busongora,UG411502,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kimaanya-Kyabakuza Division,UG10170202,,,,Masaka Municipality,UG101702,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kimengo,UG41250201,,,,Buruuli,UG412502,Masindi,UG4125,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kimenyedde,UG10210402,,,,Nakifuma,UG102104,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kinaaba,UG41140110,,,,Kinkizi,UG411401,Kanungu,UG4114,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kinoni,UG10220105,,,,Nakaseke,UG102201,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kinoni,UG41190105,,,,Nyabushozi,UG411901,Kiruhura,UG4119,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kinoni Town Council,UG41340102,,,,Rwampara,UG413401,Rwampara,UG4134,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kinuuka,UG10160103,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kinyamasrke Town Council,UG41150105,,,,Bukonjo,UG411501,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kinyogoga,UG10220106,,,,Nakaseke,UG102201,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kira Division,UG10260302,,,,Kira Municipality,UG102603,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kirewa,UG20630302,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kirika,UG20480111,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kiriki,UG20500108,,,,Kween,UG205001,Kween,UG2050,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kirima,UG41140111,,,,Kinkizi,UG411401,Kanungu,UG4114,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kiringente,UG10190103,,,,Mawokota,UG101901,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kirugu,UG41310106,,,,Bunyaruguru,UG413101,Rubirizi,UG4131,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kiruhura Town Council,UG41190106,,,,Nyabushozi,UG411901,Kiruhura,UG4119,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kirumba,UG10130107,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kirumya,UG41030208,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kirundo,UG41210105,,,,Bufumbira,UG412101,Kisoro,UG4121,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kiryandongo,UG41200104,,,,Kibanda,UG412001,Kiryandongo,UG4120,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kiryandongo Town Council,UG41200105,,,,Kibanda,UG412001,Kiryandongo,UG4120,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kiryanga,UG41110106,,,,Buyaga,UG411101,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kisekka,UG10150101,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kisiita,UG41120109,,,,Bugangaizi,UG411201,Kakumiro,UG4112,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kisiita Town Council,UG41120110,,,,Bugangaizi,UG411201,Kakumiro,UG4112,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kisinda,UG20430108,,,,Bulamogi,UG204301,Kaliro,UG2043,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kisinga,UG41150106,,,,Bukonjo,UG411501,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kisinga Town Council,UG41150107,,,,Bukonjo,UG411501,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kisojo,UG41240111,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kisoko,UG20630303,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kisomoro,UG41040107,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kisozi,UG20440202,,,,Buzaaya,UG204402,Kamuli,UG2044,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kisubba,UG41030209,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kitagata,UG41350105,,,,Sheema,UG413501,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kitagata Town Council,UG41350106,,,,Sheema,UG413501,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kitaihuka,UG41120111,,,,Bugangaizi,UG411201,Kakumiro,UG4112,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kitanda,UG10020105,,,,Bukomansimbi,UG100201,Bukomansimbi,UG1002,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kitawoi,UG20500109,,,,Kween,UG205001,Kween,UG2050,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kitayunjwa,UG20440105,,,,Bugabula,UG204401,Kamuli,UG2044,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
