admin3Name_en,admin3Name_ru,admin3Name_ky,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ru,admin3AltName2_ru,admin3AltName1_ky,admin3AltName2_ky,admin2Name_en,admin2Name_ru,admin2Name_ky,admin2Pcode,admin1Name_en,admin1Name_ru,admin1Name_ky,admin1Pcode,admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,date,validOn,validTo,admin3Type_en,admin3Type_ru,admin3Type_ky
,,,KG06242000914,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06242000915,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06242000916,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06242000917,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06242000918,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06242000919,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06242000920,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Bel,Бельский,Бел,KG06242808000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Gyulstan,Гюльстанский,Гүлстан,KG06242811000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kara-Tash,Кара-Ташский,Кара-Таш,KG06242812000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kulatov,Кулатовский,Кулатов,KG06242813000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Djany-Nookat,Джаны-Ноокатский,Жаңы-Ноокат,KG06242814000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kenesh,Кенешский,Кеңеш,KG06242825000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kyrgyz-Ata,Кыргыз-Атинский,Кыргыз-Ата,KG06242829000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Toktomata Zulpueva,им. Токтомата Зулпуева,Токтомат Зулпуев атындагы,KG06242832000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Isanov,Исановский,Исанов,KG06242836000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kyzyl-Oktyabr′,Кызыл-Октябрьский,Кызыл-Октябрь,KG06242839000,Kyzyl-Oktyabr,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
On-Eki-Bel,Он Эки-Бельский,Он-Эки-Бел,KG06242845000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Teeles,Теелес,Төөлөс,KG06242850000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Yntymak,Ынтымакский,Ынтымак,KG06242862000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Nayman,Найманский,Найман,KG06242865000,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG06246000901,,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG06246000902,,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
Alaykuu,Алайкууский,Алайкуу,KG06246804000,,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kapchygay,Капчыгайский,Капчыгай,KG06246812000,,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Karaguz,Карагузский,Карагуз,KG06246816000,,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kara-Kochkor,Кара-Кочкорский,Кара-Кочкор,KG06246818000,,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kara-Kul'dja,Кара-Кульджинский,Кара-Кулжа,KG06246820000,Kara-Kuldja,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kyzyl-Jar,Кызыл-Жарский,Кызыл-Жар,KG06246826000,,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ylay-Talaa,Ылай-Талинский,Ылай-Талаа,KG06246834000,,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Oy-Tal,Ой-Талский,Ой-Тал,KG06246838000,,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Sary-Bulak,Сары-Булакский,Сары-Булак,KG06246849000,,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Chalma,Чалминский,Чалма,KG06246860000,,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kashka-Jol,Кашка-Жолский,Кашка-Жол,KG06246861000,,,,,,,,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG06255000901,,,,,,,,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG06255000902,,,,,,,,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG06255000906,,,,,,,,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Water reservoir,Водохранилище,Суу сактагыч
,,,KG06255000907,,,,,,,,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06255000908,,,,,,,,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06255000909,,,,,,,,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06255000910,,,,,,,,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Uzgen (city),Узген,Өзгөн,KG06255600010,,,,,,,,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,independent city,город районного значения,шаар
Ak-Djar,Ак-Джарский,Ак-Жар,KG06255804000,,,,,,,,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Bash-Debe,Баш-Дебенский,Баш-Дөбө,KG06255808000,,,,,,,,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
