admin2Name_pt,admin2Pcode,admin2RefName,admin2AltName1_pt,admin2AltName2_pt,admin1Name_pt,admin1Pcode,admin0Name_pt,admin0Pcode,date,validOn,validTo
Carmo de Minas,BR3114105,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Carmo do Cajuru,BR3114204,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Carmo do Paranaíba,BR3114303,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Carmo do Rio Claro,BR3114402,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Carmópolis de Minas,BR3114501,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Carneirinho,BR3114550,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Carrancas,BR3114600,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Carvalhópolis,BR3114709,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Carvalhos,BR3114808,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Casa Grande,BR3114907,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cascalho Rico,BR3115003,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cássia,BR3115102,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Conceição da Barra de Minas,BR3115201,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cataguases,BR3115300,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Catas Altas,BR3115359,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Catas Altas da Noruega,BR3115409,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Catuji,BR3115458,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Catuti,BR3115474,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Caxambu,BR3115508,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cedro do Abaeté,BR3115607,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Central de Minas,BR3115706,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Centralina,BR3115805,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Chácara,BR3115904,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Chalé,BR3116001,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Chapada do Norte,BR3116100,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Chapada Gaúcha,BR3116159,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Chiador,BR3116209,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cipotânea,BR3116308,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Claraval,BR3116407,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Claro dos Poções,BR3116506,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cláudio,BR3116605,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Coimbra,BR3116704,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Coluna,BR3116803,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Comendador Gomes,BR3116902,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Comercinho,BR3117009,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Conceição da Aparecida,BR3117108,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Conceição das Pedras,BR3117207,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Conceição das Alagoas,BR3117306,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Conceição de Ipanema,BR3117405,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Conceição do Mato Dentro,BR3117504,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Conceição do Pará,BR3117603,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Conceição do Rio Verde,BR3117702,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Conceição dos Ouros,BR3117801,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cônego Marinho,BR3117836,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Confins,BR3117876,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Congonhal,BR3117900,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Congonhas,BR3118007,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Congonhas do Norte,BR3118106,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Conquista,BR3118205,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Conselheiro Lafaiete,BR3118304,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Conselheiro Pena,BR3118403,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Consolação,BR3118502,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Contagem,BR3118601,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Coqueiral,BR3118700,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Coração de Jesus,BR3118809,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cordisburgo,BR3118908,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cordislândia,BR3119005,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Corinto,BR3119104,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Coroaci,BR3119203,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Coromandel,BR3119302,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Coronel Fabriciano,BR3119401,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Coronel Murta,BR3119500,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Coronel Pacheco,BR3119609,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Coronel Xavier Chaves,BR3119708,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Córrego Danta,BR3119807,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Córrego do Bom Jesus,BR3119906,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Córrego Fundo,BR3119955,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Córrego Novo,BR3120003,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Couto de Magalhães de Minas,BR3120102,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Crisólita,BR3120151,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cristais,BR3120201,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cristália,BR3120300,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cristiano Otoni,BR3120409,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cristina,BR3120508,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Crucilândia,BR3120607,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cruzeiro da Fortaleza,BR3120706,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cruzília,BR3120805,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Cuparaque,BR3120839,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Curral de Dentro,BR3120870,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Curvelo,BR3120904,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Datas,BR3121001,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Delfim Moreira,BR3121100,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Delfinópolis,BR3121209,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Delta,BR3121258,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Descoberto,BR3121308,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Desterro de Entre Rios,BR3121407,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Desterro do Melo,BR3121506,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Diamantina,BR3121605,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Diogo de Vasconcelos,BR3121704,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Dionísio,BR3121803,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Divinésia,BR3121902,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Divino,BR3122009,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Divino das Laranjeiras,BR3122108,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Divinolândia de Minas,BR3122207,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Divinópolis,BR3122306,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Divisa Alegre,BR3122355,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Divisa Nova,BR3122405,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Divisópolis,BR3122454,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Dom Bosco,BR3122470,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Dom Cavati,BR3122504,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Dom Joaquim,BR3122603,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Dom Silvério,BR3122702,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Dom Viçoso,BR3122801,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Dona Euzébia,BR3122900,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Dores de Campos,BR3123007,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Dores de Guanhães,BR3123106,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Dores do Indaiá,BR3123205,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Dores do Turvo,BR3123304,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Doresópolis,BR3123403,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Douradoquara,BR3123502,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Durandé,BR3123528,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Elói Mendes,BR3123601,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Engenheiro Caldas,BR3123700,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Engenheiro Navarro,BR3123809,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Entre Folhas,BR3123858,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Entre Rios de Minas,BR3123908,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ervália,BR3124005,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Esmeraldas,BR3124104,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Espera Feliz,BR3124203,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Espinosa,BR3124302,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Espírito Santo do Dourado,BR3124401,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Estiva,BR3124500,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Estrela Dalva,BR3124609,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Estrela do Indaiá,BR3124708,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Estrela do Sul,BR3124807,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Eugenópolis,BR3124906,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ewbank da Câmara,BR3125002,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Extrema,BR3125101,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Fama,BR3125200,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Faria Lemos,BR3125309,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Felício dos Santos,BR3125408,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
São Gonçalo do Rio Preto,BR3125507,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Felisburgo,BR3125606,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Felixlândia,BR3125705,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Fernandes Tourinho,BR3125804,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ferros,BR3125903,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Fervedouro,BR3125952,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Florestal,BR3126000,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Formiga,BR3126109,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Formoso,BR3126208,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Fortaleza de Minas,BR3126307,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Fortuna de Minas,BR3126406,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Francisco Badaró,BR3126505,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Francisco Dumont,BR3126604,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Francisco Sá,BR3126703,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Franciscópolis,BR3126752,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Frei Gaspar,BR3126802,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Frei Inocêncio,BR3126901,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Frei Lagonegro,BR3126950,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Fronteira,BR3127008,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Fronteira dos Vales,BR3127057,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Fruta de Leite,BR3127073,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Frutal,BR3127107,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Funilândia,BR3127206,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Galiléia,BR3127305,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Gameleiras,BR3127339,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Glaucilândia,BR3127354,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Goiabeira,BR3127370,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Goianá,BR3127388,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Gonçalves,BR3127404,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Gonzaga,BR3127503,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Gouveia,BR3127602,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Governador Valadares,BR3127701,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Grão Mogol,BR3127800,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Grupiara,BR3127909,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Guanhães,BR3128006,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Guapé,BR3128105,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Guaraciaba,BR3128204,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Guaraciama,BR3128253,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Guaranésia,BR3128303,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Guarani,BR3128402,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Guarará,BR3128501,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Guarda-Mor,BR3128600,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Guaxupé,BR3128709,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Guidoval,BR3128808,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Guimarânia,BR3128907,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Guiricema,BR3129004,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Gurinhatã,BR3129103,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Heliodora,BR3129202,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Iapu,BR3129301,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ibertioga,BR3129400,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ibiá,BR3129509,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ibiaí,BR3129608,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ibiracatu,BR3129657,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ibiraci,BR3129707,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ibirité,BR3129806,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ibitiúra de Minas,BR3129905,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ibituruna,BR3130002,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Icaraí de Minas,BR3130051,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Igarapé,BR3130101,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Igaratinga,BR3130200,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Iguatama,BR3130309,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ijaci,BR3130408,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ilicínea,BR3130507,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Imbé de Minas,BR3130556,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Inconfidentes,BR3130606,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Indaiabira,BR3130655,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Indianópolis,BR3130705,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ingaí,BR3130804,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Inhapim,BR3130903,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Inhaúma,BR3131000,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Inimutaba,BR3131109,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ipaba,BR3131158,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ipanema,BR3131208,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ipatinga,BR3131307,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ipiaçu,BR3131406,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ipuiúna,BR3131505,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Iraí de Minas,BR3131604,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itabira,BR3131703,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itabirinha,BR3131802,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itabirito,BR3131901,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itacambira,BR3132008,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itacarambi,BR3132107,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itaguara,BR3132206,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itaipé,BR3132305,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itajubá,BR3132404,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itamarandiba,BR3132503,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itamarati de Minas,BR3132602,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itambacuri,BR3132701,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itambé do Mato Dentro,BR3132800,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itamogi,BR3132909,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itamonte,BR3133006,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itanhandu,BR3133105,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itanhomi,BR3133204,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itaobim,BR3133303,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itapagipe,BR3133402,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itapecerica,BR3133501,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itapeva,BR3133600,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itatiaiuçu,BR3133709,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itaú de Minas,BR3133758,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itaúna,BR3133808,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itaverava,BR3133907,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itinga,BR3134004,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itueta,BR3134103,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Ituiutaba,BR3134202,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itumirim,BR3134301,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Iturama,BR3134400,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Itutinga,BR3134509,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jaboticatubas,BR3134608,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jacinto,BR3134707,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jacuí,BR3134806,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jacutinga,BR3134905,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jaguaraçu,BR3135001,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jaíba,BR3135050,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jampruca,BR3135076,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Janaúba,BR3135100,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Januária,BR3135209,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Japaraíba,BR3135308,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Japonvar,BR3135357,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jeceaba,BR3135407,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jenipapo de Minas,BR3135456,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jequeri,BR3135506,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jequitaí,BR3135605,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jequitibá,BR3135704,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jequitinhonha,BR3135803,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jesuânia,BR3135902,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Joaíma,BR3136009,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Joanésia,BR3136108,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
João Monlevade,BR3136207,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
João Pinheiro,BR3136306,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Joaquim Felício,BR3136405,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Jordânia,BR3136504,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
José Gonçalves de Minas,BR3136520,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
José Raydan,BR3136553,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Josenópolis,BR3136579,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Nova União,BR3136603,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Juatuba,BR3136652,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Juiz de Fora,BR3136702,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
Juramento,BR3136801,,,,Minas Gerais,BR31,Brasil,BR,2020-09-30,2020-09-30,
