admin0Name_en,admin0Name_kk,admin0Name_ru,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_kk,admin0AltName2_kk,admin0AltName1_ru,admin0AltName2_ru,date,validOn,validTo
Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,,,,,,,,2019-09-10,2019-09-10,
