admin0Name_en,admin0Name_hy,admin0Name_ru,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_hy,admin0AltName2_hy,admin0AltName1_ru,admin0AltName2_ru,date,validOn,validTo
Republic of Armenia,Հայաստանի Հանրապետություն,Республика Армения,AM,,,,,,,,2014-10-01,2019-09-13,
