admin0Name_en,admin0Name_mn,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_mn,admin0AltName2_mn,date,validOn,validTo
Mongolia,монгол,MN,,,,Monggol Ulus,,2016-12-01,2020-10-19,
