admin2Name_en,admin2Name_th,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_th,admin2AltName2_th,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
Noen Sa-Nga,เนินสง่า,TH3615,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sap Yai,ซับใหญ่,TH3616,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chanuman,ชานุมาน,TH3702,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pathum Ratchawongsa,ปทุมราชวงศา,TH3703,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phana,พนา,TH3704,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Senangkhanikhom,เสนางคนิคม,TH3705,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hua Taphan,หัวตะพาน,TH3706,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lue Amnat,ลืออำนาจ,TH3707,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phon Charoen,พรเจริญ,TH3802,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
So Phisai,โซ่พิสัย,TH3803,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Seka,เซกา,TH3804,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pak Khat,ปากคาด,TH3805,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bueng Khong Long,บึงโขงหลง,TH3806,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Wilai,ศรีวิไล,TH3807,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bung Khla,บุ่งคล้า,TH3808,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Klang,นากลาง,TH3902,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Sang,โนนสัง,TH3903,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Bun Rueang,ศรีบุญเรือง,TH3904,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Suwannakhuha,สุวรรณคูหา,TH3905,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Wang,นาวัง,TH3906,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Khon Kaen,เมืองขอนแก่น,TH4001,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Fang,บ้านฝาง,TH4002,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phra Yuen,พระยืน,TH4003,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Ruea,หนองเรือ,TH4004,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chum Phae,ชุมแพ,TH4005,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Chomphu,สีชมพู,TH4006,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nam Phong,น้ำพอง,TH4007,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ubolratana,อุบลรัตน์,TH4008,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kranuan,กระนวน,TH4009,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Phai,บ้านไผ่,TH4010,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pueai Noi,เปือยน้อย,TH4011,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phon,พล,TH4012,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Waeng Yai,แวงใหญ่,TH4013,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Waeng Noi,แวงน้อย,TH4014,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Song Hong,หนองสองห้อง,TH4015,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Wiang,ภูเวียง,TH4016,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mancha Khiri,มัญจาคีรี,TH4017,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chonnabot,ชนบท,TH4018,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khao Suan Kwang,เขาสวนกวาง,TH4019,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Pha Man,ภูผาม่าน,TH4020,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sam Sung,ซำสูง,TH4021,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Pho Chai,โคกโพธิ์ไชย,TH4022,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Na Kham,หนองนาคำ,TH4023,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Haet,บ้านแฮด,TH4024,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Sila,โนนศิลา,TH4025,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wiang Kao,เวียงเก่า,TH4029,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Udon Thani,เมืองอุดรธานี,TH4101,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Chap,กุดจับ,TH4102,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Wua So,หนองวัวซอ,TH4103,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kumphawapi,กุมภวาปี,TH4104,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Sa-At,โนนสะอาด,TH4105,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Han,หนองหาน,TH4106,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Fon,ทุ่งฝน,TH4107,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chai Wan,ไชยวาน,TH4108,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si That,ศรีธาตุ,TH4109,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Sam Mo,วังสามหมอ,TH4110,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Dung,บ้านดุง,TH4111,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Phue,บ้านผือ,TH4117,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nam Som,น้ำโสม,TH4118,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phen,เพ็ญ,TH4119,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sang Khom,สร้างคอม,TH4120,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Saeng,หนองแสง,TH4121,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Yung,นายูง,TH4122,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phibun Rak,พิบูลย์รักษ์,TH4123,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ku Kaeo,กู่แก้ว,TH4124,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Prachaksinlapakhom,ประจักษ์ศิลปาคม,TH4125,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Loei,เมืองเลย,TH4201,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Duang,นาด้วง,TH4202,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chiang Khan,เชียงคาน,TH4203,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pak Chom,ปากชม,TH4204,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dan Sai,ด่านซ้าย,TH4205,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Haeo,นาแห้ว,TH4206,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Ruea,ภูเรือ,TH4207,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Li,ท่าลี่,TH4208,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Saphung,วังสะพุง,TH4209,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Kradueng,ภูกระดึง,TH4210,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Luang,ภูหลวง,TH4211,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pha Khao,ผาขาว,TH4212,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Erawan,เอราวัณ,TH4213,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Hin,หนองหิน,TH4214,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Nong Khai,เมืองหนองคาย,TH4301,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Bo,ท่าบ่อ,TH4302,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phon Phisai,โพนพิสัย,TH4305,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Chiang Mai,ศรีเชียงใหม่,TH4307,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sangkhom,สังคม,TH4308,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sakhrai,สระใคร,TH4314,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Fao Rai,เฝ้าไร่,TH4315,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rattanawapi,รัตนวาปี,TH4316,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho Tak,โพธิ์ตาก,TH4317,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Maha Sarakham,เมืองมหาสารคาม,TH4401,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kae Dam,แกดำ,TH4402,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kosum Phisai,โกสุมพิสัย,TH4403,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kantharawichai,กันทรวิชัย,TH4404,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chiang Yuen,เชียงยืน,TH4405,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Borabue,บรบือ,TH4406,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Chueak,นาเชือก,TH4407,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phayakkhaphum Phisai,พยัคฆภูมิพิสัย,TH4408,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wapi Pathum,วาปีปทุม,TH4409,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Dun,นาดูน,TH4410,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Yang Sisurat,ยางสีสุราช,TH4411,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Rang,กุดรัง,TH4412,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chuen Chom,ชื่นชม,TH4413,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Roi Et,เมืองร้อยเอ็ด,TH4501,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kaset Wisai,เกษตรวิสัย,TH4502,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pathum Rat,ปทุมรัตต์,TH4503,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chaturaphak Phiman,จตุรพักตรพิมาน,TH4504,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thawat Buri,ธวัชบุรี,TH4505,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phanom Phrai,พนมไพร,TH4506,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phon Thong,โพนทอง,TH4507,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho Chai,โพธิ์ชัย,TH4508,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Phok,หนองพอก,TH4509,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Selaphum,เสลภูมิ,TH4510,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Suwannaphum,สุวรรณภูมิ,TH4511,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Suang,เมืองสรวง,TH4512,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phon Sai,โพนทราย,TH4513,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
At Samat,อาจสามารถ,TH4514,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Moei Wadi,เมยวดี,TH4515,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Somdet,ศรีสมเด็จ,TH4516,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Changhan,จังหาร,TH4517,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chiang Khwan,เชียงขวัญ,TH4518,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Hi,หนองฮี,TH4519,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Khao Luang,ทุ่งเขาหลวง,TH4520,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Mon,นามน,TH4602,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kamalasai,กมลาไสย,TH4603,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rong Kham,ร่องคำ,TH4604,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kuchinarai,กุฉินารายณ์,TH4605,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khao Wong,เขาวง,TH4606,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Yang Talat,ยางตลาด,TH4607,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Mek,ห้วยเม็ก,TH4608,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sahatsakhan,สหัสขันธ์,TH4609,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kham Muang,คำม่วง,TH4610,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Khantho,ท่าคันโท,TH4611,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Kung Si,หนองกุงศรี,TH4612,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Somdet,สมเด็จ,TH4613,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Phueng,ห้วยผึ้ง,TH4614,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sam Chai,สามชัย,TH4615,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Khu,นาคู,TH4616,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Chan,ดอนจาน,TH4617,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khong Chai,ฆ้องชัย,TH4618,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kusuman,กุสุมาลย์,TH4702,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Bak,กุดบาก,TH4703,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phanna Nikhom,พรรณานิคม,TH4704,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phang Khon,พังโคน,TH4705,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Waritchaphum,วาริชภูมิ,TH4706,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nikhom Nam Un,นิคมน้ำอูน,TH4707,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wanon Niwat,วานรนิวาส,TH4708,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kham Ta Kla,คำตากล้า,TH4709,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Muang,บ้านม่วง,TH4710,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Akat Amnuai,อากาศอำนวย,TH4711,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sawang Daen Din,สว่างแดนดิน,TH4712,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Song Dao,ส่องดาว,TH4713,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tao Ngoi,เต่างอย,TH4714,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Si Suphan,โคกศรีสุพรรณ,TH4715,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Charoen Sin,เจริญศิลป์,TH4716,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phon Na Kaeo,โพนนาแก้ว,TH4717,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Phan,ภูพาน,TH4718,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Nakhon Phanom,เมืองนครพนม,TH4801,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pla Pak,ปลาปาก,TH4802,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Uthen,ท่าอุเทน,TH4803,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Phaeng,บ้านแพง,TH4804,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
That Phanom,ธาตุพนม,TH4805,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Renu Nakhon,เรณูนคร,TH4806,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Kae,นาแก,TH4807,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Songkhram,ศรีสงคราม,TH4808,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Wa,นาหว้า,TH4809,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phon Sawan,โพนสวรรค์,TH4810,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Thom,นาทม,TH4811,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Yang,วังยาง,TH4812,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Mukdahan,เมืองมุกดาหาร,TH4901,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
