admin2Name_fr,admin2Pcode,admin2RefName,admin2AltName1_fr,admin2AltName2_fr,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Abidjan,CI0101,,,,District Autonome D'Abidjan,CI01,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Attiégouakro,CI0201,Attiegouakro,,,District Autonome De Yamoussoukro,CI02,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Yamoussoukro,CI0202,,,,District Autonome De Yamoussoukro,CI02,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Agboville,CI0301,,,,Agneby-Tiassa,CI03,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sikensi,CI0302,,,,Agneby-Tiassa,CI03,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Taabo,CI0303,,,,Agneby-Tiassa,CI03,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tiassalé,CI0304,Tiassale,,,Agneby-Tiassa,CI03,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Koro,CI0401,,,,Bafing,CI04,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ouaninou,CI0402,,,,Bafing,CI04,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Touba,CI0403,,,,Bafing,CI04,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Boundiali,CI0501,,,,Bagoue,CI05,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kouto,CI0502,,,,Bagoue,CI05,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tengrela,CI0503,,,,Bagoue,CI05,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Didievi,CI0601,,,,Belier,CI06,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Djekanou,CI0602,,,,Belier,CI06,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tiébissou,CI0603,Tiebissou,,,Belier,CI06,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Toumodi,CI0604,,,,Belier,CI06,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dianra,CI0701,,,,Bere,CI07,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kounahiri,CI0702,,,,Bere,CI07,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Mankono,CI0703,,,,Bere,CI07,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bouna,CI0801,,,,Bounkani,CI08,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Doropo,CI0802,,,,Bounkani,CI08,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Nassian,CI0803,,,,Bounkani,CI08,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Téhini,CI0804,Tehini,,,Bounkani,CI08,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bloléquin,CI0901,Blolequin,,,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guiglo,CI0902,,,,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Taï,CI0903,,,,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Toulepleu,CI0904,,,,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kaniasso,CI1001,,,,Folon,CI10,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Minignan,CI1002,,,,Folon,CI10,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Béoumi,CI1101,Beoumi,,,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Botro,CI1102,,,,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bouaké,CI1103,Bouake,,,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sakassou,CI1104,,,,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Fresco,CI1201,,,,Gbokle,CI12,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sassandra,CI1202,,,,Gbokle,CI12,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gagnoa,CI1301,,,,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Oumé,CI1302,Oume,,,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bondoukou,CI1401,,,,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Koun Fao,CI1402,,,,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sandegue,CI1403,,,,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tanda,CI1404,,,,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Transua,CI1405,,,,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dabou,CI1501,,,,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Grand-Lahou,CI1502,,,,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Jacqueville,CI1503,,,,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bangolo,CI1601,,,,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Duékoué,CI1602,Duekoue,,,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Facobly,CI1603,,,,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kouibly,CI1604,,,,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dabakala,CI1701,,,,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Katiola,CI1702,,,,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Niakaramandougou,CI1703,,,,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Daloa,CI1801,,,,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Issia,CI1802,,,,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Vavoua,CI1803,,,,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zoukougbeu,CI1804,,,,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Daoukro,CI1901,,,,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
M'Bahiakro,CI1902,MBahiakro,,,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Prikro,CI1903,,,,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Abengourou,CI2001,,,,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Agnibilékrou,CI2002,Agnibilekrou,,,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Béttié,CI2003,Bettie,,,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gbeleban,CI2101,,,,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Madinani,CI2102,,,,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Odienne,CI2103,,,,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Samatiguila,CI2104,,,,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Séguélon,CI2105,Seguelon,,,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Divo,CI2201,,,,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guitry,CI2202,,,,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Lakota,CI2203,,,,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bouaflé,CI2301,Bouafle,,,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sinfra,CI2302,,,,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zuénoula,CI2303,Zuenoula,,,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Adzopé,CI2401,Adzope,,,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Akoupé,CI2402,Akoupe,,,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Alépé,CI2403,Alepe,,,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Yakassé-Attobrou,CI2404,Yakasse-Attobrou,,,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Arrah,CI2501,,,,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bongouanou,CI2502,,,,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
M'Batto,CI2503,MBatto,,,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Buyo,CI2601,,,,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guéyo,CI2602,Gueyo,,,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Méagui,CI2603,Meagui,,,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Soubré,CI2604,Soubre,,,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bocanda,CI2701,,,,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dimbokro,CI2702,,,,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kouassi-Kouassikro,CI2703,,,,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dikodougou,CI2801,,,,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Korhogo,CI2802,,,,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
M'Bengué,CI2803,MBengue,,,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sinématiali,CI2804,Sinematiali,,,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
San Pédro,CI2901,San Pedro,,,San Pedro,CI29,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tabou,CI2902,,,,San Pedro,CI29,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Aboisso,CI3001,,,,Sud-Comoe,CI30,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
