admin0Name_fr,admin0Pcode,admin0RefName,admin0AltName1_fr,admin0AltName2_fr,date,validOn,validTo
République démocratique du Congo (la),CD,Republique democratique du Congo (la),,,2019-09-09,2019-09-11,
