admin1Name_es,admin1Pcode,admin1RefName,admin1AltName1_es,admin1AltName2_es,admin0Name_es,admin0Pcode,date,validOn,validTo
San Jose,CR1,,,,Costa Rica,CR,2022-01-13,2022-02-09,
Alajuela,CR2,,,,Costa Rica,CR,2022-01-13,2022-02-09,
Cartago,CR3,,,,Costa Rica,CR,2022-01-13,2022-02-09,
Heredia,CR4,,,,Costa Rica,CR,2022-01-13,2022-02-09,
Guanacaste,CR5,,,,Costa Rica,CR,2022-01-13,2022-02-09,
Puntarenas,CR6,,,,Costa Rica,CR,2022-01-13,2022-02-09,
Limon,CR7,,,,Costa Rica,CR,2022-01-13,2022-02-09,
