admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Borama,SO1101,Borama,Boorama,,Awdal,SO11,Somalia,SO,2014-06-06,2021-09-30,
Baki,SO1102,Baki, ,,Awdal,SO11,Somalia,SO,2014-06-06,2021-09-30,
Lughaye,SO1103,Lughaye, ,,Awdal,SO11,Somalia,SO,2014-06-06,2021-09-30,
Zeylac,SO1104,Zeylac,Saylac,,Awdal,SO11,Somalia,SO,2014-06-06,2021-09-30,
Hargeysa,SO1201,Hargeysa,Hargeisa,,Woqooyi Galbeed,SO12,Somalia,SO,2014-06-06,2021-09-30,
Berbera,SO1202,Berbera, ,,Woqooyi Galbeed,SO12,Somalia,SO,2014-06-06,2021-09-30,
Gebiley,SO1203,Gebiley,Gabiley,,Woqooyi Galbeed,SO12,Somalia,SO,2014-06-06,2021-09-30,
Burco,SO1301,Burco,Burao,,Togdheer,SO13,Somalia,SO,2014-06-06,2021-09-30,
Buuhoodle,SO1302,Buuhoodle,Buhodle,,Togdheer,SO13,Somalia,SO,2014-06-06,2021-09-30,
Owdweyne,SO1303,Owdweyne,Oodweyne,,Togdheer,SO13,Somalia,SO,2014-06-06,2021-09-30,
Sheikh,SO1304,Sheikh,Sheekh,,Togdheer,SO13,Somalia,SO,2014-06-06,2021-09-30,
Laas Caanood,SO1401,Laas Caanood,"Las Caanood, Lascaanod, Lasanod, Las Anod",,Sool,SO14,Somalia,SO,2014-06-06,2021-09-30,
Caynabo,SO1402,Caynabo,Ainabo,,Sool,SO14,Somalia,SO,2014-06-06,2021-09-30,
Taleex,SO1403,Taleex,Taleh,,Sool,SO14,Somalia,SO,2014-06-06,2021-09-30,
Xudun,SO1404,Xudun,Hudun,,Sool,SO14,Somalia,SO,2014-06-06,2021-09-30,
Ceerigaabo,SO1501,Ceerigaabo,"Ceerigaavo, Erigavo, Erigabo",,Sanaag,SO15,Somalia,SO,2014-06-06,2021-09-30,
Ceel Afweyn,SO1502,Ceel Afweyn,"Ceel Afweyne, Ceel-afwein, El Afwein",,Sanaag,SO15,Somalia,SO,2014-06-06,2021-09-30,
Laasqoray,SO1503,Laasqoray,Lasqoray,,Sanaag,SO15,Somalia,SO,2014-06-06,2021-09-30,
Bossaso,SO1601,Bossaso,"Bossaaso, Bossaso , Bosaaso",,Bari,SO16,Somalia,SO,2014-06-06,2021-09-30,
Bandarbeyla,SO1602,Bandarbeyla,"Bandar Beyla, Bander-beyla, Benderbela",,Bari,SO16,Somalia,SO,2014-06-06,2021-09-30,
Caluula,SO1603,Caluula,"Calawla, Alula",,Bari,SO16,Somalia,SO,2014-06-06,2021-09-30,
Iskushuban,SO1604,Iskushuban, ,,Bari,SO16,Somalia,SO,2014-06-06,2021-09-30,
