admin4Name_en,admin4Name_fr,admin4Name_rw,admin4Pcode,admin4RefName,admin4AltName1_en,admin4AltName2_en,admin4AltName1_fr,admin4AltName2_fr,admin4AltName1_rw,admin4AltName2_rw,admin3Name_en,admin3Name_fr,admin3Name_rw,admin3Pcode,admin2Name_en,admin2Name_fr,admin2Name_rw,admin2Pcode,admin1Name_en,admin1Name_fr,admin1Name_rw,admin1Pcode,admin0Name_en,admin0Name_fr,admin0Name_rw,admin0Pcode,date,validOn,validTo
Byahi,,,RW331103,,,,,,,,Rubavu,,,RW3311,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gikombe,,,RW331104,,,,,,,,Rubavu,,,RW3311,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Murambi,,,RW331105,,,,,,,,Rubavu,,,RW3311,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Murara,,,RW331106,,,,,,,,Rubavu,,,RW3311,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rukoko,,,RW331107,,,,,,,,Rubavu,,,RW3311,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Basa,,,RW331201,,,,,,,,Rugerero,,,RW3312,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gisa,,,RW331202,,,,,,,,Rugerero,,,RW3312,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kabilizi,,,RW331203,,,,,,,,Rugerero,,,RW3312,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Muhira,,,RW331204,,,,,,,,Rugerero,,,RW3312,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rugerero,,,RW331205,,,,,,,,Rugerero,,,RW3312,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rushubi,,,RW331206,,,,,,,,Rugerero,,,RW3312,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rwaza,,,RW331207,,,,,,,,Rugerero,,,RW3312,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Arusha,,,RW340101,,,,,,,,Bigogwe,,,RW3401,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Basumba,,,RW340102,,,,,,,,Bigogwe,,,RW3401,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kijote,,,RW340103,,,,,,,,Bigogwe,,,RW3401,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kora,,,RW340104,,,,,,,,Bigogwe,,,RW3401,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Muhe,,,RW340105,,,,,,,,Bigogwe,,,RW3401,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rega,,,RW340106,,,,,,,,Bigogwe,,,RW3401,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Bukinanyana,,,RW340201,,,,,,,,Jenda,,,RW3402,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gasizi,,,RW340202,,,,,,,,Jenda,,,RW3402,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kabatezi,,,RW340203,,,,,,,,Jenda,,,RW3402,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kareba,,,RW340204,,,,,,,,Jenda,,,RW3402,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyirakigugu,,,RW340205,,,,,,,,Jenda,,,RW3402,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rega,,,RW340206,,,,,,,,Jenda,,,RW3402,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gasiza,,,RW340301,,,,,,,,Jomba,,,RW3403,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gasura,,,RW340302,,,,,,,,Jomba,,,RW3403,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gisizi,,,RW340303,,,,,,,,Jomba,,,RW3403,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Guriro,,,RW340304,,,,,,,,Jomba,,,RW3403,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kavumu,,,RW340305,,,,,,,,Jomba,,,RW3403,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyamitanzi,,,RW340306,,,,,,,,Jomba,,,RW3403,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Batikoti,,,RW340401,,,,,,,,Kabatwa,,,RW3404,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Cyamvumba,,,RW340402,,,,,,,,Kabatwa,,,RW3404,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gihorwe,,,RW340403,,,,,,,,Kabatwa,,,RW3404,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Myuga,,,RW340404,,,,,,,,Kabatwa,,,RW3404,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Ngando,,,RW340405,,,,,,,,Kabatwa,,,RW3404,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rugarama,,,RW340406,,,,,,,,Kabatwa,,,RW3404,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Busoro,,,RW340501,,,,,,,,Karago,,,RW3405,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Cyamabuye,,,RW340502,,,,,,,,Karago,,,RW3405,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gatagara,,,RW340503,,,,,,,,Karago,,,RW3405,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gihirwa,,,RW340504,,,,,,,,Karago,,,RW3405,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kadahenda,,,RW340505,,,,,,,,Karago,,,RW3405,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Karengera,,,RW340506,,,,,,,,Karago,,,RW3405,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gatovu,,,RW340601,,,,,,,,Kintobo,,,RW3406,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kintobo,,,RW340602,,,,,,,,Kintobo,,,RW3406,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyagisozi,,,RW340603,,,,,,,,Kintobo,,,RW3406,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyamugari,,,RW340604,,,,,,,,Kintobo,,,RW3406,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rukondo,,,RW340605,,,,,,,,Kintobo,,,RW3406,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Ryinyo,,,RW340606,,,,,,,,Kintobo,,,RW3406,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gasizi,,,RW340701,,,,,,,,Mukamira,,,RW3407,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Jaba,,,RW340702,,,,,,,,Mukamira,,,RW3407,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kanyove,,,RW340703,,,,,,,,Mukamira,,,RW3407,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rubaya,,,RW340704,,,,,,,,Mukamira,,,RW3407,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rugeshi,,,RW340705,,,,,,,,Mukamira,,,RW3407,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rukoma,,,RW340706,,,,,,,,Mukamira,,,RW3407,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rurengeri,,,RW340707,,,,,,,,Mukamira,,,RW3407,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gisizi,,,RW340801,,,,,,,,Muringa,,,RW3408,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mulinga,,,RW340802,,,,,,,,Muringa,,,RW3408,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mwiyanike,,,RW340803,,,,,,,,Muringa,,,RW3408,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nkomane,,,RW340804,,,,,,,,Muringa,,,RW3408,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyamasheke,,,RW340805,,,,,,,,Muringa,,,RW3408,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rwantobo,,,RW340806,,,,,,,,Muringa,,,RW3408,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Birembo,,,RW340901,,,,,,,,Rambura,,,RW3409,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Guriro,,,RW340902,,,,,,,,Rambura,,,RW3409,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kibisabo,,,RW340903,,,,,,,,Rambura,,,RW3409,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mutaho,,,RW340904,,,,,,,,Rambura,,,RW3409,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyundo,,,RW340905,,,,,,,,Rambura,,,RW3409,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rugamba,,,RW340906,,,,,,,,Rambura,,,RW3409,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gakoro,,,RW341001,,,,,,,,Rugera,,,RW3410,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Marangara,,,RW341002,,,,,,,,Rugera,,,RW3410,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyagahondo,,,RW341003,,,,,,,,Rugera,,,RW3410,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyarutembe,,,RW341004,,,,,,,,Rugera,,,RW3410,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rurembo,,,RW341005,,,,,,,,Rugera,,,RW3410,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Tyazo,,,RW341006,,,,,,,,Rugera,,,RW3410,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gahondo,,,RW341101,,,,,,,,Rurembo,,,RW3411,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gitega,,,RW341102,,,,,,,,Rurembo,,,RW3411,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kirimbogo,,,RW341103,,,,,,,,Rurembo,,,RW3411,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mwana,,,RW341105,,,,,,,,Rurembo,,,RW3411,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rwaza,,,RW341106,,,,,,,,Rurembo,,,RW3411,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Cyimanzovu,,,RW341201,,,,,,,,Shyira,,,RW3412,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kanyamitana,,,RW341202,,,,,,,,Shyira,,,RW3412,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kintarure,,,RW341203,,,,,,,,Shyira,,,RW3412,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mpinga,,,RW341204,,,,,,,,Shyira,,,RW3412,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mutanda,,,RW341205,,,,,,,,Shyira,,,RW3412,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Shaki,,,RW341206,,,,,,,,Shyira,,,RW3412,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Bungwe,,,RW350101,,,,,,,,Bwira,,,RW3501,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Cyahafi,,,RW350102,,,,,,,,Bwira,,,RW3501,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gashubi,,,RW350103,,,,,,,,Bwira,,,RW3501,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kabarondo,,,RW350104,,,,,,,,Bwira,,,RW3501,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Ruhindage,,,RW350105,,,,,,,,Bwira,,,RW3501,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Cyome,,,RW350201,,,,,,,,Gatumba,,,RW3502,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gatsibo,,,RW350202,,,,,,,,Gatumba,,,RW3502,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kamasiga,,,RW350203,,,,,,,,Gatumba,,,RW3502,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Karambo,,,RW350204,,,,,,,,Gatumba,,,RW3502,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Ruhanga,,,RW350205,,,,,,,,Gatumba,,,RW3502,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rusumo,,,RW350206,,,,,,,,Gatumba,,,RW3502,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gatare,,,RW350301,,,,,,,,Hindiro,,,RW3503,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gatega,,,RW350302,,,,,,,,Hindiro,,,RW3503,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kajinge,,,RW350303,,,,,,,,Hindiro,,,RW3503,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Marantima,,,RW350304,,,,,,,,Hindiro,,,RW3503,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rugendabari,,,RW350305,,,,,,,,Hindiro,,,RW3503,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Runyinya,,,RW350306,,,,,,,,Hindiro,,,RW3503,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Busunzu,,,RW350401,,,,,,,,Kabaya,,,RW3504,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gaseke,,,RW350402,,,,,,,,Kabaya,,,RW3504,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kabaya,,,RW350403,,,,,,,,Kabaya,,,RW3504,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mwendo,,,RW350404,,,,,,,,Kabaya,,,RW3504,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Ngoma,,,RW350405,,,,,,,,Kabaya,,,RW3504,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyenyeri,,,RW350406,,,,,,,,Kabaya,,,RW3504,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
