admin0Name_en,admin0Name_az,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_az,admin0AltName2_az,date,validOn,validTo
Azerbaijan,Azərbaycan,AZ,,,,,,2020-11-24,2020-11-24,
