admin1Name_en,admin1Pcode,admin1RefName,admin1AltName1_en,admin1AltName2_en,admin0Name_en,admin0Pcode,date,validOn,validTo
Tongatapu,TO1,,,,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Vava'u,TO2,,,,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Ha'apai,TO3,,,,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
'Eua,TO4,,,,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Niuas,TO5,,,,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
