admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Barguna,BD1004,,,,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
Barisal,BD1006,,,,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
Bhola,BD1009,,,,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
Jhalokati,BD1042,,,,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
Patuakhali,BD1078,,,,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
Pirojpur,BD1079,,,,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
Bandarban,BD2003,,,,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Brahamanbaria,BD2012,,,,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Chandpur,BD2013,,,,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Chittagong,BD2015,,,,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Comilla,BD2019,,,,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Cox's Bazar,BD2022,Coxs Bazar,,,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Feni,BD2030,,,,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Khagrachhari,BD2046,,,,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Lakshmipur,BD2051,,,,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Noakhali,BD2075,,,,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Rangamati,BD2084,,,,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Dhaka,BD3026,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Faridpur,BD3029,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Gazipur,BD3033,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Gopalganj,BD3035,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Kishoreganj,BD3048,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Madaripur,BD3054,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Manikganj,BD3056,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Munshiganj,BD3059,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Narayanganj,BD3067,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Narsingdi,BD3068,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Rajbari,BD3082,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Shariatpur,BD3086,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Tangail,BD3093,,,,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
Bagerhat,BD4001,,,,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
Chuadanga,BD4018,,,,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
Jessore,BD4041,,,,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
Jhenaidah,BD4044,,,,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
Khulna,BD4047,,,,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
Kushtia,BD4050,,,,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
Magura,BD4055,,,,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
Meherpur,BD4057,,,,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
Narail,BD4065,,,,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
Satkhira,BD4087,,,,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
Jamalpur,BD4539,,,,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
Mymensingh,BD4561,,,,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
Netrakona,BD4572,,,,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
Sherpur,BD4589,,,,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
Bogra,BD5010,,,,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
Joypurhat,BD5038,,,,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
Naogaon,BD5064,,,,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
Natore,BD5069,,,,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
Nawabganj,BD5070,,,,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
Pabna,BD5076,,,,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
Rajshahi,BD5081,,,,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
Sirajganj,BD5088,,,,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
Dinajpur,BD5527,,,,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
Gaibandha,BD5532,,,,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
Kurigram,BD5549,,,,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
Lalmonirhat,BD5552,,,,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
Nilphamari,BD5573,,,,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
Panchagarh,BD5577,,,,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
Rangpur,BD5585,,,,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
Thakurgaon,BD5594,,,,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
Habiganj,BD6036,,,,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
Maulvibazar,BD6058,,,,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
Sunamganj,BD6090,,,,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
Sylhet,BD6091,,,,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
