admin3Name_es,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin2Name_es,admin2Pcode,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
Tres de Noviembre,EC220357,,,,La Joya de los Sachas,EC2203,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-24,
Union Milagreña,EC220358,Union Milagrena,,,La Joya de los Sachas,EC2203,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-24,
Loreto,EC220450,,,,Loreto,EC2204,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-24,
Avila (Cab. en Huiruno),EC220451,,,,Loreto,EC2204,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-24,
Puerto Murialdo,EC220452,,,,Loreto,EC2204,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-24,
San Jose de Payamino,EC220453,,,,Loreto,EC2204,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-24,
San Jose de Dahuano,EC220454,,,,Loreto,EC2204,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-24,
San Vicente de Huaticocha,EC220455,,,,Loreto,EC2204,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-24,
Santo Domingo de los Colorados,EC230150,,,,Santo Domingo,EC2301,Santo Domingo de los Tsachilas,EC23,Ecuador (el),EC,2018-12-17,2019-07-24,
Alluriquin,EC230151,,,,Santo Domingo,EC2301,Santo Domingo de los Tsachilas,EC23,Ecuador (el),EC,2018-12-17,2019-07-24,
Puerto Limon,EC230152,,,,Santo Domingo,EC2301,Santo Domingo de los Tsachilas,EC23,Ecuador (el),EC,2018-12-17,2019-07-24,
Luz de America,EC230153,,,,Santo Domingo,EC2301,Santo Domingo de los Tsachilas,EC23,Ecuador (el),EC,2018-12-17,2019-07-24,
San Jacinto del Bua,EC230154,,,,Santo Domingo,EC2301,Santo Domingo de los Tsachilas,EC23,Ecuador (el),EC,2018-12-17,2019-07-24,
Valle Hermoso,EC230155,,,,Santo Domingo,EC2301,Santo Domingo de los Tsachilas,EC23,Ecuador (el),EC,2018-12-17,2019-07-24,
El Esfuerzo,EC230156,,,,Santo Domingo,EC2301,Santo Domingo de los Tsachilas,EC23,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Maria del Toachi,EC230157,,,,Santo Domingo,EC2301,Santo Domingo de los Tsachilas,EC23,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Elena,EC240150,,,,Santa Elena,EC2401,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
Atahualpa,EC240151,,,,Santa Elena,EC2401,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
Colonche,EC240152,,,,Santa Elena,EC2401,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
Chanduy,EC240153,,,,Santa Elena,EC2401,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
Manglaralto,EC240154,,,,Santa Elena,EC2401,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
Simon Bolivar (Julio Moreno),EC240155,,,,Santa Elena,EC2401,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
San Jose de Ancon,EC240156,,,,Santa Elena,EC2401,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
La Libertad,EC240250,,,,La Libertad,EC2402,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
Salinas,EC240350,,,,Salinas,EC2403,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
Anconcito,EC240351,,,,Salinas,EC2403,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
Jose Luis Tamayo (Muey),EC240352,,,,Salinas,EC2403,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
Las Golondrinas,EC900151,,,,Las Golondrinas,EC9001,Zona No Delimitada,EC90,Ecuador (el),EC,2018-12-17,2019-07-24,
Manga del Cura,EC900351,,,,Manga del Cura,EC9003,Zona No Delimitada,EC90,Ecuador (el),EC,2018-12-17,2019-07-24,
El Piedrero,EC900451,,,,El Piedrero,EC9004,Zona No Delimitada,EC90,Ecuador (el),EC,2018-12-17,2019-07-24,
