admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Banteay Neang,KH010201,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Bat Trang,KH010202,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Chamnaom,KH010203,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Kouk Ballangk,KH010204,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Koy Maeng,KH010205,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Ou Prasat,KH010206,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Phnum Touch,KH010207,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Rohat Tuek,KH010208,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Ruessei Kraok,KH010209,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Sambuor,KH010210,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Soea,KH010211,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Srah Reang,KH010212,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Ta Lam,KH010213,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Nam Tau,KH010301,,,,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Poy Char,KH010302,,,,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Ponley,KH010303,,,,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Spean Sraeng,KH010304,,,,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Srah Chik,KH010305,,,,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Phnum Dei,KH010306,,,,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Chnuor Mean Chey,KH010401,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Chob Vari,KH010402,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Phnum Lieb,KH010403,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Prasat,KH010404,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Preak Netr Preah,KH010405,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Rohal,KH010406,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Tean Kam,KH010407,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Tuek Chour,KH010408,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Bos Sbov,KH010409,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Changha,KH010501,,,,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Koub,KH010502,,,,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Kuttasat,KH010503,,,,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Samraong,KH010505,,,,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Souphi,KH010506,,,,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Soengh,KH010507,,,,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Ou Beichoan,KH010509,,,,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Kampong Svay,KH010602,,,,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Kaoh Pong Satv,KH010603,,,,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Mkak,KH010604,,,,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Ou Ambel,KH010605,,,,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Phniet,KH010606,,,,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Preah Ponlea,KH010607,,,,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Tuek Thla,KH010608,,,,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Banteay Chhmar,KH010701,,,,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Kouk Romiet,KH010702,,,,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Phum Thmei,KH010703,,,,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Thma Puok,KH010704,,,,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Kouk Kakthen,KH010705,,,,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
Kumru,KH010706,,,,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
