admin2Name_fr,admin2Pcode,admin2RefName,admin2AltName1_fr,admin2AltName2_fr,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Banikoara,BJ0101,,,,Alibori,BJ01,Benin,BJ,2015-08-07,2021-12-31,
Gogounou,BJ0102,,,,Alibori,BJ01,Benin,BJ,2015-08-07,2021-12-31,
Kandi,BJ0103,,,,Alibori,BJ01,Benin,BJ,2015-08-07,2021-12-31,
Karimama,BJ0104,,,,Alibori,BJ01,Benin,BJ,2015-08-07,2021-12-31,
Malanville,BJ0105,,,,Alibori,BJ01,Benin,BJ,2015-08-07,2021-12-31,
Segbana,BJ0106,,,,Alibori,BJ01,Benin,BJ,2015-08-07,2021-12-31,
Boukoumbe,BJ0201,,,,Atakora,BJ02,Benin,BJ,2015-08-07,2021-12-31,
Kerou,BJ0202,,,,Atakora,BJ02,Benin,BJ,2015-08-07,2021-12-31,
Kobli,BJ0203,,,,Atakora,BJ02,Benin,BJ,2015-08-07,2021-12-31,
Kouande,BJ0204,,,,Atakora,BJ02,Benin,BJ,2015-08-07,2021-12-31,
Materi,BJ0205,,,,Atakora,BJ02,Benin,BJ,2015-08-07,2021-12-31,
Natitingou,BJ0206,,,,Atakora,BJ02,Benin,BJ,2015-08-07,2021-12-31,
Pehunco,BJ0207,,,,Atakora,BJ02,Benin,BJ,2015-08-07,2021-12-31,
Tanguieta,BJ0208,,,,Atakora,BJ02,Benin,BJ,2015-08-07,2021-12-31,
Toukountouna,BJ0209,,,,Atakora,BJ02,Benin,BJ,2015-08-07,2021-12-31,
Abomey-calavi,BJ0301,,,,Atlantique,BJ03,Benin,BJ,2015-08-07,2021-12-31,
Allada,BJ0302,,,,Atlantique,BJ03,Benin,BJ,2015-08-07,2021-12-31,
Kpomasse,BJ0303,,,,Atlantique,BJ03,Benin,BJ,2015-08-07,2021-12-31,
Ouidah,BJ0304,,,,Atlantique,BJ03,Benin,BJ,2015-08-07,2021-12-31,
So-ava,BJ0305,,,,Atlantique,BJ03,Benin,BJ,2015-08-07,2021-12-31,
Toffo,BJ0306,,,,Atlantique,BJ03,Benin,BJ,2015-08-07,2021-12-31,
Tori-bossito,BJ0307,,,,Atlantique,BJ03,Benin,BJ,2015-08-07,2021-12-31,
Ze,BJ0308,,,,Atlantique,BJ03,Benin,BJ,2015-08-07,2021-12-31,
Bembereke,BJ0401,,,,Borgou,BJ04,Benin,BJ,2015-08-07,2021-12-31,
Kalale,BJ0402,,,,Borgou,BJ04,Benin,BJ,2015-08-07,2021-12-31,
Ndali,BJ0403,,,,Borgou,BJ04,Benin,BJ,2015-08-07,2021-12-31,
Nikki,BJ0404,,,,Borgou,BJ04,Benin,BJ,2015-08-07,2021-12-31,
Parakou,BJ0405,,,,Borgou,BJ04,Benin,BJ,2015-08-07,2021-12-31,
Perere,BJ0406,,,,Borgou,BJ04,Benin,BJ,2015-08-07,2021-12-31,
Sinende,BJ0407,,,,Borgou,BJ04,Benin,BJ,2015-08-07,2021-12-31,
Tchaourou,BJ0408,,,,Borgou,BJ04,Benin,BJ,2015-08-07,2021-12-31,
Bante,BJ0501,,,,Collines,BJ05,Benin,BJ,2015-08-07,2021-12-31,
Dassa,BJ0502,,,,Collines,BJ05,Benin,BJ,2015-08-07,2021-12-31,
Glazoue,BJ0503,,,,Collines,BJ05,Benin,BJ,2015-08-07,2021-12-31,
Ouesse,BJ0504,,,,Collines,BJ05,Benin,BJ,2015-08-07,2021-12-31,
Savalou,BJ0505,,,,Collines,BJ05,Benin,BJ,2015-08-07,2021-12-31,
Save,BJ0506,,,,Collines,BJ05,Benin,BJ,2015-08-07,2021-12-31,
Aplahoue,BJ0601,,,,Couffo,BJ06,Benin,BJ,2015-08-07,2021-12-31,
Djakotome,BJ0602,,,,Couffo,BJ06,Benin,BJ,2015-08-07,2021-12-31,
Dogbo-tota,BJ0603,,,,Couffo,BJ06,Benin,BJ,2015-08-07,2021-12-31,
Klouekanme,BJ0604,,,,Couffo,BJ06,Benin,BJ,2015-08-07,2021-12-31,
Lalo,BJ0605,,,,Couffo,BJ06,Benin,BJ,2015-08-07,2021-12-31,
Toviklin,BJ0606,,,,Couffo,BJ06,Benin,BJ,2015-08-07,2021-12-31,
Bassila,BJ0701,,,,Donga,BJ07,Benin,BJ,2015-08-07,2021-12-31,
Djougou,BJ0702,,,,Donga,BJ07,Benin,BJ,2015-08-07,2021-12-31,
Kopargo,BJ0703,,,,Donga,BJ07,Benin,BJ,2015-08-07,2021-12-31,
Ouake,BJ0704,,,,Donga,BJ07,Benin,BJ,2015-08-07,2021-12-31,
Cotonou,BJ0800,,,,Littoral,BJ08,Benin,BJ,2015-08-07,2021-12-31,
Athieme,BJ0901,,,,Mono,BJ09,Benin,BJ,2015-08-07,2021-12-31,
Bopa,BJ0902,,,,Mono,BJ09,Benin,BJ,2015-08-07,2021-12-31,
Come,BJ0903,,,,Mono,BJ09,Benin,BJ,2015-08-07,2021-12-31,
Grand-popo,BJ0904,,,,Mono,BJ09,Benin,BJ,2015-08-07,2021-12-31,
Houeyogbe,BJ0905,,,,Mono,BJ09,Benin,BJ,2015-08-07,2021-12-31,
Lokossa,BJ0906,,,,Mono,BJ09,Benin,BJ,2015-08-07,2021-12-31,
Adjara,BJ1001,,,,Oueme,BJ10,Benin,BJ,2015-08-07,2021-12-31,
