admin1Name_en,admin1Pcode,admin1RefName,admin1AltName1_en,admin1AltName2_en,admin0Name_en,admin0Pcode,date,validOn,validTo
Western Cape,ZA1,,,,South Africa,ZA,2018-12-27,2020-11-12,
Eastern Cape,ZA2,,,,South Africa,ZA,2018-12-27,2020-11-12,
Nothern Cape,ZA3,,,,South Africa,ZA,2018-12-27,2020-11-12,
Free State,ZA4,,,,South Africa,ZA,2018-12-27,2020-11-12,
KwaZulu-Natal,ZA5,,,,South Africa,ZA,2018-12-27,2020-11-12,
North West,ZA6,,,,South Africa,ZA,2018-12-27,2020-11-12,
Gauteng,ZA7,,,,South Africa,ZA,2018-12-27,2020-11-12,
Mpumalanga,ZA8,,,,South Africa,ZA,2018-12-27,2020-11-12,
Limpopo,ZA9,,,,South Africa,ZA,2018-12-27,2020-11-12,
