admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Ambriz,AO01001001,,,,Ambriz,AO01001,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Bela Vista,AO01001002,,,,Ambriz,AO01001,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Tabi,AO01001003,,,,Ambriz,AO01001,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Barra do Dande,AO01002004,,,,Dande,AO01002,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Caxito,AO01002005,,,,Dande,AO01002,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Kikabo,AO01002006,,,,Dande,AO01002,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Mabubas,AO01002007,,,,Dande,AO01002,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Ucua,AO01002008,,,,Dande,AO01002,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Funda,AO01002299,,,,Dande,AO01002,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Gombe,AO01005017,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Kage,AO01005018,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Kanacassala,AO01005019,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Kicunzo,AO01005020,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Kixico,AO01005021,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Muxiluando,AO01005022,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Zala,AO01005023,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Bula-Atumba,AO01040145,,,,Bula-Atumba,AO01040,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Kiaje,AO01040146,,,,Bula-Atumba,AO01040,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Kibaxe,AO01043153,,,,Dembos-Quibaxe,AO01043,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Paredes,AO01043154,,,,Dembos-Quibaxe,AO01043,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Piri,AO01043155,,,,Dembos-Quibaxe,AO01043,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
S. Jose das Matas,AO01043156,,,,Dembos-Quibaxe,AO01043,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Pango-Aluquem,AO01047166,,,,Pango-Aluquém,AO01047,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Baia Farta,AO02006024,,,,Baía Farta,AO02006,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Dombe Grande,AO02006025,,,,Baía Farta,AO02006,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Ekimina,AO02006026,,,,Baía Farta,AO02006,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Kalahanga,AO02006027,,,,Baía Farta,AO02006,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Balombo,AO02007028,,,,Balombo,AO02007,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Chindumbo,AO02007029,,,,Balombo,AO02007,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Chingongo,AO02007030,,,,Balombo,AO02007,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Benguela,AO02008031,,,,Benguela,AO02008,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Bocoio,AO02009032,,,,Bocoio,AO02009,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Cavimbe,AO02009033,,,,Bocoio,AO02009,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Chila,AO02009034,,,,Bocoio,AO02009,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Monte Belo,AO02009035,,,,Bocoio,AO02009,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Passe,AO02009036,,,,Bocoio,AO02009,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Cayavi,AO02010037,,,,Caimbambo,AO02010,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Kaimbambo,AO02010038,,,,Caimbambo,AO02010,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Kanhamela,AO02010039,,,,Caimbambo,AO02010,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Katengue,AO02010040,,,,Caimbambo,AO02010,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Wyiagombe,AO02010041,,,,Caimbambo,AO02010,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Bolonguela,AO02011042,,,,Chongoroi,AO02011,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Chongoroi,AO02011043,,,,Chongoroi,AO02011,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Cubal,AO02012044,,,,Cubal,AO02012,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Kapupa,AO02012045,,,,Cubal,AO02012,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Lambala,AO02012046,,,,Cubal,AO02012,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Quendo,AO02012047,,,,Cubal,AO02012,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Babaera,AO02013048,,,,Ganda,AO02013,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Chikuma,AO02013049,,,,Ganda,AO02013,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Ebanga,AO02013050,,,,Ganda,AO02013,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Ganda,AO02013051,,,,Ganda,AO02013,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Kaseke,AO02013052,,,,Ganda,AO02013,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Egito-Praia,AO02014054,,,,Lobito,AO02014,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Kanjala,AO02014055,,,,Lobito,AO02014,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Lobito,AO02014057,,,,Lobito,AO02014,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Biopio,AO02164053,,,,Catumbela,AO02164,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Katumbela,AO02164056,,,,Catumbela,AO02164,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Lobito,AO02164057,,,,Catumbela,AO02164,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Andulo,AO03015058,,,,Andulo,AO03015,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Chivaulo,AO03015059,,,,Andulo,AO03015,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Kalucinga,AO03015060,,,,Andulo,AO03015,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Kassumbe,AO03015061,,,,Andulo,AO03015,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Kamakupa,AO03016062,,,,Camacupa,AO03016,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Kwanza,AO03016063,,,,Camacupa,AO03016,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Ringoma,AO03016064,,,,Camacupa,AO03016,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
St. Antonio da Muinha,AO03016065,,,,Camacupa,AO03016,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Umpulo,AO03016066,,,,Camacupa,AO03016,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Chipeta,AO03017067,,,,Catabola,AO03017,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Chiuca,AO03017068,,,,Catabola,AO03017,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Kaiuera,AO03017069,,,,Catabola,AO03017,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Katabola,AO03017070,,,,Catabola,AO03017,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Chinguar,AO03018071,,,,Chinguar,AO03018,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Kangote,AO03018072,,,,Chinguar,AO03018,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Kutato,AO03018073,,,,Chinguar,AO03018,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Cachingues,AO03019074,,,,Chitembo,AO03019,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Chitembo,AO03019075,,,,Chitembo,AO03019,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Malengue,AO03019076,,,,Chitembo,AO03019,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Mumbue,AO03019077,,,,Chitembo,AO03019,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Mutumbo,AO03019078,,,,Chitembo,AO03019,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Soma Kwanza,AO03019079,,,,Chitembo,AO03019,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Kuemba,AO03020080,,,,Cuemba,AO03020,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Luando,AO03020081,,,,Cuemba,AO03020,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Munhango,AO03020082,,,,Cuemba,AO03020,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Sachinemuna,AO03020083,,,,Cuemba,AO03020,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Kunhinga,AO03021084,,,,Cunhinga,AO03021,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Cambandua,AO03022085,,,,Cuito (Kuito),AO03022,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Chicala,AO03022086,,,,Cuito (Kuito),AO03022,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Kuito,AO03022087,,,,Cuito (Kuito),AO03022,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Trumba,AO03022088,,,,Cuito (Kuito),AO03022,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Dando,AO03023089,,,,N'harea,AO03023,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Gamba,AO03023090,,,,N'harea,AO03023,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Kaiei,AO03023091,,,,N'harea,AO03023,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Lubia,AO03023092,,,,N'harea,AO03023,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Nharea,AO03023093,,,,N'harea,AO03023,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Belize,AO04024094,,,,Belize,AO04024,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Luali,AO04024095,,,,Belize,AO04024,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Mikonje,AO04024096,,,,Belize,AO04024,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Buco Zau,AO04025097,,,,Buco Zau,AO04025,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Nekuto,AO04025098,,,,Buco Zau,AO04025,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Nhuca,AO04025099,,,,Buco Zau,AO04025,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Cabinda,AO04026100,,,,Cabinda,AO04026,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Malembo,AO04026101,,,,Cabinda,AO04026,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Tando Zinze,AO04026102,,,,Cabinda,AO04026,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Dinge,AO04027103,,,,Cacongo (Landana),AO04027,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Kakongo,AO04027104,,,,Cacongo (Landana),AO04027,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Massabi,AO04027105,,,,Cacongo (Landana),AO04027,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Kalai,AO05028106,,,,Calai,AO05028,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Maue,AO05028107,,,,Calai,AO05028,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Bondo,AO05029108,,,,Cuangar,AO05029,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Cuangar,AO05029109,,,,Cuangar,AO05029,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Savate,AO05029110,,,,Cuangar,AO05029,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Chinguanja,AO05030111,,,,Cuchi,AO05030,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Kuchi,AO05030112,,,,Cuchi,AO05030,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Kutato,AO05030113,,,,Cuchi,AO05030,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Baixo Longa,AO05031114,,,,Cuito Cuanavale,AO05031,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Kuito Kuanavale,AO05031115,,,,Cuito Cuanavale,AO05031,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Longa,AO05031116,,,,Cuito Cuanavale,AO05031,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Lupire,AO05031117,,,,Cuito Cuanavale,AO05031,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Dirico,AO05032118,,,,Dirico,AO05032,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Mucusso,AO05032119,,,,Dirico,AO05032,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Xa-Mavera,AO05032120,,,,Dirico,AO05032,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Kunjamba,AO05033121,,,,Mavinga,AO05033,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Kutuile,AO05033122,,,,Mavinga,AO05033,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
