admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Abbottabad,PK20101,,,,Abbottabad,PK201,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Bannu,PK20201,,,,Bannu,PK202,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Domel,PK20202,,,,Bannu,PK202,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Alai,PK20301,,,,Batagram,PK203,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Batagram,PK20302,,,,Batagram,PK203,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Chagharzai,PK20401,,,,Buner,PK204,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Chamla,PK20402,,,,Buner,PK204,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Daggar,PK20403,,,,Buner,PK204,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Gagra,PK20404,,,,Buner,PK204,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Pir Baba/ Gadaizi,PK20405,,,,Buner,PK204,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Totalai,PK20406,,,,Buner,PK204,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Charsadda,PK20501,,,,Charsadda,PK205,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Tangi,PK20502,,,,Charsadda,PK205,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Chitral,PK20601,,,,Chitral,PK206,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Mastuj,PK20602,,,,Chitral,PK206,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Daraban,PK20701,,,,Dera Ismail Khan,PK207,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Dera Ismail Khan,PK20702,,,,Dera Ismail Khan,PK207,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Kulachi,PK20703,,,,Dera Ismail Khan,PK207,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Paharpur,PK20704,,,,Dera Ismail Khan,PK207,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Hangu,PK20801,,,,Hangu,PK208,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Tall,PK20802,,,,Hangu,PK208,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Ghazi,PK20901,,,,Haripur,PK209,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Haripur,PK20902,,,,Haripur,PK209,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Banda Daud Shah,PK21001,,,,Karak,PK210,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Karak,PK21002,,,,Karak,PK210,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Takht E Nasrati,PK21003,,,,Karak,PK210,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Kohat,PK21101,,,,Kohat,PK211,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Lachi,PK21102,,,,Kohat,PK211,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Dassu,PK21201,,,,Kohistan,PK212,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Palas,PK21202,,,,Kohistan,PK212,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Pattan,PK21203,,,,Kohistan,PK212,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Lakki Marwat,PK21301,,,,Lakki Marwat,PK213,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
Sarai Naurang,PK21302,,,,Lakki Marwat,PK213,Khyber Pakhtunkhwa,PK2,Pakistan,PK,2018-11-30,2018-12-18,
