admin3Name_en,admin3Name_ua,admin3Name_ru,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ua,admin3AltName2_ua,admin3AltName1_ru,admin3AltName2_ru,admin2Name_en,admin2Name_ua,admin2Name_ru,admin2Pcode,admin1Name_en,admin1Name_ua,admin1Name_ru,admin1Pcode,admin0Name_en,admin0Name_ua,admin0Name_ru,admin0Pcode,date,validOn,validTo,admin3ClassCode,admin3ClassType,admin3PoliticalType,admin3pcode2016,admin2ClassType,admin1ClassType
Rohivska,Рогівська,Роговский,UA7124386800,Rohivska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124386800,район,область
Ropotuska,Ропотуська,Ропотухский,UA7124387000,Ropotuska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124387000,район,область
Ryzhavska,Рижавська,Рыжавский,UA7124387300,Ryzhavska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124387300,район,область
Svynarska,Свинарська,Свинарский,UA7124387400,Svynarska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124387400,район,область
Sobkivska,Собківська,Собковский,UA7124387500,Sobkivska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124387500,район,область
Starobabanivska,Старобабанівська,Старобабановский,UA7124387700,Starobabanivska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124387700,район,область
Stepkivska,Степківська,Степковский,UA7124387800,Stepkivska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124387800,район,область
Sushkivska,Сушківська,Сушковский,UA7124388000,Sushkivska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124388000,район,область
Tanska,Танська,Танский,UA7124388300,Tanska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124388300,район,область
Tekuchanska,Текучанська,Текучанский,UA7124388600,Tekuchanska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124388600,район,область
Tomashivska,Томашівська,Томашовский,UA7124388900,Tomashivska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124388900,район,область
Furmanska,Фурманська,Фурманский,UA7124389000,Furmanska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124389000,район,область
Cherpovodivska,Черповодівська,Черповодовский,UA7124389200,Cherpovodivska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124389200,район,область
Sharynska,Шаринська,Шаринский,UA7124389300,Sharynska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124389300,район,область
Yurkivska,Юрківська,Юрковский,UA7124389500,Yurkivska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124389500,район,область
Yatranivska,Ятранівська,Ятрановский,UA7124389800,Yatranivska,,,,,,,Umanskyi,Уманський,Уманский,UA71243,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124389800,район,область
Khrystynivska,Христинівська,Христиновский,UA7124610100,Khrystynivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,міська рада,7124610100,район,область
Verkhniatska,Верхняцька,Верхнячский,UA7124655300,Verkhniatska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,7124655300,район,область
Botvynivska,Ботвинівська,Ботвиновский,UA7124680500,Botvynivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124680500,район,область
Velykosevastianivska,Великосевастянівська,Великосевастьяновский,UA7124681000,Velykosevastianivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124681000,район,область
Verbuvatska,Вербуватська,Вербоватский,UA7124681500,Verbuvatska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124681500,район,область
Zaiachkivska,Заячківська,Заячковский,UA7124682000,Zaiachkivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124682000,район,область
Zorianska,Зорянська,Зорянский,UA7124682200,Zorianska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124682200,район,область
Ivanhorodska,Івангородська,Ивангородский,UA7124682500,Ivanhorodska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124682500,район,область
Kuzmyno-Hrebelska,Кузьмино-Гребельська,Кузьмино-Гребельский,UA7124683000,Kuzmyno-Hrebelska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124683000,район,область
Lishchynivska,Ліщинівська,Лещиновский,UA7124683500,Lishchynivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124683500,район,область
Malosevastianivska,Малосевастянівська,Малосевастьяновский,UA7124684000,Malosevastianivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124684000,район,область
Oradivska,Орадівська,Орадовский,UA7124684500,Oradivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124684500,район,область
Ositnianska,Осітнянська,Осотнянский,UA7124684700,Ositnianska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124684700,район,область
Penizhkivska,Пеніжківська,Пенежковский,UA7124685000,Penizhkivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124685000,район,область
Rozsishkivska,Розсішківська,Россошковский,UA7124685500,Rozsishkivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124685500,район,область
Synytska,Синицька,Синицкий,UA7124686000,Synytska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124686000,район,область
Sychivska,Сичівська,Сычовский,UA7124686500,Sychivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124686500,район,область
Talalaivska,Талалаївська,Талалаевский,UA7124686600,Talalaivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124686600,район,область
Uhluvatska,Углуватська,Угловатский,UA7124687000,Uhluvatska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124687000,район,область
Khrystynivska,Христинівська,Христиновский,UA7124687500,Khrystynivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124687500,район,область
Shelpakhivska,Шельпахівська,Шельпаховский,UA7124688000,Shelpakhivska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124688000,район,область
Shukaivodska,Шукайводська,Шукайводский,UA7124688500,Shukaivodska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124688500,район,область
Yahubetska,Ягубецька,Ягубецкий,UA7124689000,Yahubetska,,,,,,,Khrystynivskyi,Христинівський,Христиновский,UA71246,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124689000,район,область
Baibuzivska,Байбузівська,Байбузовский,UA7124980500,Baibuzivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124980500,район,область
Bilozirska,Білозірська,Белозорский,UA7124981000,Bilozirska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська ОТГ,7124981000,район,область
Budyshchenska,Будищенська,Будищенский,UA7124981500,Budyshchenska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124981500,район,область
Verhunivska,Вергунівська,Вергуновский,UA7124982000,Verhunivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124982000,район,область
Heronymivska,Геронимівська,Геронимовский,UA7124982500,Heronymivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124982500,район,область
Dubiivska,Дубіївська,Дубиевский,UA7124983000,Dubiivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124983000,район,область
Dumanetska,Думанецька,Думанецкий,UA7124983500,Dumanetska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124983500,район,область
Kumeikivska,Кумейківська,Кумейковский,UA7124984000,Kumeikivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124984000,район,область
Leskivska,Леськівська,Леськовский,UA7124984500,Leskivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124984500,район,область
Moshnivska,Мошнівська,Мошновский,UA7124985000,Moshnivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124985000,район,область
Rusko-Polianska,Русько-Полянська,Русско-Полянский,UA7124985200,Rusko-Polianska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124985200,район,область
Sahunivska,Сагунівська,Сагуновский,UA7124985500,Sahunivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124985500,район,область
Svydivotska,Свидівоцька,Свидовокский,UA7124986000,Svydivotska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124986000,район,область
Sofiivska,Софіївська,Софиевский,UA7124986500,Sofiivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124986500,район,область
Stepankivska,Степанківська,Степанковский,UA7124987000,Stepankivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124987000,район,область
Tubiltsivska,Тубільцівська,Тубольцевский,UA7124987500,Tubiltsivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124987500,район,область
Khatskivska,Хацьківська,Хацковский,UA7124988000,Khatskivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124988000,район,область
Khudiakivska,Худяківська,Худяковский,UA7124988500,Khudiakivska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124988500,район,область
Khutirska,Хутірська,Хуторский,UA7124988700,Khutirska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124988700,район,область
Chervonoslobidska,Червонослобідська,Червонослободский,UA7124989000,Chervonoslobidska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124989000,район,область
Chorniavska,Чорнявська,Чернявский,UA7124989200,Chorniavska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124989200,район,область
Yasnozirska,Яснозірська,Яснозорский,UA7124989500,Yasnozirska,,,,,,,Cherkaskyi,Черкаський,Черкасский,UA71249,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7124989500,район,область
Chornobaivska,Чорнобаївська,Чернобаевский,UA7125155100,Chornobaivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,7125155100,район,область
Bohodukhivska,Богодухівська,Богодуховский,UA7125180400,Bohodukhivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125180400,район,область
Vasiutynska,Васютинська,Васютинский,UA7125180800,Vasiutynska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125180800,район,область
Velykoburimska,Великобурімська,Великобуромский,UA7125181200,Velykoburimska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125181200,район,область
Velykokanivetska,Великоканівецька,Великоканевецкий,UA7125181600,Velykokanivetska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125181600,район,область
Veremiivska,Вереміївська,Веремиевский,UA7125182000,Veremiivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125182000,район,область
Veselokhutirska,Веселохутірська,Веселохуторский,UA7125182200,Veselokhutirska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125182200,район,область
Zhovnynska,Жовнинська,Жовнинский,UA7125182400,Zhovnynska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125182400,район,область
Irkliivska,Іркліївська,Ирклиевский,UA7125182800,Irkliivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125182800,район,область
Klishchynska,Кліщинська,Клещинский,UA7125183200,Klishchynska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125183200,район,область
Pryvitnenska,Привітненська,Приветненский,UA7125183400,Pryvitnenska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125183400,район,область
Krasenivska,Красенівська,Красеновский,UA7125183600,Krasenivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125183600,район,область
Khrestytelivska,Хрестителівська,Крестителевский,UA7125184000,Khrestytelivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125184000,район,область
Krutkivska,Крутьківська,Крутьковский,UA7125184400,Krutkivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125184400,район,область
Stepivska,Степівська,Степовский,UA7125184800,Stepivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125184800,район,область
Lykholitska,Лихолітська,Лихолетский,UA7125185000,Lykholitska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125185000,район,область
Lukashivska,Лукашівська,Лукашовский,UA7125185200,Lukashivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125185200,район,область
Liashchivska,Лящівська,Лящовский,UA7125185600,Liashchivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125185600,район,область
Maloburimska,Малобурімська,Малобуромский,UA7125186000,Maloburimska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125186000,район,область
Melnykivska,Мельниківська,Мельниковский,UA7125186400,Melnykivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125186400,район,область
Moskalenkivska,Москаленківська,Москаленковский,UA7125186800,Moskalenkivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125186800,район,область
Mokhnatska,Мохнацька,Мохначский,UA7125187000,Mokhnatska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125187000,район,область
Novozhyttivska,Новожиттівська,Новожиттевский,UA7125187200,Novozhyttivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125187200,район,область
Novoukrainska,Новоукраїнська,Новоукраинский,UA7125187600,Novoukrainska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125187600,район,область
Pershotravneva,Першотравнева,Першотравневый,UA7125187900,Pershotravneva,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125187900,район,область
Prydniprovska,Придніпровська,Приднепровский,UA7125188000,Prydniprovska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125188000,район,область
Revbynska,Ревбинська,Ревбинский,UA7125188400,Revbynska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125188400,район,область
Starokovraiska,Староковрайська,Староковрайский,UA7125188800,Starokovraiska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125188800,район,область
Tymchenkivska,Тимченківська,Тимченковский,UA7125189200,Tymchenkivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125189200,район,область
Frankivska,Франківська,Франковский,UA7125189600,Frankivska,,,,,,,Chornobaivskyi,Чорнобаївський,Чернобаевский,UA71251,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125189600,район,область
Chyhyrynska,Чигиринська,Чигиринский,UA7125410100,Chyhyrynska,,,,,,,Chyhyrynskyi,Чигиринський,Чигиринский,UA71254,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,міська рада,7125410100,район,область
Borovytska,Боровицька,Боровицкий,UA7125480500,Borovytska,,,,,,,Chyhyrynskyi,Чигиринський,Чигиринский,UA71254,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,7125480500,район,область
