admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Hyesan City,KP0101,,,,Ryanggang,KP01,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Samsu,KP0102,,,,Ryanggang,KP01,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Kim Jong Suk,KP0103,,,,Ryanggang,KP01,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Kim Hyong Jik,KP0104,,,,Ryanggang,KP01,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Kim Hyong Gwon,KP0105,,,,Ryanggang,KP01,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Pochon,KP0106,,,,Ryanggang,KP01,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Samjiyon,KP0107,,,,Ryanggang,KP01,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Taehongdan,KP0108,,,,Ryanggang,KP01,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Unhung,KP0109,,,,Ryanggang,KP01,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Paekam,KP0110,,,,Ryanggang,KP01,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Kabsan,KP0111,,,,Ryanggang,KP01,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Phungso,KP0112,,,,Ryanggang,KP01,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Rason City,KP0201,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Kim Chaek City,KP0202,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Hoeryong City,KP0203,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Chongjin City,KP0205,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Kilju,KP0211,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Hwadae,KP0212,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Myongchon,KP0213,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
Myonggan,KP0214,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
