admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Teupah Selatan,ID1101010,,,,Simeulue,ID1101,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Simeulue Timur,ID1101020,,,,Simeulue,ID1101,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Teupah Barat,ID1101021,,,,Simeulue,ID1101,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Teupah Tengah,ID1101022,,,,Simeulue,ID1101,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Simeulue Tengah,ID1101030,,,,Simeulue,ID1101,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Teluk Dalam,ID1101031,,,,Simeulue,ID1101,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Simeulue Cut,ID1101032,,,,Simeulue,ID1101,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Salang,ID1101040,,,,Simeulue,ID1101,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Simeulue Barat,ID1101050,,,,Simeulue,ID1101,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Alafan,ID1101051,,,,Simeulue,ID1101,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Pulau Banyak,ID1102010,,,,Aceh Singkil,ID1102,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Pulau Banyak Barat,ID1102011,,,,Aceh Singkil,ID1102,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Singkil,ID1102020,,,,Aceh Singkil,ID1102,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Singkil Utara,ID1102021,,,,Aceh Singkil,ID1102,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Kuala Baru,ID1102022,,,,Aceh Singkil,ID1102,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
Simpang Kanan,ID1102030,,,,Aceh Singkil,ID1102,Aceh,ID11,Indonesia,ID,2019-12-20,2020-04-01,
