admin2Name_fr,admin2Pcode,admin2RefName,admin2AltName1_fr,admin2AltName2_fr,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Agoe-Nyive,TG0309,,,,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Agou,TG0403,,,,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Akebou,TG0410,,,,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Amou,TG0401,,,,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Anie,TG0411,,,,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Assoli,TG0201,,,,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Ave,TG0301,,,,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Bas-Mono,TG0302,,,,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Bassar,TG0202,,,,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Binah,TG0203,,,,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Blitta,TG0101,,,,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Cinkasse,TG0517,,,,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Dankpen,TG0204,,,,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Danyi,TG0404,,,,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Doufelgou,TG0205,,,,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Est-Mono,TG0405,,,,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Golfe,TG0303,,,,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Haho,TG0406,,,,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Keran,TG0206,,,,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Kloto,TG0412,,,,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kozah,TG0207,,,,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Kpele,TG0407,,,,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpendjal,TG0513,,,,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Lacs,TG0304,,,,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Lome Commune,TG0305,,,,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Moyen-Mono,TG0408,,,,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Naki-Ouest,TG0518,,,,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Ogou,TG0409,,,,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Oti,TG0514,,,,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Oti-Sud,TG0519,,,,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
