admin0Name_en,admin0Name_sw,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_sw,admin0AltName2_sw,date,validOn,validTo
United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,,,,,,2018-10-19,2018-10-22,
