admin3Name_es,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin2Name_es,admin2Pcode,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
Monagrillo,PA070104,,,,Chitré,PA0701,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
San Juan Bautista,PA070105,San Juan Bautista,,,Chitré,PA0701,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Chepo,PA070201,,,,Las Minas,PA0702,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Chumical,PA070202,,,,Las Minas,PA0702,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
El Toro,PA070203,El Toro,,,Las Minas,PA0702,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Las Minas,PA070204,Las Minas,,,Las Minas,PA0702,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Leones,PA070205,,,,Las Minas,PA0702,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Quebrada del Rosario,PA070206,Quebrada del Rosario,,,Las Minas,PA0702,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Capurí,PA070301,Capuri,,,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
El Calabacito,PA070302,El Calabacito,,,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
El Cedro,PA070303,El Cedro,,,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
La Arena,PA070304,La Arena,,,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
La Pitalosa,PA070305,La Pitalosa,,,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Los Cerritos,PA070306,Los Cerritos,,,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Los Cerros de Paja,PA070307,Los Cerros de Paja,,,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Los Pozos,PA070308,Los Pozos,,,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Cerro Largo,PA070401,Cerro Largo,,,Ocú,PA0704,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
El Tijera,PA070402,El Tijera,,,Ocú,PA0704,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Llano Grande,PA070403,Llano Grande,,,Ocú,PA0704,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Los Llanos,PA070404,Los Llanos,,,Ocú,PA0704,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Ocú,PA070405,Ocu,,,Ocú,PA0704,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Peñas Chatas,PA070406,Penas Chatas,,,Ocú,PA0704,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Cabuya,PA070501,,,,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Llano de la Cruz,PA070502,Llano de la Cruz,,,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Los Castillos,PA070503,Los Castillos,,,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
París,PA070504,Paris,,,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Parita,PA070505,,,,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Portobelillo,PA070506,,,,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Potuga,PA070507,,,,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
El Barrero,PA070601,El Barrero,,,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
El Ciruelo,PA070602,El Ciruelo,,,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
El Pájaro,PA070603,El Pajaro,,,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
El Pedregoso,PA070604,El Pedregoso,,,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Las Cabras,PA070605,Las Cabras,,,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Pesé,PA070606,Pese,,,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Rincón Hondo,PA070607,Rincon Hondo,,,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Sabanagrande,PA070608,,,,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Chupampa,PA070701,,,,Santa María,PA0707,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
El Limón,PA070702,El Limon,,,Santa María,PA0707,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
El Rincón,PA070703,El Rincon,,,Santa María,PA0707,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Los Canelos,PA070704,Los Canelos,,,Santa María,PA0707,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Santa María,PA070705,Santa Maria,,,Santa María,PA0707,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Ailigandí,PA080101,Ailigandi,,,Kuna Yala,PA0801,Kuna Yala,PA08,Panamá,PA,2020-06-15,2021-10-27,
Narganá,PA080102,Nargana,,,Kuna Yala,PA0801,Kuna Yala,PA08,Panamá,PA,2020-06-15,2021-10-27,
Puerto Obaldía,PA080103,Puerto Obaldia,,,Kuna Yala,PA0801,Kuna Yala,PA08,Panamá,PA,2020-06-15,2021-10-27,
Tubualá,PA080104,Tubuala,,,Kuna Yala,PA0801,Kuna Yala,PA08,Panamá,PA,2020-06-15,2021-10-27,
El Espinal,PA090101,El Espinal,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Hato,PA090102,El Hato,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Macano,PA090103,El Macano,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Guararé Arriba,PA090104,Guarare Arriba,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Guararé,PA090105,Guarare,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
La Enea,PA090106,La Enea,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
La Pasera,PA090107,La Pasera,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Las Trancas,PA090108,Las Trancas,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Llano Abajo,PA090109,Llano Abajo,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Perales,PA090110,,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Bajo Corral,PA090201,Bajo Corral,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Bayano,PA090202,,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Carate,PA090203,El Carate,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Cocal,PA090204,El Cocal,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Manantial,PA090205,El Manantial,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Muñoz,PA090206,El Munoz,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Pedregoso,PA090207,El Pedregoso,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
La Laja,PA090208,La Laja,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
La Miel,PA090209,La Miel,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
La Palma,PA090210,La Palma,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
La Tiza,PA090211,La Tiza,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Las Palmitas,PA090212,Las Palmitas,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Las Tablas Abajo,PA090213,Las Tablas Abajo,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Las Tablas,PA090214,Las Tablas,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Nuario,PA090215,,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Palmira,PA090216,,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Peña Blanca,PA090217,Pena Blanca,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Río Hondo,PA090218,Rio Hondo,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
San José,PA090219,San Jose,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
San Miguel,PA090220,San Miguel,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Santo Domingo,PA090221,Santo Domingo,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Sesteadero,PA090222,,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Valle Rico,PA090223,Valle Rico,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Vallerriquito,PA090224,,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Agua Buena,PA090301,Agua Buena,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Guásimo,PA090302,El Guasimo,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
La Colorada,PA090303,La Colorada,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
La Espigadilla,PA090304,La Espigadilla,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
La Villa de Los Santos,PA090305,La Villa de Los Santos,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Las Cruces,PA090306,Las Cruces,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Las Guabas,PA090307,Las Guabas,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Llano Largo,PA090308,Llano Largo,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Los Angeles,PA090309,Los Angeles,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Los Olivos,PA090310,Los Olivos,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Sabanagrande,PA090311,,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Santa Ana,PA090312,Santa Ana,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Tres Quebradas,PA090313,Tres Quebradas,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Villa Lourdes,PA090314,Villa Lourdes,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Bahía Honda,PA090401,Bahia Honda,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Bajos de Güera,PA090402,Bajos de Guera,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Chupá,PA090403,Chupa,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Corozal,PA090404,,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Cedro,PA090405,El Cedro,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Espino Amarillo,PA090406,Espino Amarillo,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
La Mesa,PA090407,La Mesa,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Las Palmas,PA090408,Las Palmas,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Llano de Piedra,PA090409,Llano de Piedra,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Macaracas,PA090410,,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Mogollón,PA090411,Mogollon,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Los Asientos,PA090501,Los Asientos,,,Pedasí,PA0905,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Mariabé,PA090502,Mariabe,,,Pedasí,PA0905,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Oria Arriba,PA090503,Oria Arriba,,,Pedasí,PA0905,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Pedasí,PA090504,Pedasi,,,Pedasí,PA0905,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Purio,PA090505,,,,Pedasí,PA0905,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Cañafístulo,PA090601,El Canafistulo,,,Pocrí,PA0906,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Lajamina,PA090602,,,,Pocrí,PA0906,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Paraíso,PA090603,Paraiso,,,Pocrí,PA0906,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Paritilla,PA090604,,,,Pocrí,PA0906,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Pocrí,PA090605,Pocri,,,Pocrí,PA0906,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Altos de Güera,PA090701,Altos de Guera,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Cañas,PA090702,Canas,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Cambutal,PA090703,,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Bebedero,PA090704,El Bebedero,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Cacao,PA090705,El Cacao,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
El Cortezo,PA090706,El Cortezo,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Flores,PA090707,,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Guánico,PA090708,Guanico,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
La Tronosa,PA090709,La Tronosa,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Tonosí,PA090710,Tonosi,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Boca De Balsa,PA100101,Boca De Balsa,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Camarón Arriba,PA100102,Camaron Arriba,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Cerro Banco,PA100103,Cerro Banco,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Cerro De Patena,PA100104,Cerro De Patena,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Emplanada de Chorcha,PA100105,Emplanada de Chorcha,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Nämnoni,PA100106,Namnoni,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Niba,PA100107,,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Soloy,PA100108,,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Cascabel,PA100201,,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Hato Corotú,PA100202,Hato Corotu,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Hato Culantro,PA100203,Hato Culantro,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Hato Jobo,PA100204,Hato Jobo,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Hato Julí,PA100205,Hato Juli,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Hato Pilón,PA100206,Hato Pilon,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Quebrada de Loro,PA100207,Quebrada de Loro,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Salto Dupí,PA100208,Salto Dupi,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Alto Caballero,PA100301,Alto Caballero,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Bakama,PA100302,,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Cerro Caña,PA100303,Cerro Cana,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Cerro Puerco,PA100304,Cerro Puerco,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Chichica,PA100305,,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Krüa,PA100306,Krua,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Maraca,PA100307,,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Nibra,PA100308,,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Peña Blanca,PA100309,Pena Blanca,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Roka,PA100310,,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Sitio Prado,PA100311,Sitio Prado,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Umani,PA100312,,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Cerro Iglesias,PA100401,Cerro Iglesias,,,Nole Duima,PA1004,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Hato Chamí,PA100402,Hato Chami,,,Nole Duima,PA1004,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Jädeberi,PA100403,Jadeberi,,,Nole Duima,PA1004,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Lajero,PA100404,,,,Nole Duima,PA1004,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Susama,PA100405,,,,Nole Duima,PA1004,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Agua De Salud,PA100501,Agua De Salud,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Alto de Jesús,PA100502,Alto de Jesus,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Buenos Aires,PA100503,Buenos Aires,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Cerro Pelado,PA100504,Cerro Pelado,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
El Bale,PA100505,El Bale,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
El Paredón,PA100506,El Paredon,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
El Piro,PA100507,El Piro,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Güibale,PA100508,Guibale,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Guayabito,PA100509,,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Büri,PA100601,Buri,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Bisira,PA100602,,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Guariviara,PA100603,,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Guoroní,PA100604,Guoroni,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Kankintú,PA100605,Kankintu,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Mününi,PA100606,Mununi,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Piedra Roja,PA100607,Piedra Roja,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Tuwai,PA100608,,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Bahía Azul,PA100701,Bahia Azul,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Calavébora o Santa Catalina,PA100702,Calavebora o Santa Catalina,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Kusapín,PA100703,Kusapin,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Loma Yuca,PA100704,Loma Yuca,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Río Chiriquí,PA100705,Rio Chiriqui,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Tobobe,PA100706,,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Valle Bonito,PA100707,Valle Bonito,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Arraiján,PA110101,Arraijan,,,Arraiján,PA1101,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Juan Demóstenes Arosemena,PA110102,Juan Demostenes Arosemena,,,Arraiján,PA1101,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Nuevo Emperador,PA110103,Nuevo Emperador,,,Arraiján,PA1101,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Santa Clara,PA110104,Santa Clara,,,Arraiján,PA1101,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Veracruz,PA110105,,,,Arraiján,PA1101,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Vista Alegre,PA110106,Vista Alegre,,,Arraiján,PA1101,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Caimito,PA110201,,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Campana,PA110202,,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Capira,PA110203,,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Cermeño,PA110204,Cermeno,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Cirí de los Sotos,PA110205,Ciri de los Sotos,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Cirí Grande,PA110206,Ciri Grande,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
El Cacao,PA110207,El Cacao,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
La Trinidad,PA110208,La Trinidad,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Lídice,PA110209,Lidice,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Las Ollas Arriba,PA110210,Las Ollas Arriba,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Santa Rosa,PA110211,Santa Rosa,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Villa Carmen,PA110212,Villa Carmen,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Villa Rosario,PA110213,Villa Rosario,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Bejuco,PA110301,,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Buenos Aires,PA110302,Buenos Aires,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Cabuya,PA110303,,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Chame,PA110304,,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Chicá,PA110305,Chica,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
El Libano,PA110306,El Libano,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Las Lajas,PA110307,Las Lajas,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Nueva Gorgona,PA110308,Nueva Gorgona,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Punta Chame,PA110309,Punta Chame,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Sajalices,PA110310,,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Sorá,PA110311,Sora,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Amador,PA110401,,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Arosemena,PA110402,,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
