admin0Name_en,admin0Name_th,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_th,admin0AltName2_th,date,validOn,validTo
Thailand,ประเทศไทย,TH,,,,,,2019-02-18,2019-02-21,
