admin0Name_en,admin0Name_da,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_da,admin0AltName2_da,date,validOn,validTo
Afghanistan,افغانستان,AF,,,,,,2017-08-23,2018-05-22,
