admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_fr,admin3AltName2_fr,admin2Name_fr,admin2Pcode,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Dixinn,GN00200101,Dixinn,,,Conakry,GN002001,Conakry,GN002,Guinea,GN,2016-01-14,2016-03-04,
Kaloum,GN00200102,Kaloum,,,Conakry,GN002001,Conakry,GN002,Guinea,GN,2016-01-14,2016-03-04,
Matam,GN00200103,Matam,,,Conakry,GN002001,Conakry,GN002,Guinea,GN,2016-01-14,2016-03-04,
Matoto,GN00200104,Matoto,,,Conakry,GN002001,Conakry,GN002,Guinea,GN,2016-01-14,2016-03-04,
Ratoma,GN00200105,Ratoma,,,Conakry,GN002001,Conakry,GN002,Guinea,GN,2016-01-14,2016-03-04,
Arfamoussayah,GN00300101,Arfamoussayah,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Banko,GN00300102,Banko,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Bissikrima,GN00300103,Bissikrima,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Dabola Ctre,GN00300104,Dabola Ctre,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Dogomet,GN00300105,Dogomet,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Kankama,GN00300106,Kankama,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Kindoye,GN00300107,Kindoye,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Konendou,GN00300108,Konendou,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Ndema,GN00300109,Ndema,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Banora,GN00300201,Banora,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Dialakoro,GN00300202,Dialakoro,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Diatifere,GN00300203,Diatifere,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Dinguiraye Ctre,GN00300204,Dinguiraye Ctre,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Gagnakaly,GN00300205,Gagnakaly,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Kalinko,GN00300206,Kalinko,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Lansanaya,GN00300207,Lansanaya,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Selouma,GN00300208,Selouma,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Banian,GN00300301,Banian,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Beindou,GN00300302,Beindou,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Faranah Ctre,GN00300303,Faranah Ctre,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Gnaleah,GN00300304,Gnaleah,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Heremakono,GN00300305,Heremakono,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Kobikoro,GN00300306,Kobikoro,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Marella,GN00300307,Marella,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Passaya,GN00300308,Passaya,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Sandenia,GN00300309,Sandenia,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Songoyah,GN00300310,Songoyah,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Tiro,GN00300311,Tiro,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Albadariah,GN00300401,Albadariah,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Banama,GN00300402,Banama,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Bardou,GN00300403,Bardou,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Beindou,GN00300404,Beindou,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Fermessadou,GN00300405,Fermessadou,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Firawa,GN00300406,Firawa,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Gbangbadou,GN00300407,Gbangbadou,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Kissidougou Ctre,GN00300408,Kissidougou Ctre,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Kondiadou,GN00300409,Kondiadou,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Manfran,GN00300410,Manfran,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Sangardo,GN00300411,Sangardo,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Yende Millimou,GN00300412,Yende Millimou,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Yombiro,GN00300413,Yombiro,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2016-01-14,2016-03-04,
Balandougou,GN00400101,Balandougou,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Bate Nafadji,GN00400102,Bate Nafadji,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Boula,GN00400103,Boula,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Gberedou Baranama,GN00400104,Gberedou Baranama,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Kankan Ctre,GN00400105,Kankan Ctre,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Karifamoriah,GN00400106,Karifamoriah,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Koumban,GN00400107,Koumban,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Mamouroudou,GN00400108,Mamouroudou,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Missamana,GN00400109,Missamana,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Moribayah,GN00400110,Moribayah,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Sabadou Baranama,GN00400111,Sabadou Baranama,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Tinti Oulen,GN00400112,Tinti Oulen,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Tokounou,GN00400113,Tokounou,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Banankoro,GN00400201,Banankoro,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Damaro,GN00400202,Damaro,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Kerouane Ctre,GN00400203,Kerouane Ctre,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Komodou,GN00400204,Komodou,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Konsankoro,GN00400205,Konsankoro,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Linko,GN00400206,Linko,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Sibiribaro,GN00400207,Sibiribaro,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Soromaya,GN00400208,Soromaya,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Babila,GN00400301,Babila,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Balato,GN00400302,Balato,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Banfele,GN00400303,Banfele,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Baro,GN00400304,Baro,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Cissela,GN00400305,Cissela,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Douako,GN00400306,Douako,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Doura,GN00400307,Doura,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Kiniero,GN00400308,Kiniero,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Komola Khoura,GN00400309,Komola Khoura,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Koumana,GN00400310,Koumana,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Kouroussa Ctre,GN00400311,Kouroussa Ctre,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Sanguiana,GN00400312,Sanguiana,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Balandougouba,GN00400401,Balandougouba,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Dialokoro,GN00400402,Dialokoro,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Faralako,GN00400403,Faralako,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Kantoumanina,GN00400404,Kantoumanina,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Kinieran,GN00400405,Kinieran,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Koundian,GN00400406,Koundian,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Koundianakoro,GN00400407,Koundianakoro,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Mandiana Ctre,GN00400408,Mandiana Ctre,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Morodou,GN00400409,Morodou,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Niantanina,GN00400410,Niantanina,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Saladou,GN00400411,Saladou,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Sansando,GN00400412,Sansando,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Bankon,GN00400501,Bankon,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Doko,GN00400502,Doko,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Franwalia,GN00400503,Franwalia,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Kiniebakoura,GN00400504,Kiniebakoura,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Kintinian,GN00400505,Kintinian,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Malea,GN00400506,Malea,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Naboun,GN00400507,Naboun,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Niagassola,GN00400508,Niagassola,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Niandankoro,GN00400509,Niandankoro,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Norassoba,GN00400510,Norassoba,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Siguiri Ctre,GN00400511,Siguiri Ctre,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Siguirini,GN00400512,Siguirini,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2016-01-14,2016-03-04,
Coyah Ctre,GN00500101,Coyah Ctre,,,Coyah,GN005001,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Kouria,GN00500102,Kouria,,,Coyah,GN005001,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Maneah,GN00500103,Maneah,,,Coyah,GN005001,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Wonkifong,GN00500104,Wonkifong,,,Coyah,GN005001,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Badi,GN00500201,Badi,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Dubreka Ctre,GN00500202,Dubreka Ctre,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Falessade,GN00500203,Falessade,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Khorira,GN00500204,Khorira,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Ouassou,GN00500205,Ouassou,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Tondon,GN00500207,Tondon,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Tanene,GN00500208,Tanene,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Allassoyah,GN00500301,Allassoyah,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Benty,GN00500302,Benty,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Farmoriah,GN00500303,Farmoriah,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Forecariah Ctre,GN00500304,Forecariah Ctre,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Kaback,GN00500305,Kaback,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Kakossa,GN00500306,Kakossa,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Kaliah,GN00500307,Kaliah,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Maferinya,GN00500308,Maferinya,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Moussayah,GN00500309,Moussayah,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Sikhourou,GN00500310,Sikhourou,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Bangouya,GN00500401,Bangouya,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Damakania,GN00500402,Damakania,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Friguiagbe,GN00500403,Friguiagbe,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Kindia Ctre,GN00500404,Kindia Ctre,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Kolente,GN00500405,Kolente,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Madina Oula,GN00500406,Madina Oula,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Mambia,GN00500407,Mambia,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Molota,GN00500408,Molota,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Samaya,GN00500409,Samaya,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Sougueta,GN00500410,Sougueta,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Bourouwal,GN00500501,Bourouwal,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Daramagnaky,GN00500502,Daramagnaky,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Gougoudje,GN00500503,Gougoudje,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Koba,GN00500504,Koba,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Kollet,GN00500505,Kollet,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Konsotami,GN00500506,Konsotami,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Missira,GN00500507,Missira,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Santou,GN00500508,Santou,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Sarekali,GN00500509,Sarekali,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Sinta,GN00500510,Sinta,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Sogolon,GN00500511,Sogolon,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Tarihoye,GN00500512,Tarihoye,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Telemele Ctre,GN00500513,Telemele Ctre,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Thionthian,GN00500514,Thionthian,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2016-01-14,2016-03-04,
Fafaya,GN00600101,Fafaya,,,Koubia,GN006001,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Gadha Woundou,GN00600102,Gadha Woundou,,,Koubia,GN006001,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Koubia Ctre,GN00600103,Koubia Ctre,,,Koubia,GN006001,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Matakaou,GN00600104,Matakaou,,,Koubia,GN006001,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Missira,GN00600105,Missira,,,Koubia,GN006001,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Pilimini,GN00600106,Pilimini,,,Koubia,GN006001,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Dalein,GN00600201,Dalein,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Daralabe,GN00600202,Daralabe,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Diari,GN00600203,Diari,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Dionfo,GN00600204,Dionfo,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Garambe,GN00600205,Garambe,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Hafia,GN00600206,Hafia,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Kaalan,GN00600207,Kaalan,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Kouramangui,GN00600208,Kouramangui,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Labe Ctre,GN00600209,Labe Ctre,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Noussy,GN00600210,Noussy,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Popodara,GN00600211,Popodara,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Sannou,GN00600212,Sannou,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Tountourou,GN00600213,Tountourou,,,Labe,GN006002,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Balaya,GN00600301,Balaya,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Diontou,GN00600302,Diontou,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Herico,GN00600303,Herico,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Korbe,GN00600304,Korbe,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Lafou,GN00600305,Lafou,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Lelouma Ctre,GN00600306,Lelouma Ctre,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Linsan Saran,GN00600307,Linsan Saran,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Manda,GN00600308,Manda,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Parawol,GN00600309,Parawol,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Sagale,GN00600310,Sagale,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Tianguel Bori,GN00600311,Tianguel Bori,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Balaki,GN00600401,Balaki,,,Mali,GN006004,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Donghol Sigon,GN00600402,Donghol Sigon,,,Mali,GN006004,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Dougountouny,GN00600403,Dougountouny,,,Mali,GN006004,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Fougou,GN00600404,Fougou,,,Mali,GN006004,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
Gayah,GN00600405,Gayah,,,Mali,GN006004,Labe,GN006,Guinea,GN,2016-01-14,2016-03-04,
