admin0Name_en,admin0Name_fr,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_fr,admin0AltName2_fr,date,validOn,validTo
Benin,Bénin (le),BJ,Benin (le),,,,,2015-08-07,2019-08-16,
