admin0Name_en,admin0Name_uk,admin0Name_ru,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_uk,admin0AltName2_uk,admin0AltName1_ru,admin0AltName2_ru,date,validOn,validTo
Ukraine,Україна,Украина,UA,,,,,,,,2022-01-18,2022-01-31,
