admin0Name_en,admin0Name_fa,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_fa,admin0AltName2_fa,date,validOn,validTo
Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,,,,,,2019-04-09,2019-05-14,
