admin0Name_en,admin0Name_vi,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_vi,admin0AltName2_vi,date,validOn,validTo
Viet Nam,Việt Nam,VN,,,,,,2020-01-08,2020-10-27,
