admin2Name_en,admin2Name_th,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_th,admin2AltName2_th,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
Noen Sa-Nga,เนินสง่า,TH3615,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sap Yai,ซับใหญ่,TH3616,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chanuman,ชานุมาน,TH3702,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pathum Ratchawongsa,ปทุมราชวงศา,TH3703,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phana,พนา,TH3704,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Senangkhanikhom,เสนางคนิคม,TH3705,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Hua Taphan,หัวตะพาน,TH3706,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Lue Amnat,ลืออำนาจ,TH3707,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phon Charoen,พรเจริญ,TH3802,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
So Phisai,โซ่พิสัย,TH3803,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Seka,เซกา,TH3804,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pak Khat,ปากคาด,TH3805,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bueng Khong Long,บึงโขงหลง,TH3806,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Wilai,ศรีวิไล,TH3807,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bung Khla,บุ่งคล้า,TH3808,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Klang,นากลาง,TH3902,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Sang,โนนสัง,TH3903,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Bun Rueang,ศรีบุญเรือง,TH3904,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Suwannakhuha,สุวรรณคูหา,TH3905,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Wang,นาวัง,TH3906,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Khon Kaen,เมืองขอนแก่น,TH4001,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Fang,บ้านฝาง,TH4002,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phra Yuen,พระยืน,TH4003,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Ruea,หนองเรือ,TH4004,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chum Phae,ชุมแพ,TH4005,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Chomphu,สีชมพู,TH4006,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nam Phong,น้ำพอง,TH4007,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ubolratana,อุบลรัตน์,TH4008,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kranuan,กระนวน,TH4009,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Phai,บ้านไผ่,TH4010,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pueai Noi,เปือยน้อย,TH4011,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phon,พล,TH4012,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Waeng Yai,แวงใหญ่,TH4013,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Waeng Noi,แวงน้อย,TH4014,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Song Hong,หนองสองห้อง,TH4015,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phu Wiang,ภูเวียง,TH4016,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mancha Khiri,มัญจาคีรี,TH4017,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chonnabot,ชนบท,TH4018,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khao Suan Kwang,เขาสวนกวาง,TH4019,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phu Pha Man,ภูผาม่าน,TH4020,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sam Sung,ซำสูง,TH4021,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Pho Chai,โคกโพธิ์ไชย,TH4022,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Na Kham,หนองนาคำ,TH4023,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Haet,บ้านแฮด,TH4024,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Sila,โนนศิลา,TH4025,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wiang Kao,เวียงเก่า,TH4029,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Udon Thani,เมืองอุดรธานี,TH4101,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Chap,กุดจับ,TH4102,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Wua So,หนองวัวซอ,TH4103,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kumphawapi,กุมภวาปี,TH4104,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Sa-At,โนนสะอาด,TH4105,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Han,หนองหาน,TH4106,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thung Fon,ทุ่งฝน,TH4107,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chai Wan,ไชยวาน,TH4108,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si That,ศรีธาตุ,TH4109,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Sam Mo,วังสามหมอ,TH4110,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Dung,บ้านดุง,TH4111,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Phue,บ้านผือ,TH4117,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nam Som,น้ำโสม,TH4118,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phen,เพ็ญ,TH4119,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sang Khom,สร้างคอม,TH4120,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Saeng,หนองแสง,TH4121,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Yung,นายูง,TH4122,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phibun Rak,พิบูลย์รักษ์,TH4123,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ku Kaeo,กู่แก้ว,TH4124,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Prachaksinlapakhom,ประจักษ์ศิลปาคม,TH4125,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Loei,เมืองเลย,TH4201,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Duang,นาด้วง,TH4202,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chiang Khan,เชียงคาน,TH4203,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pak Chom,ปากชม,TH4204,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Dan Sai,ด่านซ้าย,TH4205,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Haeo,นาแห้ว,TH4206,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phu Ruea,ภูเรือ,TH4207,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Li,ท่าลี่,TH4208,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Saphung,วังสะพุง,TH4209,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phu Kradueng,ภูกระดึง,TH4210,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phu Luang,ภูหลวง,TH4211,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pha Khao,ผาขาว,TH4212,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Erawan,เอราวัณ,TH4213,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Hin,หนองหิน,TH4214,,,,,,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Nong Khai,เมืองหนองคาย,TH4301,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Bo,ท่าบ่อ,TH4302,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phon Phisai,โพนพิสัย,TH4305,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Chiang Mai,ศรีเชียงใหม่,TH4307,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sangkhom,สังคม,TH4308,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sakhrai,สระใคร,TH4314,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Fao Rai,เฝ้าไร่,TH4315,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Rattanawapi,รัตนวาปี,TH4316,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pho Tak,โพธิ์ตาก,TH4317,,,,,,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Maha Sarakham,เมืองมหาสารคาม,TH4401,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kae Dam,แกดำ,TH4402,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kosum Phisai,โกสุมพิสัย,TH4403,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kantharawichai,กันทรวิชัย,TH4404,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chiang Yuen,เชียงยืน,TH4405,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Borabue,บรบือ,TH4406,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Chueak,นาเชือก,TH4407,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phayakkhaphum Phisai,พยัคฆภูมิพิสัย,TH4408,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wapi Pathum,วาปีปทุม,TH4409,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Dun,นาดูน,TH4410,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Yang Sisurat,ยางสีสุราช,TH4411,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Rang,กุดรัง,TH4412,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chuen Chom,ชื่นชม,TH4413,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Roi Et,เมืองร้อยเอ็ด,TH4501,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kaset Wisai,เกษตรวิสัย,TH4502,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pathum Rat,ปทุมรัตต์,TH4503,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chaturaphak Phiman,จตุรพักตรพิมาน,TH4504,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thawat Buri,ธวัชบุรี,TH4505,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phanom Phrai,พนมไพร,TH4506,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phon Thong,โพนทอง,TH4507,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pho Chai,โพธิ์ชัย,TH4508,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Phok,หนองพอก,TH4509,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Selaphum,เสลภูมิ,TH4510,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Suwannaphum,สุวรรณภูมิ,TH4511,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Suang,เมืองสรวง,TH4512,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phon Sai,โพนทราย,TH4513,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
At Samat,อาจสามารถ,TH4514,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Moei Wadi,เมยวดี,TH4515,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Somdet,ศรีสมเด็จ,TH4516,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Changhan,จังหาร,TH4517,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chiang Khwan,เชียงขวัญ,TH4518,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Hi,หนองฮี,TH4519,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thung Khao Luang,ทุ่งเขาหลวง,TH4520,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Mon,นามน,TH4602,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kamalasai,กมลาไสย,TH4603,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Rong Kham,ร่องคำ,TH4604,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kuchinarai,กุฉินารายณ์,TH4605,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khao Wong,เขาวง,TH4606,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Yang Talat,ยางตลาด,TH4607,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Huai Mek,ห้วยเม็ก,TH4608,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sahatsakhan,สหัสขันธ์,TH4609,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kham Muang,คำม่วง,TH4610,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Khantho,ท่าคันโท,TH4611,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Kung Si,หนองกุงศรี,TH4612,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Somdet,สมเด็จ,TH4613,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Huai Phueng,ห้วยผึ้ง,TH4614,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sam Chai,สามชัย,TH4615,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Khu,นาคู,TH4616,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Chan,ดอนจาน,TH4617,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khong Chai,ฆ้องชัย,TH4618,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kusuman,กุสุมาลย์,TH4702,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Bak,กุดบาก,TH4703,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phanna Nikhom,พรรณานิคม,TH4704,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phang Khon,พังโคน,TH4705,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Waritchaphum,วาริชภูมิ,TH4706,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nikhom Nam Un,นิคมน้ำอูน,TH4707,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wanon Niwat,วานรนิวาส,TH4708,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kham Ta Kla,คำตากล้า,TH4709,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Muang,บ้านม่วง,TH4710,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Akat Amnuai,อากาศอำนวย,TH4711,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sawang Daen Din,สว่างแดนดิน,TH4712,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Song Dao,ส่องดาว,TH4713,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tao Ngoi,เต่างอย,TH4714,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Si Suphan,โคกศรีสุพรรณ,TH4715,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Charoen Sin,เจริญศิลป์,TH4716,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phon Na Kaeo,โพนนาแก้ว,TH4717,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phu Phan,ภูพาน,TH4718,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Nakhon Phanom,เมืองนครพนม,TH4801,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pla Pak,ปลาปาก,TH4802,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Uthen,ท่าอุเทน,TH4803,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Phaeng,บ้านแพง,TH4804,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
That Phanom,ธาตุพนม,TH4805,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Renu Nakhon,เรณูนคร,TH4806,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Kae,นาแก,TH4807,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Songkhram,ศรีสงคราม,TH4808,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Wa,นาหว้า,TH4809,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phon Sawan,โพนสวรรค์,TH4810,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Thom,นาทม,TH4811,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Yang,วังยาง,TH4812,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Mukdahan,เมืองมุกดาหาร,TH4901,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
