admin0Name_en,admin0Name_ar,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_ar,admin0AltName2_ar,date,validOn,validTo
Syrian Arab Republic,الجمهورية العربية السورية,SY,,,,,,2021-01-15,2021-06-13,
