admin0Name_en,admin0Name_ar,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_ar,admin0AltName2_ar,date,validOn,validTo
Egypt,مِصر,EG,Egypt,,,,,2006-01-01,2017-04-21,
