admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Bel Air,SC1109BA,,,,Central 1 Mahe,SC11,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
English River,SC1116ER,,,,Central 1 Mahe,SC11,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Mont Buxton,SC1117MB,,,,Central 1 Mahe,SC11,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Saint Louis,SC1122SL,,,,Central 1 Mahe,SC11,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Perseverance Island,SC1127PI,,,,Central 1 Mahe,SC11,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Mont Fleuri,SC1218MF,,,,Central 2 Mahe,SC12,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Plaisance,SC1219PA,,,,Central 2 Mahe,SC12,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Les Mamelles,SC1224LM,,,,Central 2 Mahe,SC12,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Roche Caiman,SC1225RC,,,,Central 2 Mahe,SC12,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Anse Aux Pins,SC1301AA,,,,East Mahe,SC13,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Au Cap,SC1304AC,,,,East Mahe,SC13,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Anse Royale,SC1305AR,,,,East Mahe,SC13,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Cascade,SC1311CA,,,,East Mahe,SC13,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Pointe Larue,SC1320PL,,,,East Mahe,SC13,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Takamaka,SC1323TA,,,,East Mahe,SC13,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Anse Boileau,SC1402AB,,,,West Mahe,SC14,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Baie Lazare,SC1406BL,,,,West Mahe,SC14,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Grand Anse Mahe,SC1413GM,,,,West Mahe,SC14,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Port Glaud,SC1421PG,,,,West Mahe,SC14,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Anse Etoile,SC1503AE,,,,North Mahe,SC15,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Beau Vallon,SC1508BV,,,,North Mahe,SC15,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Belombre,SC1510BO,,,,North Mahe,SC15,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Glacis,SC1512GL,,,,North Mahe,SC15,Mahe,SC1,Seychelles,SC,2020-05-28,2020-05-28,
Baie Sainte Anne,SC2607BS,,,,Praslin,SC26,Praslin,SC2,Seychelles,SC,2020-05-28,2020-05-28,
Grand Anse Praslin,SC2614GP,,,,Praslin,SC26,Praslin,SC2,Seychelles,SC,2020-05-28,2020-05-28,
La Digue,SC3615LD,,,,La Digue,SC36,La Digue,SC3,Seychelles,SC,2020-05-28,2020-05-28,
Other Islands,SC4726OI,,,,Other Islands,SC47,Other Islands,SC4,Seychelles,SC,2020-05-28,2020-05-28,
