admin0Name_es,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_es,admin0AltName2_es,date,validOn,validTo
República Dominicana (la),DO,Republica Dominicana (la),,,,,2017-09-06,2021-07-01,
