admin2Name_en,admin2Name_ua,admin2Name_ru,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_ua,admin2AltName2_ua,admin2AltName1_ru,admin2AltName2_ru,admin1Name_en,admin1Name_ua,admin1Name_ru,admin1Pcode,admin0Name_en,admin0Name_ua,admin0Name_ru,admin0Pcode,date,validOn,validTo,admin2ClassCode,admin2ClassType,admin2PoliticalType,admin2pcode2016,admin1ClassType,admin1ClassCode
Markivskyi,Марківський,Марковский,UA44225,Markivskyi,,,,,,,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4422500000,область,81200000
Milovskyi,Міловський,Меловский,UA44228,Milovskyi,,,,,,,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4422800000,область,81200000
Novoaidarskyi,Новоайдарський,Новоайдарский,UA44231,Novoaidarskyi,,,,,,,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4423100000,область,81200000
Novopskovskyi,Новопсковський,Новопсковский,UA44233,Novopskovskyi,,,,,,,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4423300000,область,81200000
Perevalskyi,Перевальський,Перевальский,UA44236,Perevalskyi,,,,,,,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4423600000,область,81200000
Popasnianskyi,Попаснянський,Попаснянский,UA44238,Popasnianskyi,,,,,,,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4423800000,область,81200000
Svativskyi,Сватівський,Сватовский,UA44240,Svativskyi,,,,,,,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4424000000,область,81200000
Dovzhanskyi,Довжанський,Должанский,UA44242,Dovzhanskyi,,,,,,,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4424200000,область,81200000
Slovianoserbskyi,Слов'яносербський,Славяносербский,UA44245,Slovianoserbskyi,,,,,,,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4424500000,область,81200000
Stanychno-Luhanskyi,Станично-Луганський,Станично-Луганский,UA44248,Stanychno-Luhanskyi,,,,,,,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4424800000,область,81200000
Starobilskyi,Старобільський,Старобельский,UA44251,Starobilskyi,,,,,,,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4425100000,область,81200000
Troitskyi,Троїцький,Троицкий,UA44254,Troitskyi,,,,,,,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4425400000,область,81200000
Lvivska,Львівська,Львовский,UA46101,Lvivska,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4610100000,область,81200000
Boryslavska,Бориславська,Бориславский,UA46103,Boryslavska,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4610300000,область,81200000
Drohobytska,Дрогобицька,Дрогобычский,UA46106,Drohobytska,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4610600000,область,81200000
Morshynska,Моршинська,Моршинский,UA46107,Morshynska,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4610700000,область,81200000
Novorozdilska,Новороздільська,Новороздольский,UA46108,Novorozdilska,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4610800000,область,81200000
Sambirska,Самбірська,Самборский,UA46109,Sambirska,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4610900000,область,81200000
Stryiska,Стрийська,Стрыйский,UA46112,Stryiska,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4611200000,область,81200000
Truskavetska,Трускавецька,Трускавецкий,UA46115,Truskavetska,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4611500000,область,81200000
Chervonohradska,Червоноградська,Червоноградский,UA46118,Chervonohradska,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4611800000,область,81200000
Brodivskyi,Бродівський,Бродовский,UA46203,Brodivskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4620300000,область,81200000
Buskyi,Буський,Бусский,UA46206,Buskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4620600000,область,81200000
Horodotskyi,Городоцький,Городокский,UA46209,Horodotskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4620900000,область,81200000
Drohobytskyi,Дрогобицький,Дрогобычский,UA46212,Drohobytskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4621200000,область,81200000
Zhydachivskyi,Жидачівський,Жидачовский,UA46215,Zhydachivskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4621500000,область,81200000
Zolochivskyi,Золочівський,Золочевский,UA46218,Zolochivskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4621800000,область,81200000
Kamianka-Buzkyi,Кам'янка-Бузький,Каменка-Бугский,UA46221,Kamianka-Buzkyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4622100000,область,81200000
Mostyskyi,Мостиський,Мостисский,UA46224,Mostyskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4622400000,область,81200000
Zhovkivskyi,Жовківський,Жолковский,UA46227,Zhovkivskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4622700000,область,81200000
Mykolaivskyi,Миколаївський,Николаевский,UA46230,Mykolaivskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4623000000,область,81200000
Peremyshlianskyi,Перемишлянський,Перемышлянский,UA46233,Peremyshlianskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4623300000,область,81200000
Pustomytivskyi,Пустомитівський,Пустомытовский,UA46236,Pustomytivskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4623600000,область,81200000
Radekhivskyi,Радехівський,Радеховский,UA46239,Radekhivskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4623900000,область,81200000
Sambirskyi,Самбірський,Самборский,UA46242,Sambirskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4624200000,область,81200000
Skolivskyi,Сколівський,Сколевский,UA46245,Skolivskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4624500000,область,81200000
Sokalskyi,Сокальський,Сокальский,UA46248,Sokalskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4624800000,область,81200000
Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Starosambirskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4625100000,область,81200000
Stryiskyi,Стрийський,Стрыйский,UA46253,Stryiskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4625300000,область,81200000
Turkivskyi,Турківський,Турковский,UA46255,Turkivskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4625500000,область,81200000
Yavorivskyi,Яворівський,Яворовский,UA46258,Yavorivskyi,,,,,,,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4625800000,область,81200000
Mykolaivska,Миколаївська,Николаевский,UA48101,Mykolaivska,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4810100000,область,81200000
Voznesenska,Вознесенська,Вознесенский,UA48102,Voznesenska,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4810200000,область,81200000
Ochakivska,Очаківська,Очаковский,UA48103,Ochakivska,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4810300000,область,81200000
Pervomaiska,Первомайська,Первомайский,UA48104,Pervomaiska,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4810400000,область,81200000
Yuzhnoukrainska,Южноукраїнська,Южноукраинский,UA48108,Yuzhnoukrainska,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,4810800000,область,81200000
Arbuzynskyi,Арбузинський,Арбузинский,UA48203,Arbuzynskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4820300000,область,81200000
Bashtanskyi,Баштанський,Баштанский,UA48206,Bashtanskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4820600000,область,81200000
Berezanskyi,Березанський,Березанский,UA48209,Berezanskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4820900000,область,81200000
Bereznehuvatskyi,Березнегуватський,Березнеговатский,UA48211,Bereznehuvatskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4821100000,область,81200000
Bratskyi,Братський,Братский,UA48214,Bratskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4821400000,область,81200000
Veselynivskyi,Веселинівський,Веселиновский,UA48217,Veselynivskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4821700000,область,81200000
Voznesenskyi,Вознесенський,Вознесенский,UA48220,Voznesenskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4822000000,область,81200000
Vradiivskyi,Врадіївський,Врадиевский,UA48223,Vradiivskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4822300000,область,81200000
Domanivskyi,Доманівський,Доманевский,UA48227,Domanivskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4822700000,область,81200000
Yelanetskyi,Єланецький,Еланецкий,UA48230,Yelanetskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4823000000,область,81200000
Vitovskyi,Вітовський,Витовский,UA48233,Vitovskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4823300000,область,81200000
Kazankivskyi,Казанківський,Казанковский,UA48236,Kazankivskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4823600000,область,81200000
Kryvoozerskyi,Кривоозерський,Кривоозерский,UA48239,Kryvoozerskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4823900000,область,81200000
Mykolaivskyi,Миколаївський,Николаевский,UA48242,Mykolaivskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4824200000,область,81200000
Novobuzkyi,Новобузький,Новобугский,UA48245,Novobuzkyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4824500000,область,81200000
Novoodeskyi,Новоодеський,Новоодесский,UA48248,Novoodeskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4824800000,область,81200000
Ochakivskyi,Очаківський,Очаковский,UA48251,Ochakivskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4825100000,область,81200000
Pervomaiskyi,Первомайський,Первомайский,UA48254,Pervomaiskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4825400000,область,81200000
Snihurivskyi,Снігурівський,Снигиревский,UA48257,Snihurivskyi,,,,,,,Mykolaivska,Миколаївська,Николаевская,UA48,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,4825700000,область,81200000
Odeska,Одеська,Одесский,UA51101,Odeska,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5110100000,область,81200000
Baltska,Балтська,Балтский,UA51102,Baltska,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5110200000,область,81200000
Bilhorod-Dnistrovska,Білгород-Дністровська,Белгород-Днестровский,UA51103,Bilhorod-Dnistrovska,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5110300000,область,81200000
Biliaivska,Біляївська,Беляевский,UA51105,Biliaivska,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5110500000,область,81200000
Izmailska,Ізмаїлська,Измаильский,UA51106,Izmailska,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5110600000,область,81200000
Illichivska,Іллічівська,Ильичевский,UA51108,Illichivska,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5110800000,область,81200000
Kotovska,Котовська,Котовский,UA51112,Kotovska,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5111200000,область,81200000
Teplodarska,Теплодарська,Теплодарский,UA51115,Teplodarska,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5111500000,область,81200000
Yuzhnenska,Южненська,Южненский,UA51117,Yuzhnenska,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5111700000,область,81200000
Ananivskyi,Ананьївський,Ананьевский,UA51202,Ananivskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5120200000,область,81200000
Artsyzkyi,Арцизький,Арцизский,UA51204,Artsyzkyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5120400000,область,81200000
Baltskyi,Балтський,Балтский,UA51206,Baltskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5120600000,область,81200000
Bilhorod-Dnistrovskyi,Білгород-Дністровський,Белгород-Днестровский,UA51208,Bilhorod-Dnistrovskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5120800000,область,81200000
Biliaivskyi,Біляївський,Беляевский,UA51210,Biliaivskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5121000000,область,81200000
Berezivskyi,Березівський,Березовский,UA51212,Berezivskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5121200000,область,81200000
Bolhradskyi,Болградський,Болградский,UA51214,Bolhradskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5121400000,область,81200000
Velykomykhailivskyi,Великомихайлівський,Великомихайловский,UA51216,Velykomykhailivskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5121600000,область,81200000
Ivanivskyi,Іванівський,Ивановский,UA51218,Ivanivskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5121800000,область,81200000
Izmailskyi,Ізмаїльський,Измаильский,UA51220,Izmailskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5122000000,область,81200000
Kiliiskyi,Кілійський,Килийский,UA51223,Kiliiskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5122300000,область,81200000
Kodymskyi,Кодимський,Кодымский,UA51225,Kodymskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5122500000,область,81200000
Lymanskyi,Лиманський,Лиманский,UA51227,Lymanskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5122700000,область,81200000
Podilskyi,Подільський,Подольский,UA51229,Podilskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5122900000,область,81200000
Oknianskyi,Окнянський,Окнянский,UA51231,Oknianskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5123100000,область,81200000
Liubashivskyi,Любашівський,Любашевский,UA51233,Liubashivskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5123300000,область,81200000
Mykolaivskyi,Миколаївський,Николаевский,UA51235,Mykolaivskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5123500000,область,81200000
Ovidiopolskyi,Овідіопольський,Овидиопольский,UA51237,Ovidiopolskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5123700000,область,81200000
Rozdilnianskyi,Роздільнянський,Раздельнянский,UA51239,Rozdilnianskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5123900000,область,81200000
Reniiskyi,Ренійський,Ренийский,UA51241,Reniiskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5124100000,область,81200000
Savranskyi,Савранський,Савранский,UA51243,Savranskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5124300000,область,81200000
Saratskyi,Саратський,Саратский,UA51245,Saratskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5124500000,область,81200000
Tarutynskyi,Тарутинський,Тарутинский,UA51247,Tarutynskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5124700000,область,81200000
Tatarbunarskyi,Татарбунарський,Татарбунарский,UA51250,Tatarbunarskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5125000000,область,81200000
Zakharivskyi,Захарівський,Захаровский,UA51252,Zakharivskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5125200000,область,81200000
Shyriaivskyi,Ширяївський,Ширяевский,UA51254,Shyriaivskyi,,,,,,,Odeska,Одеська,Одесская,UA51,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5125400000,область,81200000
Poltavska,Полтавська,Полтавский,UA53101,Poltavska,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5310100000,область,81200000
Komsomolska,Комсомольська,Комсомольский,UA53102,Komsomolska,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5310200000,область,81200000
Hadiatska,Гадяцька,Гадячский,UA53103,Hadiatska,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5310300000,область,81200000
Kremenchutska,Кременчуцька,Кременчугский,UA53104,Kremenchutska,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5310400000,область,81200000
Lubenska,Лубенська,Лубенский,UA53107,Lubenska,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5310700000,область,81200000
Myrhorodska,Миргородська,Миргородский,UA53109,Myrhorodska,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,5310900000,область,81200000
Velykobahachanskyi,Великобагачанський,Великобагачанский,UA53202,Velykobahachanskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5320200000,область,81200000
Hadiatskyi,Гадяцький,Гадячский,UA53204,Hadiatskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5320400000,область,81200000
Hlobynskyi,Глобинський,Глобинский,UA53206,Hlobynskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5320600000,область,81200000
Hrebinkivskyi,Гребінківський,Гребенковский,UA53208,Hrebinkivskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5320800000,область,81200000
Dykanskyi,Диканський,Диканьский,UA53210,Dykanskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5321000000,область,81200000
Zinkivskyi,Зіньківський,Зеньковский,UA53213,Zinkivskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5321300000,область,81200000
Karlivskyi,Карлівський,Карловский,UA53216,Karlivskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5321600000,область,81200000
Kobeliatskyi,Кобеляцький,Кобелякский,UA53218,Kobeliatskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5321800000,область,81200000
Kozelshchynskyi,Козельщинський,Козельщинский,UA53220,Kozelshchynskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5322000000,область,81200000
Kotelevskyi,Котелевський,Котелевский,UA53222,Kotelevskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5322200000,область,81200000
Kremenchutskyi,Кременчуцький,Кременчугский,UA53224,Kremenchutskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5322400000,область,81200000
Lokhvytskyi,Лохвицький,Лохвицкий,UA53226,Lokhvytskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5322600000,область,81200000
Lubenskyi,Лубенський,Лубенский,UA53228,Lubenskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5322800000,область,81200000
Mashivskyi,Машівський,Машевский,UA53230,Mashivskyi,,,,,,,Poltavska,Полтавська,Полтавская,UA53,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,5323000000,область,81200000
