admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
Oropeza,BO0101,,,,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Azurduy,BO0102,,,,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Zudáñez,BO0103,Zudanez,,,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tomina,BO0104,,,,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Hernando Siles,BO0105,,,,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Yamparáez,BO0106,Yamparaez,,,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Nor Cinti,BO0107,,,,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Belisario Boeto,BO0108,,,,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sur Cinti,BO0109,,,,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Luis Calvo,BO0110,,,,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Murillo,BO0201,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Omasuyos,BO0202,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Pacajes,BO0203,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Camacho,BO0204,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Muñecas,BO0205,Munecas,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Larecaja,BO0206,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Franz Tamayo,BO0207,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Ingavi,BO0208,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Loayza,BO0209,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Inquisivi,BO0210,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sud Yungas,BO0211,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Los Andes,BO0212,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Aroma,BO0213,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Nor Yungas,BO0214,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Abel Iturralde,BO0215,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Bautista Saavedra,BO0216,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Manco Kapac,BO0217,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Gualberto Villarroel,BO0218,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
General José Manuel Pando,BO0219,General Jose Manuel Pando,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Caranavi,BO0220,,,,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Cercado,BO0301,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Campero,BO0302,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Ayopaya,BO0303,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Esteban Arze,BO0304,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Arani,BO0305,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Arque,BO0306,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Capinota,BO0307,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Germán Jordán,BO0308,German Jordan,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Quillacollo,BO0309,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Chapare,BO0310,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tapacarí,BO0311,Tapacari,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Carrasco,BO0312,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Mizque,BO0313,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Punata,BO0314,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Bolivar,BO0315,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tiraque,BO0316,,,,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Cercado,BO0401,,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Abaroa,BO0402,,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Carangas,BO0403,,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sajama,BO0404,,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Litoral,BO0405,,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Poopó,BO0406,Poopo,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Pantaleón Dalence,BO0407,Pantaleon Dalence,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Ladislao Cabrera,BO0408,,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sabaya,BO0409,,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Saucarí,BO0410,Saucari,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tomás Barrón,BO0411,Tomas Barron,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sur Carangas,BO0412,,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
San Pedro de Totora,BO0413,,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sebastián Pagador,BO0414,Sebastian Pagador,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Mejillones,BO0415,,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Nor Carangas,BO0416,,,,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tomás Frías,BO0501,Tomas Frias,,,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Rafael Bustillo,BO0502,,,,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Cornelio Saavedra,BO0503,,,,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Chayanta,BO0504,,,,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Chárcas,BO0505,Charcas,,,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
