admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Bulawayo,ZW1021,,,,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2018-09-11,
Buhera,ZW1101,,,,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2018-09-11,
Chimanimani,ZW1102,,,,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2018-09-11,
Chipinge,ZW1103,,,,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2018-09-11,
Makoni,ZW1104,,,,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2018-09-11,
Mutare,ZW1105,,,,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2018-09-11,
Mutasa,ZW1106,,,,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2018-09-11,
Nyanga,ZW1107,,,,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2018-09-11,
Mutare Urban,ZW1121,,,,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2018-09-11,
Rusape,ZW1122,,,,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2018-09-11,
Chipinge Urban,ZW1123,,,,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2018-09-11,
Bindura,ZW1201,,,,Mashonaland Central,ZW12,Zimbabwe,ZW,2018-08-31,2018-09-11,
Centenary/ Muzarabani,ZW1202,,,,Mashonaland Central,ZW12,Zimbabwe,ZW,2018-08-31,2018-09-11,
Guruve,ZW1203,,,,Mashonaland Central,ZW12,Zimbabwe,ZW,2018-08-31,2018-09-11,
Mazowe,ZW1204,,,,Mashonaland Central,ZW12,Zimbabwe,ZW,2018-08-31,2018-09-11,
Mount Darwin,ZW1205,,,,Mashonaland Central,ZW12,Zimbabwe,ZW,2018-08-31,2018-09-11,
Rushinga,ZW1206,,,,Mashonaland Central,ZW12,Zimbabwe,ZW,2018-08-31,2018-09-11,
Shamva,ZW1207,,,,Mashonaland Central,ZW12,Zimbabwe,ZW,2018-08-31,2018-09-11,
Mbire,ZW1208,,,,Mashonaland Central,ZW12,Zimbabwe,ZW,2018-08-31,2018-09-11,
Mvurwi,ZW1209,,,,Mashonaland Central,ZW12,Zimbabwe,ZW,2018-08-31,2018-09-11,
Bindura Urban,ZW1221,,,,Mashonaland Central,ZW12,Zimbabwe,ZW,2018-08-31,2018-09-11,
Chikomba,ZW1301,,,,Mashonaland East,ZW13,Zimbabwe,ZW,2018-08-31,2018-09-11,
Goromonzi,ZW1302,,,,Mashonaland East,ZW13,Zimbabwe,ZW,2018-08-31,2018-09-11,
Hwedza,ZW1303,,,,Mashonaland East,ZW13,Zimbabwe,ZW,2018-08-31,2018-09-11,
Marondera,ZW1304,,,,Mashonaland East,ZW13,Zimbabwe,ZW,2018-08-31,2018-09-11,
Mudzi,ZW1305,,,,Mashonaland East,ZW13,Zimbabwe,ZW,2018-08-31,2018-09-11,
Murehwa,ZW1306,,,,Mashonaland East,ZW13,Zimbabwe,ZW,2018-08-31,2018-09-11,
Mutoko,ZW1307,,,,Mashonaland East,ZW13,Zimbabwe,ZW,2018-08-31,2018-09-11,
Seke,ZW1308,,,,Mashonaland East,ZW13,Zimbabwe,ZW,2018-08-31,2018-09-11,
Uzumba Maramba Pfungwe,ZW1309,,,,Mashonaland East,ZW13,Zimbabwe,ZW,2018-08-31,2018-09-11,
Marondera Urban,ZW1321,,,,Mashonaland East,ZW13,Zimbabwe,ZW,2018-08-31,2018-09-11,
Ruwa,ZW1326,,,,Mashonaland East,ZW13,Zimbabwe,ZW,2018-08-31,2018-09-11,
Chegutu,ZW1401,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Hurungwe,ZW1402,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Kadoma Urban,ZW1403,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Kariba,ZW1404,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Makonde,ZW1405,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Zvimba,ZW1406,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Chinhoyi,ZW1421,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Chegutu Urban,ZW1423,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Kariba Urban,ZW1424,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Norton,ZW1425,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Karoi,ZW1426,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Mhondoro-Ngezi,ZW1427,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Sanyati,ZW1428,,,,Mashonaland West,ZW14,Zimbabwe,ZW,2018-08-31,2018-09-11,
Binga,ZW1501,,,,Matabeleland North,ZW15,Zimbabwe,ZW,2018-08-31,2018-09-11,
Bubi,ZW1502,,,,Matabeleland North,ZW15,Zimbabwe,ZW,2018-08-31,2018-09-11,
Hwange,ZW1503,,,,Matabeleland North,ZW15,Zimbabwe,ZW,2018-08-31,2018-09-11,
Lupane,ZW1504,,,,Matabeleland North,ZW15,Zimbabwe,ZW,2018-08-31,2018-09-11,
Nkayi,ZW1505,,,,Matabeleland North,ZW15,Zimbabwe,ZW,2018-08-31,2018-09-11,
