admin0Name_en,admin0Name_ka,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_ka,admin0AltName2_ka,date,validOn,validTo
Georgia,საქართველო,GE,,,,,,2019-08-28,2020-05-20,
