admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Ambriz,AO01001,,,,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Dande,AO01002,,,,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Nambuangongo,AO01005,,,,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Bula-Atumba,AO01040,,,,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Dembos-Quibaxe,AO01043,,,,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Pango-Aluquém,AO01047,Pango-Aluquem,,,Bengo,AO01,Angola,AO,2018-08-30,2018-09-04,
Baía Farta,AO02006,Baia Farta,,,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Balombo,AO02007,,,,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Benguela,AO02008,,,,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Bocoio,AO02009,,,,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Caimbambo,AO02010,,,,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Chongoroi,AO02011,,,,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Cubal,AO02012,,,,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Ganda,AO02013,,,,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Lobito,AO02014,,,,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Catumbela,AO02164,,,,Benguela,AO02,Angola,AO,2018-08-30,2018-09-04,
Andulo,AO03015,,,,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Camacupa,AO03016,,,,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Catabola,AO03017,,,,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Chinguar,AO03018,,,,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Chitembo,AO03019,,,,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Cuemba,AO03020,,,,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Cunhinga,AO03021,,,,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Cuito (Kuito),AO03022,,,,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
N'harea,AO03023,Nharea,,,Bié,AO03,Angola,AO,2018-08-30,2018-09-04,
Belize,AO04024,,,,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Buco Zau,AO04025,,,,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Cabinda,AO04026,,,,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Cacongo (Landana),AO04027,,,,Cabinda,AO04,Angola,AO,2018-08-30,2018-09-04,
Calai,AO05028,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Cuangar,AO05029,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Cuchi,AO05030,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Cuito Cuanavale,AO05031,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Dirico,AO05032,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Mavinga,AO05033,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Menongue,AO05034,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Nancova,AO05035,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Rivungo,AO05036,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2018-09-04,
Ambaca,AO06037,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2018-09-04,
Banga,AO06038,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2018-09-04,
Bolongongo,AO06039,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2018-09-04,
Cambambe (Kambambe),AO06041,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2018-09-04,
Cazengo,AO06042,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2018-09-04,
Golungo Alto,AO06044,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2018-09-04,
Lucala,AO06045,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2018-09-04,
Ngonguembo,AO06046,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2018-09-04,
Quiculungo,AO06048,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2018-09-04,
Samba Cajú,AO06049,Samba Caju,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2018-09-04,
Amboim (Gabela),AO07050,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2018-09-04,
Cassongue,AO07051,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2018-09-04,
Conda,AO07052,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2018-09-04,
Ebo,AO07053,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2018-09-04,
Libolo (Calulo),AO07054,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2018-09-04,
Mussende,AO07055,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2018-09-04,
Porto Amboim,AO07056,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2018-09-04,
Quibala,AO07057,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2018-09-04,
Quilenda,AO07058,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2018-09-04,
Seles (Uku Seles),AO07059,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2018-09-04,
Sumbe (Ngangula),AO07060,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2018-09-04,
Cela (Waku Kungo),AO07061,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2018-09-04,
Cahama,AO08062,,,,Cunene,AO08,Angola,AO,2018-08-30,2018-09-04,
Cuanhama,AO08063,,,,Cunene,AO08,Angola,AO,2018-08-30,2018-09-04,
Curoca,AO08064,,,,Cunene,AO08,Angola,AO,2018-08-30,2018-09-04,
Cuvelai,AO08065,,,,Cunene,AO08,Angola,AO,2018-08-30,2018-09-04,
Namacunde,AO08066,,,,Cunene,AO08,Angola,AO,2018-08-30,2018-09-04,
Ombadja,AO08067,,,,Cunene,AO08,Angola,AO,2018-08-30,2018-09-04,
Caconda,AO09068,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Caluquembe,AO09069,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Chibia,AO09070,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Chicomba,AO09071,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Chipindo,AO09072,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Gambos (ex-Chiange),AO09073,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Humpata,AO09074,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Jamba,AO09075,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Cuvango (Kuvango),AO09076,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Lubango,AO09077,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Matala,AO09078,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Quilengues,AO09079,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Quipungo (Tchipungo),AO09080,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Cacula,AO09165,,,,Huíla,AO09,Angola,AO,2018-08-30,2018-09-04,
Bailundo,AO10081,,,,Huambo,AO10,Angola,AO,2018-08-30,2018-09-04,
Caála,AO10082,Caala,,,Huambo,AO10,Angola,AO,2018-08-30,2018-09-04,
Catchiungo,AO10083,,,,Huambo,AO10,Angola,AO,2018-08-30,2018-09-04,
Ecunha (Ekunha),AO10084,,,,Huambo,AO10,Angola,AO,2018-08-30,2018-09-04,
Huambo,AO10085,,,,Huambo,AO10,Angola,AO,2018-08-30,2018-09-04,
Londuimbale,AO10086,,,,Huambo,AO10,Angola,AO,2018-08-30,2018-09-04,
Longonjo,AO10087,,,,Huambo,AO10,Angola,AO,2018-08-30,2018-09-04,
Mungo,AO10088,,,,Huambo,AO10,Angola,AO,2018-08-30,2018-09-04,
Tchikala-Tcholohanga,AO10089,,,,Huambo,AO10,Angola,AO,2018-08-30,2018-09-04,
Tchinjenje,AO10090,,,,Huambo,AO10,Angola,AO,2018-08-30,2018-09-04,
Ukuma,AO10091,,,,Huambo,AO10,Angola,AO,2018-08-30,2018-09-04,
Icolo e Bengo,AO11003,,,,Luanda,AO11,Angola,AO,2018-08-30,2018-09-04,
"Quissama (Muxima, Quiçama)",AO11004,"Quissama (Muxima, Quicama)",,,Luanda,AO11,Angola,AO,2018-08-30,2018-09-04,
Cacuaco,AO11092,,,,Luanda,AO11,Angola,AO,2018-08-30,2018-09-04,
Cazenga,AO11093,,,,Luanda,AO11,Angola,AO,2018-08-30,2018-09-04,
Luanda,AO11094,,,,Luanda,AO11,Angola,AO,2018-08-30,2018-09-04,
Belas (Samba),AO11098,,,,Luanda,AO11,Angola,AO,2018-08-30,2018-09-04,
Viana,AO11100,,,,Luanda,AO11,Angola,AO,2018-08-30,2018-09-04,
Cambulo,AO12101,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2018-09-04,
Capenda-Camulemba,AO12102,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2018-09-04,
Caungula,AO12103,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2018-09-04,
Chitato (Lóvua),AO12104,Chitato (Lovua),,,Lunda Norte,AO12,Angola,AO,2018-08-30,2018-09-04,
Cuango,AO12105,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2018-09-04,
Cuilo,AO12106,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2018-09-04,
Lubalo,AO12107,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2018-09-04,
Lucapa,AO12108,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2018-09-04,
Xá-Muteba,AO12109,Xa-Muteba,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2018-09-04,
Cacolo,AO13110,,,,Lunda Sul,AO13,Angola,AO,2018-08-30,2018-09-04,
Dala,AO13111,,,,Lunda Sul,AO13,Angola,AO,2018-08-30,2018-09-04,
