admin0Name_en,admin0Name_fr,admin0Name_rw,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_fr,admin0AltName2_fr,admin0AltName1_rw,admin0AltName2_rw,date,validOn,validTo
Rwanda,Rwanda (le),U Rwanda,RW,,,,,,,,2018-09-27,2020-02-20,
