admin0Name_en,admin0Name_fr,admin0Name_ht,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_fr,admin0AltName2_fr,admin0AltName1_ht,admin0AltName2_ht,date,validOn,validTo
Haiti,Haïti,Ayiti,HT,,,,,,,,2017-09-06,2018-11-29,
,,,,,,,,,,,,,
