admin1Name_en,admin1Pcode,admin1RefName,admin1AltName1_en,admin1AltName2_en,admin0Name_en,admin0Pcode,date,validOn,validTo
Anjouan (Ndzouani),KM1,,,,Comoros (the),KM,2018-12-28,2019-12-05,
Grande Comore (Ngazidja),KM2,,,,Comoros (the),KM,2018-12-28,2019-12-05,
Mohéli (Mwali),KM3,Moheli (Mwali),,,Comoros (the),KM,2018-12-28,2019-12-05,
