admin0Name_en,admin0Name_mk,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_mk,admin0AltName2_mk,date,validOn,validTo
North Macedonia,Република Северна Македонија,MK,,,,,,2016-05-12,2016-07-08,
