admin0Name_en,admin0Name_ar,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_ar,admin0AltName2_ar,date,validOn,validTo
Morocco,المغرب,MA,,,,,,2020-04-30,2020-12-03,
